dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,248,111,137,0,44.76,34.25,8493.06,-100.46
scanner,short,96,43,53,0,44.79,34.26,3289.41,-100.68
scanner,abook,242,75,145,22,30.99,5.72,1383.95,-100.64
scanner,intraday,120,10,49,61,8.33,-22.07,-2648.59,-100.0
gap_tier,PARABOLIC,78,39,38,1,50.0,51.11,3986.7,-100.39
gap_tier,EXTREME,55,29,25,1,52.73,58.44,3214.34,-100.46
gap_tier,IN_BAND,219,65,111,43,29.68,9.54,2090.03,-100.26
gap_tier,(none),242,75,145,22,30.99,5.72,1383.95,-100.64
gap_tier,STRETCHED,112,31,65,16,27.68,-1.4,-157.19,-100.68
regime,FAVORABLE,568,196,299,73,34.51,17.81,10114.12,-100.64
regime,CHOP,106,35,61,10,33.02,11.34,1202.21,-100.39
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,586,229,335,22,39.08,22.47,13166.42,-100.68
stop_method,PM low,60,7,9,44,11.67,10.18,611.0,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,2,1,1,0,50.0,49.95,99.9,-99.99
stop_method,recent 5-min high,14,0,14,0,0.0,-99.87,-1398.15,-99.99
stop_method,recent 5-min low,21,0,21,0,0.0,-99.94,-2098.65,-100.0
side,LONG,571,193,312,66,33.8,14.69,8389.36,-100.64
side,SHORT,135,46,72,17,34.07,15.77,2128.47,-100.68
setup,MOO_GENESIS,248,111,137,0,44.76,34.25,8493.06,-100.46
setup,SHORT_GENESIS_9_33,96,43,53,0,44.79,34.26,3289.41,-100.68
setup,MOO,242,75,145,22,30.99,5.72,1383.95,-100.64
setup,HOLDING-LONG,39,7,9,23,17.95,14.38,560.65,-99.98
setup,FAILED-GAP-SHORT,23,3,5,15,13.04,10.43,239.99,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,19,0,9,10,0.0,-43.35,-823.59,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,11,0,10,1,0.0,-91.03,-1001.3,-99.99
setup,ORB-LONG,23,0,12,11,0.0,-53.25,-1224.71,-100.0
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,523,171,298,54,32.7,9.76,5106.39,-100.68
cohort,MID,401,139,219,43,34.66,17.06,6839.81,-100.01
cohort,PENNY,305,100,165,40,32.79,12.06,3678.02,-100.68
conviction_band,(none),706,239,384,83,33.85,14.9,10517.83,-100.68
regime_x_scanner,FAVORABLE | momentum,199,90,109,0,45.23,35.64,7093.28,-100.46
regime_x_scanner,FAVORABLE | abook,172,61,93,18,35.47,20.15,3466.4,-100.64
regime_x_scanner,FAVORABLE | short,83,35,48,0,42.17,26.42,2192.49,-100.63
regime_x_scanner,CHOP | momentum,37,16,21,0,43.24,29.71,1099.29,-100.39
regime_x_scanner,CHOP | short,7,5,2,0,71.43,114.09,798.61,-100.13
regime_x_scanner,HOSTILE | momentum,12,5,7,0,41.67,25.04,300.49,-100.12
regime_x_scanner,HOSTILE | short,6,3,3,0,50.0,49.72,298.31,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,CHOP | abook,56,14,38,4,25.0,-12.23,-685.15,-100.07
regime_x_scanner,HOSTILE | abook,14,0,14,0,0.0,-99.81,-1397.3,-99.96
regime_x_scanner,FAVORABLE | intraday,114,10,49,55,8.77,-23.14,-2638.05,-100.0
