dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,458,197,260,1,43.01,29.28,13409.03,-100.56
scanner,short,187,72,114,1,38.5,16.52,3089.55,-100.68
scanner,abook,597,181,367,49,30.32,1.83,1093.78,-100.64
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,182,79,102,1,43.41,30.67,5581.48,-100.56
gap_tier,EXTREME,109,48,58,3,44.04,34.03,3708.96,-100.46
gap_tier,IN_BAND,351,109,191,51,31.05,8.64,3033.02,-100.27
gap_tier,(none),551,173,332,46,31.4,5.36,2953.97,-100.64
gap_tier,STRETCHED,169,49,102,18,28.99,-1.7,-287.72,-100.68
gap_tier,NONE,30,6,21,3,20.0,-28.68,-860.49,-100.19
regime,FAVORABLE,980,319,560,101,32.55,9.48,9291.07,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,285,97,177,11,34.04,6.46,1840.02,-100.68
stop_method,FIXED,1241,450,740,51,36.26,14.26,17691.32,-100.68
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1160,389,667,104,33.53,11.03,12800.32,-100.64
side,SHORT,232,75,139,18,32.33,5.73,1328.9,-100.68
setup,MOO_GENESIS,458,197,260,1,43.01,29.28,13409.03,-100.56
setup,SHORT_GENESIS_9_33,187,72,114,1,38.5,16.52,3089.55,-100.68
setup,MOO,596,181,366,49,30.37,2.0,1192.74,-100.64
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1208,396,719,93,32.78,7.3,8816.74,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,774,269,430,75,34.75,16.36,12659.05,-100.03
cohort,PENNY,618,195,376,47,31.55,2.38,1470.17,-100.68
conviction_band,(none),1392,464,806,122,33.33,10.15,14129.22,-100.68
regime_x_scanner,FAVORABLE | momentum,322,132,190,0,40.99,22.97,7394.86,-100.46
regime_x_scanner,HOSTILE | momentum,95,46,48,1,48.42,46.47,4414.83,-100.56
regime_x_scanner,FAVORABLE | short,128,52,75,1,40.62,23.39,2993.96,-100.63
regime_x_scanner,FAVORABLE | abook,386,121,230,35,31.35,6.1,2354.85,-100.64
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,49,15,34,0,30.61,-8.25,-404.45,-100.68
regime_x_scanner,HOSTILE | abook,141,36,95,10,25.53,-15.39,-2170.36,-100.09
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
