dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,609,260,343,6,42.69,29.02,17673.16,-100.56
scanner,short,231,93,137,1,40.26,21.57,4983.69,-100.68
scanner,abook,777,224,468,85,28.83,0.55,423.93,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,242,107,134,1,44.21,32.98,7981.86,-100.56
gap_tier,EXTREME,140,66,69,5,47.14,44.25,6194.81,-100.55
gap_tier,IN_BAND,452,151,245,56,33.41,13.27,5997.05,-102.19
gap_tier,(none),595,177,361,57,29.75,1.45,865.68,-100.64
gap_tier,NONE,129,32,72,25,24.81,0.35,45.32,-100.95
gap_tier,STRETCHED,209,58,132,19,27.75,-7.02,-1467.08,-100.68
regime,FAVORABLE,1207,395,671,141,32.73,11.78,14218.95,-101.81
regime,CHOP,155,58,87,10,37.42,20.63,3198.29,-100.39
regime,HOSTILE,402,138,252,12,34.33,6.22,2500.15,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1616,577,947,92,35.71,14.34,23179.74,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1491,495,851,145,33.2,11.0,16394.6,-102.19
side,SHORT,276,96,162,18,34.78,11.68,3223.04,-100.68
setup,MOO_GENESIS,609,260,343,6,42.69,29.02,17673.16,-100.56
setup,SHORT_GENESIS_9_33,231,93,137,1,40.26,21.57,4983.69,-100.68
setup,MOO,776,224,467,85,28.87,0.67,522.89,-102.19
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1583,523,926,134,33.04,9.04,14305.16,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,957,321,534,102,33.54,13.59,13003.98,-100.03
cohort,PENNY,810,270,479,61,33.33,8.17,6613.66,-102.19
conviction_band,(none),1767,591,1013,163,33.45,11.1,19617.64,-102.19
regime_x_scanner,FAVORABLE | momentum,410,170,236,4,41.46,25.32,10382.05,-100.46
regime_x_scanner,HOSTILE | momentum,151,68,81,2,45.03,36.38,5492.77,-100.56
regime_x_scanner,FAVORABLE | abook,498,148,279,71,29.72,7.42,3695.48,-101.81
regime_x_scanner,FAVORABLE | short,155,63,91,1,40.65,23.19,3594.02,-100.63
regime_x_scanner,CHOP | momentum,48,22,26,0,45.83,37.47,1798.34,-100.39
regime_x_scanner,CHOP | abook,91,31,56,4,34.07,10.0,910.45,-100.19
regime_x_scanner,HOSTILE | short,66,25,41,0,37.88,13.48,889.63,-100.68
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,185,45,130,10,24.32,-20.99,-3882.25,-102.19
