ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
PRIM,2026-06-23 14:58,Mizuho,Outperform,Outperform,main,Lowers,117.0,135.0,BEAR,2
PRIM,2026-06-23 13:55,Wells Fargo,Equal-Weight,Equal-Weight,main,Lowers,85.0,118.0,BEAR,2
PRIM,2026-06-23 12:46,Guggenheim,Buy,Buy,reit,Maintains,162.0,162.0,NEUTRAL,1
PRIM,2026-06-23 11:08,Keybanc,Overweight,Sector Weight,down,,0.0,0.0,BEAR,4
CALX,2026-06-10 12:38,Rosenblatt,Buy,Buy,main,Maintains,70.0,70.0,NEUTRAL,1
ACN,2026-06-23 14:55,Mizuho,Outperform,Outperform,main,Lowers,226.0,280.0,BEAR,2
ACN,2026-06-22 16:36,Truist Securities,Hold,Hold,main,Lowers,150.0,210.0,BEAR,2
ACN,2026-06-22 15:49,TD Cowen,Buy,Hold,down,Lowers,150.0,258.0,BEAR,4
ACN,2026-06-22 15:39,Susquehanna,Neutral,Neutral,main,Lowers,140.0,186.0,BEAR,2
ACN,2026-06-22 15:22,RBC Capital,Outperform,Outperform,main,Lowers,175.0,253.0,BEAR,2
ACN,2026-06-22 13:38,Guggenheim,Buy,Buy,main,Lowers,185.0,225.0,BEAR,2
ACN,2026-06-22 12:18,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,130.0,177.0,BEAR,2
ACN,2026-06-18 17:59,Evercore ISI Group,Outperform,Outperform,main,Lowers,180.0,250.0,BEAR,2
ACN,2026-06-15 16:26,Morgan Stanley,Overweight,Equal-Weight,down,Lowers,177.0,240.0,BEAR,4
IRTC,2026-06-22 11:53,BTIG,Buy,Buy,reit,Maintains,185.0,185.0,NEUTRAL,1
IRTC,2026-06-10 10:04,BTIG,Buy,Buy,reit,Maintains,185.0,185.0,NEUTRAL,1
CTSH,2026-06-23 16:52,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,44.0,63.0,BEAR,2
PEGA,2026-06-10 14:57,DA Davidson,Buy,Buy,main,Maintains,55.0,55.0,NEUTRAL,1
PEGA,2026-06-10 12:46,Rosenblatt,Buy,Buy,main,Maintains,58.0,58.0,NEUTRAL,1
PEGA,2026-06-10 12:37,Citizens,Market Outperform,Market Outperform,reit,Maintains,58.0,58.0,NEUTRAL,1
