dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,212,91,121,0,42.92,28.73,6089.93,-100.46
scanner,short,85,37,48,0,43.53,30.48,2590.74,-100.68
scanner,abook,200,59,121,20,29.5,3.25,650.63,-100.64
scanner,intraday,84,10,17,57,11.9,5.67,476.68,-100.0
gap_tier,PARABOLIC,64,32,31,1,50.0,51.36,3286.97,-100.39
gap_tier,IN_BAND,176,55,82,39,31.25,16.58,2917.9,-100.26
gap_tier,EXTREME,46,25,20,1,54.35,63.25,2909.52,-100.46
gap_tier,(none),200,59,121,20,29.5,3.25,650.63,-100.64
gap_tier,STRETCHED,95,26,53,16,27.37,0.45,42.96,-100.68
regime,FAVORABLE,442,153,222,67,34.62,20.82,9204.4,-100.64
regime,CHOP,106,35,61,10,33.02,11.34,1202.21,-100.39
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,497,187,290,20,37.63,18.78,9331.3,-100.68
stop_method,PM low,56,7,9,40,12.5,9.63,539.27,-100.0
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,471,157,254,60,33.33,14.82,6980.0,-100.64
side,SHORT,110,40,53,17,36.36,25.71,2827.98,-100.68
setup,MOO_GENESIS,212,91,121,0,42.92,28.73,6089.93,-100.46
setup,SHORT_GENESIS_9_33,85,37,48,0,43.53,30.48,2590.74,-100.68
setup,HOLDING-LONG,34,7,6,21,20.59,24.87,845.56,-99.96
setup,MOO,200,59,121,20,29.5,3.25,650.63,-100.64
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,11,0,2,9,0.0,-9.97,-109.67,-99.98
setup,ORB-LONG,14,0,4,10,0.0,-35.46,-496.45,-100.0
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,398,129,221,48,32.41,11.05,4396.54,-100.68
cohort,MID,333,116,178,39,34.83,19.31,6430.32,-100.01
cohort,PENNY,248,81,129,38,32.66,13.62,3377.66,-100.68
conviction_band,(none),581,197,307,77,33.91,16.88,9807.98,-100.68
