ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
OVV,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,62.31,59.06,65.43,,30,0.96,FAVORABLE,62.31,MARKET,19,COMPRESSION,2026-08-14,2026-08-14T04:39:28.621345
AVAH,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,11.15,10.59,11.71,,179,1.0,FAVORABLE,11.15,MARKET,11,MINOR,2026-08-14,2026-08-14T04:43:14.877655
TBBB,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,48.33,45.91,50.75,,41,1.0,FAVORABLE,48.33,MARKET,11,MINOR,2026-08-14,2026-08-14T04:44:20.839262
QNST,LONG,CONVICTION,99.0,BULL_BOUNCE_PENDING,20.74,19.7,22.57,,96,1.76,FAVORABLE,20.74,MARKET,20,COMPRESSION,2026-08-14,2026-08-14T04:37:20.367123
PAYC,LONG,CONVICTION,99.0,BULL_BOUNCE_PENDING,219.97,208.97,248.13,,9,2.56,FAVORABLE,219.97,MARKET,15,COMPRESSION,2026-08-14,2026-08-14T04:43:59.827149
FROG,LONG,CONVICTION,98.8,BULL_BOUNCE_PENDING,95.07,90.32,99.82,,21,1.0,FAVORABLE,95.07,MARKET,17,MINOR,2026-08-14,2026-08-14T04:43:35.753865
DHR,LONG,CONVICTION,97.7,BULL_BOUNCE_PENDING,205.63,194.01,229.0,235.02,8,2.01,FAVORABLE,205.63,MARKET,20,CONVICTION,2026-08-14,2026-08-14T04:26:19.881085
ATI,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,227.0,215.65,238.35,,8,1.0,FAVORABLE,227.0,MARKET,20,MINOR,2026-08-14,2026-08-14T04:23:12.125050
CURI,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,3.98,3.78,4.18,,502,1.0,FAVORABLE,3.98,MARKET,6,COMPRESSION,2026-08-14,2026-08-14T04:43:22.825788
FIGR,LONG,CONVICTION,95.7,BULL_BOUNCE_PENDING,31.92,30.53,35.59,35.23,71,2.63,FAVORABLE,31.92,MARKET,20,COMPRESSION,2026-08-14,2026-08-14T04:42:12.159867
HLI,LONG,CONVICTION,95.3,BULL_BOUNCE_PENDING,132.21,121.75,150.37,,9,1.74,FAVORABLE,132.21,MARKET,20,CONVICTION,2026-08-14,2026-08-14T04:43:36.510950
BWET,LONG,CONVICTION,94.8,BULL_BOUNCE_CONFIRMED,370.0,355.21,388.5,,6,1.25,FAVORABLE,370.0,LIMIT,0,NONE,2026-08-14,2026-08-14T04:38:19.145949
HOOD,LONG,CONVICTION,93.4,BULL_BOUNCE_PENDING,99.13,90.26,113.46,,11,1.61,FAVORABLE,99.13,MARKET,20,CONVICTION,2026-08-14,2026-08-14T04:33:16.787682
PLGO,LONG,CONVICTION,93.4,BULL_BOUNCE_PENDING,22.75,21.61,24.83,25.78,87,1.83,FAVORABLE,22.75,MARKET,20,COMPRESSION,2026-08-14,2026-08-14T04:44:05.367184
HNST,LONG,CONVICTION,93.0,BULL_BOUNCE_PENDING,5.05,4.79,5.62,,396,2.28,FAVORABLE,5.0459,MARKET,20,COMPRESSION,2026-08-14,2026-08-14T04:24:03.474641
HALO,LONG,CONVICTION,92.0,BULL_BOUNCE_PENDING,100.67,95.64,105.7,,19,1.0,FAVORABLE,100.67,MARKET,12,COMPRESSION,2026-08-14,2026-08-14T04:36:45.395212
WTTR,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,20.21,18.41,21.22,,55,0.56,FAVORABLE,20.21,MARKET,20,COMPRESSION,2026-08-14,2026-08-14T04:22:50.555747
QURE,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,47.49,45.12,49.86,,42,1.0,FAVORABLE,47.49,MARKET,3,MINOR,2026-08-14,2026-08-14T04:44:08.337081
AMN,LONG,CONVICTION,90.6,BULL_BOUNCE_PENDING,34.57,32.84,36.3,,57,1.0,FAVORABLE,34.57,MARKET,7,CONVICTION,2026-08-14,2026-08-14T04:35:54.842518
CRWV,LONG,CONVICTION,90.5,BULL_BOUNCE_PENDING,106.71,101.37,115.09,,18,1.57,FAVORABLE,106.71,MARKET,20,COMPRESSION,2026-08-14,2026-08-14T04:29:50.775571
UCO,LONG,CONVICTION,90.5,BULL_BOUNCE_PENDING,41.28,37.46,43.34,,26,0.54,FAVORABLE,41.28,MARKET,20,COMPRESSION,2026-08-14,2026-08-14T04:39:56.041043
PLTR,LONG,CONVICTION,90.3,BULL_BOUNCE_PENDING,177.81,166.51,201.71,,8,2.12,FAVORABLE,177.81,MARKET,17,CONVICTION,2026-08-14,2026-08-14T04:31:53.356091
OPEN,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,3.67,3.49,3.85,,545,1.0,FAVORABLE,3.6696,MARKET,6,MINOR,2026-08-14,2026-08-14T04:27:50.251745
ANF,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,105.84,99.04,117.45,123.39,14,1.71,FAVORABLE,108.0,LIMIT,20,COMPRESSION,2026-08-14,2026-08-14T04:38:05.723298
RBRK,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,102.51,95.72,107.63,,14,0.76,FAVORABLE,104.6,LIMIT,5,MINOR,2026-08-14,2026-08-14T04:39:31.891086
WIX,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,75.52,71.74,86.59,,26,2.93,FAVORABLE,75.52,MARKET,5,VACUUM,2026-08-14,2026-08-14T04:40:04.236974
OMER,LONG,CONVICTION,89.7,BULL_BOUNCE_PENDING,18.16,16.67,19.07,,67,0.61,FAVORABLE,17.0,STOP,20,MINOR,2026-08-14,2026-08-14T04:45:20.662310
APO,LONG,CONVICTION,89.6,BULL_BOUNCE_PENDING,144.27,136.68,160.5,,13,2.14,FAVORABLE,143.58,STOP,6,CONVICTION,2026-08-14,2026-08-14T04:38:06.566368
SOC,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,4.0,7.0,3.8,,33,0.07,FAVORABLE,3.99,LIMIT,20,CONVICTION,2026-08-14,2026-08-14T04:25:46.833620
HP,LONG,CONVICTION,89.0,BULL_BOUNCE_PENDING,41.5,36.91,43.57,,21,0.45,FAVORABLE,42.3459,LIMIT,7,MINOR,2026-08-14,2026-08-14T04:38:52.084280
