system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,6508,668,1460,2213,2167,15.4,-17.11,-0.003,-0.3,51,2026-05-21,2026-08-17,NEUTRAL
FAM,score-band,70-79,4229,318,899,1922,1090,10.1,-449.23,-0.106,-10.6,51,2026-05-21,2026-08-17,AVOID
FAM,score-band,90+,792,39,175,447,131,5.9,-87.53,-0.111,-11.1,51,2026-05-21,2026-08-17,AVOID
FAM,score-band,80-89,1922,140,405,928,449,9.5,-221.01,-0.115,-11.5,51,2026-05-21,2026-08-17,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,851,151,63,482,155,21.7,157.12,0.185,18.5,33,2026-05-21,2026-08-17,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,29,9,11,7,2,33.3,2.97,0.102,10.2,17,2026-05-28,2026-08-17,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,106,16,25,63,2,15.4,0.36,0.003,0.3,31,2026-05-22,2026-08-17,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,4649,332,1113,1589,1615,10.9,-205.92,-0.044,-4.4,51,2026-05-21,2026-08-17,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,719,69,135,418,97,11.1,-50.21,-0.07,-7.0,33,2026-05-21,2026-08-17,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,6869,567,1444,2911,1947,11.5,-573.98,-0.084,-8.4,35,2026-05-21,2026-08-17,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,32,7,15,6,4,25.0,-3.68,-0.115,-11.5,18,2026-05-28,2026-08-17,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,69,7,45,15,2,10.4,-33.95,-0.492,-49.2,20,2026-05-21,2026-08-17,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,CHANNEL_BREAKOUT,28,2,20,2,4,8.3,-16.03,-0.573,-57.3,14,2026-05-28,2026-08-17,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,14,0,8,2,4,0.0,-8.11,-0.579,-57.9,10,2026-05-29,2026-08-14,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,6,0,4,2,0,0.0,-3.48,-0.58,-58.0,6,2026-05-27,2026-08-10,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,5,0,4,1,0,0.0,-3.83,-0.766,-76.6,4,2026-05-29,2026-08-12,TENTATIVE
FEM,mode,BOUNCE,311,185,28,89,9,61.3,227.46,0.731,73.1,52,2026-05-13,2026-08-17,TRUSTED
FEM,mode,PULLBACK,329,197,54,54,24,64.6,199.73,0.607,60.7,50,2026-05-13,2026-08-14,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,427,386,0,41,0,90.4,520.39,1.219,121.9,51,2026-05-13,2026-08-17,TRUSTED
FEM,score-band,60-69,46,2,16,26,2,4.5,-15.64,-0.34,-34.0,29,2026-05-14,2026-08-14,AVOID
FEM,score-band,70-79,57,5,23,25,4,9.4,-21.34,-0.374,-37.4,34,2026-05-13,2026-08-17,AVOID
FEM,score-band,80-89,91,5,42,36,8,6.0,-38.47,-0.423,-42.3,30,2026-05-13,2026-08-06,AVOID
FEM,tier,T1-STRONG_LONG,312,248,13,45,6,81.0,363.74,1.166,116.6,49,2026-05-13,2026-08-17,TRUSTED
FEM,tier,T2-LONG,243,119,39,75,10,51.1,76.86,0.316,31.6,53,2026-05-13,2026-08-17,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
