system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,10640,867,2241,3669,3863,12.8,-243.63,-0.023,-2.3,63,2026-05-21,2026-09-02,NEUTRAL
FAM,score-band,90+,1159,55,217,679,208,5.8,-106.75,-0.092,-9.2,63,2026-05-21,2026-09-02,NEUTRAL
FAM,score-band,70-79,6791,396,1361,3138,1896,8.1,-788.54,-0.116,-11.6,63,2026-05-21,2026-09-02,AVOID
FAM,score-band,80-89,2922,172,585,1373,792,8.1,-340.76,-0.117,-11.7,63,2026-05-21,2026-09-02,AVOID
FAM,setup,CHANNEL_TOP_REJECT,14,6,3,0,5,66.7,6.0,0.429,42.9,8,2026-06-23,2026-09-02,TENTATIVE
FAM,setup,BULL_BOUNCE,1453,205,116,881,251,17.1,130.44,0.09,9.0,42,2026-05-21,2026-08-31,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,47,14,17,12,4,32.6,4.17,0.089,8.9,22,2026-05-28,2026-08-31,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,135,19,34,78,4,14.5,-4.87,-0.036,-3.6,36,2026-05-22,2026-08-31,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,8081,439,1805,2827,3010,8.7,-397.77,-0.049,-4.9,63,2026-05-21,2026-09-02,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1011,87,205,591,128,9.9,-93.98,-0.093,-9.3,42,2026-05-21,2026-08-31,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,10498,700,2050,4413,3335,9.8,-990.67,-0.094,-9.4,44,2026-05-21,2026-08-31,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,48,9,21,9,9,23.1,-5.59,-0.116,-11.6,24,2026-05-28,2026-08-31,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,18,0,9,8,1,0.0,-8.42,-0.468,-46.8,12,2026-05-27,2026-09-02,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,79,7,50,20,2,9.1,-40.41,-0.512,-51.2,24,2026-05-21,2026-08-28,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,22,1,14,2,5,5.9,-12.61,-0.573,-57.3,14,2026-05-29,2026-08-28,AVOID
FAM,setup,CHANNEL_BREAKOUT,33,2,24,3,4,6.9,-20.37,-0.617,-61.7,19,2026-05-28,2026-08-31,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,6,0,4,2,0,0.0,-4.0,-0.667,-66.7,5,2026-05-29,2026-08-25,TENTATIVE
FEM,mode,BOUNCE,346,197,30,110,9,58.5,244.51,0.707,70.7,63,2026-05-13,2026-09-02,TRUSTED
FEM,mode,PULLBACK,343,208,54,56,25,65.4,214.43,0.625,62.5,59,2026-05-13,2026-09-01,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,461,409,0,52,0,88.7,555.67,1.205,120.5,63,2026-05-13,2026-09-02,TRUSTED
FEM,score-band,60-69,47,2,16,27,2,4.4,-15.61,-0.332,-33.2,30,2026-05-14,2026-08-25,AVOID
FEM,score-band,70-79,61,5,24,27,5,8.9,-22.76,-0.373,-37.3,38,2026-05-13,2026-09-01,AVOID
FEM,score-band,80-89,99,5,43,43,8,5.5,-39.96,-0.404,-40.4,35,2026-05-13,2026-08-31,AVOID
FEM,tier,T1-STRONG_LONG,339,261,14,58,6,78.4,385.7,1.138,113.8,58,2026-05-13,2026-09-02,TRUSTED
FEM,tier,T2-LONG,265,129,40,85,11,50.8,86.65,0.327,32.7,65,2026-05-13,2026-09-02,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
