system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,4341,519,1144,1430,1248,16.8,-24.09,-0.006,-0.6,40,2026-05-21,2026-07-31,NEUTRAL
FAM,score-band,80-89,1207,101,301,538,267,10.7,-130.52,-0.108,-10.8,40,2026-05-21,2026-07-31,AVOID
FAM,score-band,70-79,2535,214,649,1068,604,11.1,-333.4,-0.132,-13.2,40,2026-05-21,2026-07-31,AVOID
FAM,score-band,90+,562,29,148,293,92,6.2,-82.42,-0.147,-14.7,40,2026-05-21,2026-07-31,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,351,81,33,196,41,26.1,78.53,0.224,22.4,22,2026-05-21,2026-07-31,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,11,4,5,2,0,36.4,0.68,0.062,6.2,9,2026-05-28,2026-07-31,TENTATIVE
FAM,setup,CHANNEL_RECLAIM_LONG,66,12,15,37,2,18.8,3.3,0.05,5.0,20,2026-05-22,2026-07-31,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,333,43,62,200,28,14.1,-5.7,-0.017,-1.7,22,2026-05-21,2026-07-31,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,4103,302,1058,1362,1381,11.1,-208.41,-0.051,-5.1,40,2026-05-21,2026-07-31,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,11,3,6,1,1,30.0,-1.02,-0.093,-9.3,10,2026-05-28,2026-07-31,TENTATIVE
FAM,setup,BULL_BOUNCE_PENDING,3604,404,948,1502,750,14.2,-353.56,-0.098,-9.8,24,2026-05-21,2026-07-31,NEUTRAL
FAM,setup,CHANNEL_BREAKOUT,16,2,11,2,1,13.3,-7.03,-0.439,-43.9,8,2026-05-28,2026-07-31,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,60,7,40,13,0,11.7,-29.72,-0.495,-49.5,14,2026-05-21,2026-07-29,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,5,0,4,1,0,0.0,-3.25,-0.65,-65.0,5,2026-05-27,2026-07-31,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,9,0,6,1,2,0.0,-6.11,-0.679,-67.9,7,2026-05-29,2026-07-31,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FEM,mode,BOUNCE,274,167,27,71,9,63.0,195.16,0.712,71.2,41,2026-05-13,2026-07-31,TRUSTED
FEM,mode,PULLBACK,314,192,50,50,22,65.8,195.41,0.622,62.2,42,2026-05-13,2026-07-31,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,392,365,0,27,0,93.1,482.06,1.23,123.0,40,2026-05-13,2026-07-31,TRUSTED
FEM,score-band,60-69,41,1,14,24,2,2.6,-15.94,-0.389,-38.9,26,2026-05-14,2026-07-31,AVOID
FEM,score-band,70-79,49,4,20,22,3,8.7,-19.64,-0.401,-40.1,28,2026-05-13,2026-07-29,AVOID
FEM,score-band,80-89,90,5,42,36,7,6.0,-38.47,-0.427,-42.7,29,2026-05-13,2026-07-13,AVOID
FEM,tier,T1-STRONG_LONG,283,233,13,33,4,83.5,335.52,1.186,118.6,38,2026-05-13,2026-07-31,TRUSTED
FEM,tier,T2-LONG,220,111,34,65,10,52.9,68.46,0.311,31.1,43,2026-05-13,2026-07-31,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
