dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,627,264,357,6,42.11,27.23,17074.46,-100.56
scanner,short,235,95,139,1,40.43,22.06,5183.49,-100.68
scanner,abook,783,228,470,85,29.12,1.31,1023.68,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,251,109,141,1,43.43,30.6,7681.84,-100.56
gap_tier,IN_BAND,458,154,248,56,33.62,13.75,6297.05,-102.19
gap_tier,EXTREME,144,67,72,5,46.53,42.32,6094.45,-100.55
gap_tier,(none),595,177,361,57,29.75,1.45,865.68,-100.64
gap_tier,NONE,135,36,74,25,26.67,4.78,645.07,-100.95
gap_tier,STRETCHED,212,58,135,19,27.36,-8.33,-1765.6,-100.68
regime,FAVORABLE,1227,401,685,141,32.68,11.43,14020.01,-101.81
regime,CHOP,161,60,91,10,37.27,19.86,3198.26,-100.39
regime,HOSTILE,404,140,252,12,34.65,7.18,2899.97,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1644,587,965,92,35.71,14.22,23380.59,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1515,503,867,145,33.2,10.82,16395.65,-102.19
side,SHORT,280,98,164,18,35.0,12.22,3422.84,-100.68
setup,MOO_GENESIS,627,264,357,6,42.11,27.23,17074.46,-100.56
setup,SHORT_GENESIS_9_33,235,95,139,1,40.43,22.06,5183.49,-100.68
setup,MOO,782,228,469,85,29.16,1.44,1122.64,-102.19
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1611,533,944,134,33.09,9.0,14506.01,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,965,323,540,102,33.47,13.27,12804.59,-100.03
cohort,PENNY,830,278,491,61,33.49,8.45,7013.9,-102.19
conviction_band,(none),1795,601,1031,163,33.48,11.04,19818.49,-102.19
regime_x_scanner,FAVORABLE | momentum,424,174,246,4,41.04,24.02,10183.28,-100.46
regime_x_scanner,HOSTILE | momentum,151,68,81,2,45.03,36.38,5492.77,-100.56
regime_x_scanner,FAVORABLE | abook,502,150,281,71,29.88,7.76,3895.33,-101.81
regime_x_scanner,FAVORABLE | short,157,63,93,1,40.13,21.62,3394.0,-100.63
regime_x_scanner,CHOP | momentum,52,22,30,0,42.31,26.89,1398.41,-100.39
regime_x_scanner,CHOP | abook,93,33,56,4,35.48,14.09,1310.35,-100.19
regime_x_scanner,HOSTILE | short,68,27,41,0,39.71,18.96,1289.45,-100.68
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,185,45,130,10,24.32,-20.99,-3882.25,-102.19
