system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,4043,505,1056,1332,1150,17.5,47.65,0.012,1.2,38,2026-05-21,2026-07-29,NEUTRAL
FAM,score-band,80-89,1164,100,291,516,257,11.0,-118.79,-0.102,-10.2,38,2026-05-21,2026-07-29,AVOID
FAM,score-band,70-79,2395,209,608,1007,571,11.5,-290.11,-0.121,-12.1,38,2026-05-21,2026-07-29,AVOID
FAM,score-band,90+,548,28,147,285,88,6.1,-80.67,-0.147,-14.7,38,2026-05-21,2026-07-29,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,333,80,30,183,40,27.3,80.09,0.241,24.1,21,2026-05-21,2026-07-29,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,9,4,4,1,0,44.4,1.8,0.2,20.0,8,2026-05-28,2026-07-29,TENTATIVE
FAM,setup,CHANNEL_RECLAIM_LONG,63,11,15,35,2,18.0,1.96,0.031,3.1,19,2026-05-22,2026-07-29,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,298,40,51,179,28,14.8,2.96,0.01,1.0,21,2026-05-21,2026-07-29,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,9,3,5,1,0,33.3,-0.02,-0.002,-0.2,8,2026-05-28,2026-07-09,TENTATIVE
FAM,setup,BEAR_REJECTION_PENDING,3833,295,974,1277,1287,11.6,-125.92,-0.033,-3.3,38,2026-05-21,2026-07-29,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,3444,395,910,1437,702,14.4,-319.6,-0.093,-9.3,23,2026-05-21,2026-07-29,NEUTRAL
FAM,setup,CHANNEL_BREAKOUT,14,2,10,1,1,15.4,-6.22,-0.444,-44.4,7,2026-05-28,2026-06-30,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,60,7,40,13,0,11.7,-29.72,-0.495,-49.5,14,2026-05-21,2026-07-29,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,8,0,6,1,1,0.0,-6.11,-0.764,-76.4,6,2026-05-29,2026-07-29,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,3,0,3,0,0,0.0,-3.0,-1.0,-100.0,3,2026-05-27,2026-07-22,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FEM,mode,BOUNCE,271,166,27,69,9,63.4,194.07,0.716,71.6,39,2026-05-13,2026-07-29,TRUSTED
FEM,mode,PULLBACK,312,191,50,49,22,65.9,193.28,0.619,61.9,41,2026-05-13,2026-07-29,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,389,363,0,26,0,93.3,478.43,1.23,123.0,39,2026-05-13,2026-07-29,TRUSTED
FEM,score-band,60-69,40,1,14,23,2,2.6,-15.83,-0.396,-39.6,25,2026-05-14,2026-07-24,AVOID
FEM,score-band,70-79,49,4,20,22,3,8.7,-19.64,-0.401,-40.1,28,2026-05-13,2026-07-29,AVOID
FEM,score-band,80-89,90,5,42,36,7,6.0,-38.47,-0.427,-42.7,29,2026-05-13,2026-07-13,AVOID
FEM,tier,T1-STRONG_LONG,280,231,13,32,4,83.7,331.89,1.185,118.5,37,2026-05-13,2026-07-29,TRUSTED
FEM,tier,T2-LONG,218,111,34,63,10,53.4,68.87,0.316,31.6,41,2026-05-13,2026-07-29,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
