dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,570,240,327,3,42.11,26.89,15329.83,-100.56
scanner,short,220,88,131,1,40.0,20.83,4583.5,-100.68
scanner,abook,766,221,460,85,28.85,0.82,625.83,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,IN_BAND,432,145,233,54,33.56,13.98,6039.32,-102.19
gap_tier,PARABOLIC,223,94,128,1,42.15,26.83,5982.18,-100.56
gap_tier,EXTREME,129,60,65,4,46.51,41.94,5410.72,-100.55
gap_tier,(none),594,177,360,57,29.8,1.63,965.67,-100.64
gap_tier,NONE,127,31,71,25,24.41,-0.43,-54.46,-100.95
gap_tier,STRETCHED,201,56,126,19,27.86,-6.31,-1267.41,-100.68
regime,FAVORABLE,1165,377,649,139,32.36,11.04,12861.51,-100.95
regime,CHOP,155,58,87,10,37.42,20.63,3198.29,-100.39
regime,HOSTILE,383,128,244,11,33.42,3.44,1315.97,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1555,549,917,89,35.31,13.27,20638.12,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1441,472,827,142,32.76,9.89,14253.17,-102.19
side,SHORT,265,91,156,18,34.34,10.65,2822.85,-100.68
setup,MOO_GENESIS,570,240,327,3,42.11,26.89,15329.83,-100.56
setup,SHORT_GENESIS_9_33,220,88,131,1,40.0,20.83,4583.5,-100.68
setup,MOO,765,221,459,85,28.89,0.95,724.79,-102.19
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1522,495,896,131,32.52,7.73,11763.54,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,940,314,526,100,33.4,13.22,12422.39,-100.03
cohort,PENNY,766,249,457,60,32.51,6.08,4653.63,-102.19
conviction_band,(none),1706,563,983,160,33.0,10.01,17076.02,-102.19
regime_x_scanner,FAVORABLE | momentum,382,155,225,2,40.58,22.31,8522.91,-100.46
regime_x_scanner,HOSTILE | momentum,140,63,76,1,45.0,35.78,5008.58,-100.56
regime_x_scanner,FAVORABLE | abook,490,147,272,71,30.0,8.57,4197.41,-100.95
regime_x_scanner,FAVORABLE | short,149,61,87,1,40.94,24.12,3593.79,-100.63
regime_x_scanner,CHOP | momentum,48,22,26,0,45.83,37.47,1798.34,-100.39
regime_x_scanner,CHOP | abook,91,31,56,4,34.07,10.0,910.45,-100.19
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,HOSTILE | short,61,22,39,0,36.07,8.03,489.67,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,182,43,129,10,23.63,-22.98,-4182.28,-102.19
