ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
WEN,Long,BOUNCE,T2-LONG,100,7.86,5.5241,12.5318,,2.0,2.3359,7.86,1.7,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",7.73,6.2594,OPEN_ROAD,EXCITED,75.56,52035747345.0,11.2,4.2,7501808.0,1.0,46.4,11.0,8.0,156.88,HIGH,1.34,7.0325,6.255,7.81,24.9,PREMIUM,MID,1084,1,119,12.6,D,,,,True,0.47550471428571434,4.91,N/A,
SVC,Long,BOUNCE,T2-LONG,91,1.76,1.6587,1.9626,,2.0,0.1013,1.76,0.0,CLOSE,7,6,"15m,1h,1m,30m,4h,5m",1.7599,1.71,OPEN_ROAD,EXCITED,2.92,13921419.0,1.5,1.1,0.0,1.0,10.0,31.0,8.0,535.0,MEGA,0.02,1.71,1.71,1.71,0.0,FLAT,FLAT,25,5,10,2.0,D,,,,True,0.07892857142857136,1.28,N/A,
UAA,Long,PULLBACK,T1-STRONG_LONG,73,6.06,5.6066,6.9668,,2.0,0.4534,6.06,3.1,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",5.87,5.78,OPEN_ROAD,EXCITED,1.45,81086796.0,1.5,1.0,0.0,0.0,8.6,20.0,8.0,302.0,MEGA,0.03,5.825,5.78,5.87,1.6,PREMIUM,MID,55,3,37,2.6,C,,,,True,0.27649999999999997,1.64,N/A,
RLAY,Long,PULLBACK,T1-STRONG_LONG,100,16.32,15.5103,17.9394,17.51,2.0,0.8097,18.02,9.4,WAITING,2,2,"1d,4h",16.32,15.99,HIGHWAY,EXCITED,3.22,227097647.0,1.1,1.1,0.0,1.0,24.0,58.0,8.0,136.02,HIGH,0.03,17.51,17.44,17.58,0.8,PREMIUM,DISCOUNT,1004,15,712,99.9,A,,,,True,1.0199999999999994,0.79,N/A,
UA,Long,PULLBACK,T3-LONG_WATCH,50,5.88,5.4489,6.7422,,2.0,0.4311,5.88,4.1,APPROACH,2,2,"1h,4h",5.64,5.6174,OPEN_ROAD,EXCITED,1.24,2110943.0,1.3,1.0,0.0,0.0,7.2,20.0,8.0,302.0,MEGA,0.01,5.615,5.61,5.62,0.2,FLAT,FLAT,99,4,6,2.9,C,,,,True,0.2510714285714285,1.72,N/A,
MRVI,Long,PULLBACK,T1-STRONG_LONG,100,5.34,5.0925,5.835,5.415,2.0,0.2475,5.76,7.3,WAITING,2,2,"1h,4h",5.34,5.25,HIGHWAY,WAITING,0.36,2850774.0,1.1,0.7,0.0,1.0,15.5,46.0,8.0,101.63,HIGH,0.03,5.415,5.37,5.46,1.7,PREMIUM,DISCOUNT,295,12,169,99.9,A,,,,True,0.27673571428571436,0.89,N/A,
BWIN,Long,BOUNCE,T1-STRONG_LONG,100,24.87,23.6583,27.2934,,2.0,1.2117,24.87,0.8,CLOSE,4,4,"1d,1h,30m,4h",24.66,24.39,HIGHWAY,EXCITED,1.21,104303877.0,1.4,1.7,0.0,2.0,53.0,25.0,8.0,75.85,HIGH,0.04,24.525,24.39,24.66,1.1,PREMIUM,MID,1686,6,1605,5.5,B,,,,False,1.6010714285714287,0.76,N/A,
NTRA,Long,PULLBACK,T1-STRONG_LONG,100,259.97,227.7172,324.4756,,2.0,32.2528,259.97,4.7,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",247.63,234.76,HIGHWAY,EXCITED,3.87,3897292021.0,1.9,1.5,0.0,0.0,21.6,30.0,8.0,139.02,HIGH,0.02,238.88,234.76,243.0,3.5,PREMIUM,PREMIUM,10126,7,4914,99.9,A,,,,False,12.90105714285714,2.5,N/A,
PRCH,Long,BOUNCE,T3-LONG_WATCH,64,13.15,12.513,16.97,,6.0,0.637,13.15,1.0,CLOSE,1,1,1d,13.02,12.9,OPEN_ROAD,EXCITED,1.61,30889608.0,1.6,1.2,0.0,1.0,17.4,40.0,8.0,84.4,HIGH,0.03,12.96,12.9,13.02,0.9,PREMIUM,MID,473,9,208,29.0,A,,,,True,0.7044999999999998,0.9,N/A,
SRRK,Long,PULLBACK,T3-LONG_WATCH,100,48.79,45.5415,55.287,,2.0,3.2485,52.33,6.8,APPROACH,4,2,"1d,4h",48.79,46.95,HIGHWAY,EXCITED,2.12,340470482.0,1.8,1.7,0.0,1.0,17.9,41.0,8.0,91.8,HIGH,0.03,51.295,51.27,51.32,0.1,FLAT,FLAT,2900,5,1243,99.9,A,,,,False,2.2228499999999998,1.46,N/A,
