dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,566,238,325,3,42.05,26.73,15129.52,-100.56
scanner,short,219,87,131,1,39.73,20.02,4383.8,-100.68
scanner,abook,763,219,459,85,28.7,0.43,325.86,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,222,94,127,1,42.34,27.4,6082.17,-100.56
gap_tier,IN_BAND,430,143,233,54,33.26,13.12,5639.65,-102.19
gap_tier,EXTREME,128,59,65,4,46.09,40.71,5210.49,-100.55
gap_tier,(none),594,177,360,57,29.8,1.63,965.67,-100.64
gap_tier,NONE,125,30,70,25,24.0,-1.24,-154.46,-100.95
gap_tier,STRETCHED,199,55,125,19,27.64,-6.87,-1367.48,-100.68
regime,FAVORABLE,1159,373,647,139,32.18,10.58,12261.53,-100.95
regime,CHOP,155,58,87,10,37.42,20.63,3198.29,-100.39
regime,HOSTILE,381,127,243,11,33.33,3.19,1215.97,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1547,544,914,89,35.16,12.89,19938.14,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1434,468,824,142,32.64,9.59,13752.89,-102.19
side,SHORT,264,90,156,18,34.09,9.94,2623.15,-100.68
setup,MOO_GENESIS,566,238,325,3,42.05,26.73,15129.52,-100.56
setup,SHORT_GENESIS_9_33,219,87,131,1,39.73,20.02,4383.8,-100.68
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,MOO,762,219,458,85,28.74,0.56,424.82,-102.19
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1514,490,893,131,32.36,7.31,11063.56,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,939,313,526,100,33.33,13.02,12222.69,-100.03
cohort,PENNY,759,245,454,60,32.28,5.47,4153.35,-102.19
conviction_band,(none),1698,558,980,160,32.86,9.64,16376.04,-102.19
regime_x_scanner,FAVORABLE | momentum,378,153,223,2,40.48,22.02,8322.6,-100.46
regime_x_scanner,HOSTILE | momentum,140,63,76,1,45.0,35.78,5008.58,-100.56
regime_x_scanner,FAVORABLE | abook,489,146,272,71,29.86,8.17,3997.44,-100.95
regime_x_scanner,FAVORABLE | short,148,60,87,1,40.54,22.93,3394.09,-100.63
regime_x_scanner,CHOP | momentum,48,22,26,0,45.83,37.47,1798.34,-100.39
regime_x_scanner,CHOP | abook,91,31,56,4,34.07,10.0,910.45,-100.19
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,HOSTILE | short,61,22,39,0,36.07,8.03,489.67,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,180,42,128,10,23.33,-23.79,-4282.28,-102.19
