system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,6247,659,1420,2104,2064,15.8,7.97,0.001,0.1,50,2026-05-21,2026-08-14,NEUTRAL
FAM,score-band,80-89,1827,136,380,880,431,9.7,-189.8,-0.104,-10.4,50,2026-05-21,2026-08-14,AVOID
FAM,score-band,70-79,3986,306,860,1793,1027,10.3,-417.42,-0.105,-10.5,50,2026-05-21,2026-08-14,AVOID
FAM,score-band,90+,755,38,171,419,127,6.1,-82.31,-0.109,-10.9,50,2026-05-21,2026-08-14,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,799,146,59,452,142,22.2,157.93,0.198,19.8,32,2026-05-21,2026-08-14,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,25,9,10,5,1,37.5,3.66,0.146,14.6,16,2026-05-28,2026-08-14,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,99,16,23,58,2,16.5,1.7,0.017,1.7,30,2026-05-22,2026-08-14,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,4566,327,1108,1574,1557,10.9,-211.56,-0.046,-4.6,50,2026-05-21,2026-08-14,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,676,67,125,390,94,11.5,-42.02,-0.062,-6.2,32,2026-05-21,2026-08-14,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,6434,555,1366,2679,1834,12.1,-491.34,-0.076,-7.6,34,2026-05-21,2026-08-14,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,25,5,13,4,3,22.7,-4.39,-0.176,-17.6,17,2026-05-28,2026-08-13,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,67,7,43,15,2,10.8,-31.95,-0.477,-47.7,19,2026-05-21,2026-08-14,AVOID
FAM,setup,CHANNEL_BREAKOUT,25,2,16,2,5,10.0,-12.03,-0.481,-48.1,13,2026-05-28,2026-08-11,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,14,0,8,2,4,0.0,-8.11,-0.579,-57.9,10,2026-05-29,2026-08-14,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,6,0,4,2,0,0.0,-3.48,-0.58,-58.0,6,2026-05-27,2026-08-10,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,5,0,4,1,0,0.0,-3.83,-0.766,-76.6,4,2026-05-29,2026-08-12,TENTATIVE
FEM,mode,BOUNCE,489,188,48,203,50,42.8,196.58,0.402,40.2,67,2026-04-16,2026-08-14,TRUSTED
FEM,mode,PULLBACK,746,209,100,176,261,43.1,177.65,0.238,23.8,70,2026-04-01,2026-08-14,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,867,393,27,221,226,61.3,491.38,0.567,56.7,71,2026-04-01,2026-08-14,TRUSTED
FEM,score-band,60-69,142,9,39,47,47,9.5,-22.92,-0.161,-16.1,46,2026-04-01,2026-08-14,AVOID
FEM,score-band,80-89,231,18,74,82,57,10.3,-50.44,-0.218,-21.8,48,2026-04-01,2026-08-06,AVOID
FEM,score-band,70-79,140,6,35,44,55,7.1,-33.59,-0.24,-24.0,51,2026-04-01,2026-08-12,AVOID
FEM,tier,T1-STRONG_LONG,718,251,27,213,227,51.1,349.23,0.486,48.6,69,2026-04-01,2026-08-14,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,400,125,59,131,85,39.7,55.35,0.138,13.8,73,2026-04-01,2026-08-14,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
