dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,542,229,310,3,42.25,27.36,14827.39,-100.56
scanner,short,211,83,127,1,39.34,18.87,3982.09,-100.68
scanner,abook,740,214,447,79,28.92,0.26,191.93,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,217,93,123,1,42.86,28.95,6282.11,-100.56
gap_tier,IN_BAND,405,134,219,52,33.09,12.84,5201.21,-102.19
gap_tier,EXTREME,126,58,64,4,46.03,40.56,5110.16,-100.55
gap_tier,(none),592,177,359,56,29.9,1.8,1065.89,-100.64
gap_tier,NONE,113,26,65,22,23.01,-6.67,-753.99,-100.95
gap_tier,STRETCHED,190,52,119,19,27.37,-7.2,-1367.11,-100.68
regime,FAVORABLE,1134,364,637,133,32.1,9.81,11125.95,-100.95
regime,CHOP,144,54,80,10,37.5,21.51,3098.05,-100.39
regime,HOSTILE,362,122,229,11,33.7,4.46,1614.02,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1492,526,883,83,35.25,12.8,19100.37,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1387,454,797,136,32.73,9.6,13316.83,-102.19
side,SHORT,256,86,152,18,33.59,8.68,2221.44,-100.68
setup,MOO_GENESIS,542,229,310,3,42.25,27.36,14827.39,-100.56
setup,SHORT_GENESIS_9_33,211,83,127,1,39.34,18.87,3982.09,-100.68
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,MOO,739,214,446,79,28.96,0.39,290.89,-102.19
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1459,472,862,125,32.35,7.01,10225.79,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,921,306,515,100,33.22,12.94,11918.87,-100.03
cohort,PENNY,722,234,434,54,32.41,5.01,3619.4,-102.19
conviction_band,(none),1643,540,949,154,32.87,9.46,15538.27,-102.19
regime_x_scanner,FAVORABLE | momentum,372,149,221,2,40.05,20.76,7723.0,-100.46
regime_x_scanner,HOSTILE | momentum,128,61,66,1,47.66,43.79,5604.69,-100.56
regime_x_scanner,FAVORABLE | abook,477,144,268,65,30.19,7.68,3663.25,-100.95
regime_x_scanner,FAVORABLE | short,141,57,83,1,40.43,22.64,3192.3,-100.63
regime_x_scanner,CHOP | momentum,42,19,23,0,45.24,35.71,1499.7,-100.39
regime_x_scanner,CHOP | abook,86,30,52,4,34.88,12.89,1108.85,-100.19
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,HOSTILE | short,60,21,39,0,35.0,4.83,289.75,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,174,40,124,10,22.99,-24.6,-4280.42,-102.19
