system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,4043,505,1056,1332,1150,17.5,47.65,0.012,1.2,38,2026-05-21,2026-07-29,NEUTRAL
FAM,score-band,80-89,1164,100,291,516,257,11.0,-118.79,-0.102,-10.2,38,2026-05-21,2026-07-29,AVOID
FAM,score-band,70-79,2395,209,608,1007,571,11.5,-290.11,-0.121,-12.1,38,2026-05-21,2026-07-29,AVOID
FAM,score-band,90+,548,28,147,285,88,6.1,-80.67,-0.147,-14.7,38,2026-05-21,2026-07-29,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,333,80,30,183,40,27.3,80.09,0.241,24.1,21,2026-05-21,2026-07-29,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,9,4,4,1,0,44.4,1.8,0.2,20.0,8,2026-05-28,2026-07-29,TENTATIVE
FAM,setup,CHANNEL_RECLAIM_LONG,63,11,15,35,2,18.0,1.96,0.031,3.1,19,2026-05-22,2026-07-29,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,298,40,51,179,28,14.8,2.96,0.01,1.0,21,2026-05-21,2026-07-29,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,9,3,5,1,0,33.3,-0.02,-0.002,-0.2,8,2026-05-28,2026-07-09,TENTATIVE
FAM,setup,BEAR_REJECTION_PENDING,3833,295,974,1277,1287,11.6,-125.92,-0.033,-3.3,38,2026-05-21,2026-07-29,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,3444,395,910,1437,702,14.4,-319.6,-0.093,-9.3,23,2026-05-21,2026-07-29,NEUTRAL
FAM,setup,CHANNEL_BREAKOUT,14,2,10,1,1,15.4,-6.22,-0.444,-44.4,7,2026-05-28,2026-06-30,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,60,7,40,13,0,11.7,-29.72,-0.495,-49.5,14,2026-05-21,2026-07-29,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,8,0,6,1,1,0.0,-6.11,-0.764,-76.4,6,2026-05-29,2026-07-29,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,3,0,3,0,0,0.0,-3.0,-1.0,-100.0,3,2026-05-27,2026-07-22,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FEM,mode,BOUNCE,453,170,48,185,50,42.2,165.2,0.365,36.5,55,2026-04-16,2026-07-29,TRUSTED
FEM,mode,PULLBACK,729,203,96,171,259,43.2,171.2,0.235,23.5,61,2026-04-01,2026-07-29,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,832,371,27,208,226,61.2,452.43,0.544,54.4,60,2026-04-01,2026-07-29,TRUSTED
FEM,score-band,60-69,136,8,37,44,47,9.0,-23.11,-0.17,-17.0,42,2026-04-01,2026-07-24,AVOID
FEM,score-band,80-89,230,18,74,82,56,10.3,-50.44,-0.219,-21.9,47,2026-04-01,2026-07-13,AVOID
FEM,score-band,70-79,133,5,33,41,54,6.3,-32.89,-0.247,-24.7,46,2026-04-01,2026-07-29,AVOID
FEM,tier,T1-STRONG_LONG,689,235,27,202,225,50.6,320.39,0.465,46.5,58,2026-04-01,2026-07-29,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,376,117,55,119,85,40.2,46.36,0.123,12.3,62,2026-04-01,2026-07-29,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
