dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,275,122,153,0,44.36,33.05,9089.56,-100.46
scanner,short,105,46,59,0,43.81,31.34,3290.85,-100.68
scanner,abook,282,91,167,24,32.27,9.02,2543.67,-100.64
scanner,intraday,136,11,61,64,8.09,-27.1,-3686.2,-100.0
gap_tier,PARABOLIC,95,46,48,1,48.42,46.17,4386.53,-100.39
gap_tier,EXTREME,62,31,30,1,50.0,50.25,3115.3,-100.46
gap_tier,(none),282,91,167,24,32.27,9.02,2543.67,-100.64
gap_tier,IN_BAND,236,69,122,45,29.24,7.45,1759.36,-100.26
gap_tier,STRETCHED,123,33,73,17,26.83,-4.61,-566.98,-100.68
regime,FAVORABLE,639,214,347,78,33.49,14.14,9038.25,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,662,259,379,24,39.12,22.54,14924.08,-100.68
stop_method,PM low,66,8,11,47,12.12,8.68,573.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,2,1,1,0,50.0,49.95,99.9,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,648,221,356,71,34.1,14.98,9707.68,-100.64
side,SHORT,150,49,84,17,32.67,10.2,1530.2,-100.68
setup,MOO_GENESIS,275,122,153,0,44.36,33.05,9089.56,-100.46
setup,SHORT_GENESIS_9_33,105,46,59,0,43.81,31.34,3290.85,-100.68
setup,MOO,282,91,167,24,32.27,9.02,2543.67,-100.64
setup,HOLDING-LONG,42,7,10,25,16.67,9.13,383.61,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,20,0,10,10,0.0,-46.18,-923.58,-100.0
setup,ORB-LONG,29,1,16,12,3.45,-47.78,-1385.58,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup_kind,SINGLE,615,202,354,59,32.85,9.47,5826.44,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
cohort,MID,447,156,245,46,34.9,17.53,7836.52,-100.01
cohort,PENNY,351,114,195,42,32.48,9.69,3401.36,-100.68
conviction_band,(none),798,270,440,88,33.83,14.08,11237.88,-100.68
regime_x_scanner,FAVORABLE | momentum,222,98,124,0,44.14,32.39,7189.73,-100.46
regime_x_scanner,FAVORABLE | abook,198,67,111,20,33.84,15.31,3031.68,-100.64
regime_x_scanner,FAVORABLE | short,89,38,51,0,42.7,28.01,2492.5,-100.63
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,HOSTILE | momentum,12,5,7,0,41.67,25.04,300.49,-100.12
regime_x_scanner,HOSTILE | short,6,3,3,0,50.0,49.72,298.31,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | abook,14,0,14,0,0.0,-99.81,-1397.3,-99.96
regime_x_scanner,FAVORABLE | intraday,130,11,61,58,8.46,-28.27,-3675.66,-100.0
