dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,623,264,353,6,42.38,28.05,17474.39,-100.56
scanner,short,233,93,139,1,39.91,20.53,4783.67,-100.68
scanner,abook,781,226,470,85,28.94,0.8,623.78,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,249,109,139,1,43.78,31.65,7881.88,-100.56
gap_tier,EXTREME,143,67,71,5,46.85,43.32,6194.44,-100.55
gap_tier,IN_BAND,455,152,247,56,33.41,13.18,5997.13,-102.19
gap_tier,(none),595,177,361,57,29.75,1.45,865.68,-100.64
gap_tier,NONE,133,34,74,25,25.56,1.84,245.17,-100.95
gap_tier,STRETCHED,212,58,135,19,27.36,-8.33,-1765.6,-100.68
regime,FAVORABLE,1227,401,685,141,32.68,11.43,14020.01,-101.81
regime,CHOP,155,58,87,10,37.42,20.63,3198.29,-100.39
regime,HOSTILE,402,138,252,12,34.33,6.22,2500.15,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1636,583,961,92,35.64,14.05,22980.8,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1509,501,863,145,33.2,10.87,16395.68,-102.19
side,SHORT,278,96,164,18,34.53,10.87,3023.02,-100.68
setup,MOO_GENESIS,623,264,353,6,42.38,28.05,17474.39,-100.56
setup,SHORT_GENESIS_9_33,233,93,139,1,39.91,20.53,4783.67,-100.68
setup,MOO,780,226,469,85,28.97,0.93,722.74,-102.19
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1603,529,940,134,33.0,8.8,14106.22,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,962,321,539,102,33.37,13.0,12504.67,-100.03
cohort,PENNY,825,276,488,61,33.45,8.38,6914.03,-102.19
conviction_band,(none),1787,597,1027,163,33.41,10.87,19418.7,-102.19
regime_x_scanner,FAVORABLE | momentum,424,174,246,4,41.04,24.02,10183.28,-100.46
regime_x_scanner,HOSTILE | momentum,151,68,81,2,45.03,36.38,5492.77,-100.56
regime_x_scanner,FAVORABLE | abook,502,150,281,71,29.88,7.76,3895.33,-101.81
regime_x_scanner,FAVORABLE | short,157,63,93,1,40.13,21.62,3394.0,-100.63
regime_x_scanner,CHOP | momentum,48,22,26,0,45.83,37.47,1798.34,-100.39
regime_x_scanner,CHOP | abook,91,31,56,4,34.07,10.0,910.45,-100.19
regime_x_scanner,HOSTILE | short,66,25,41,0,37.88,13.48,889.63,-100.68
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,185,45,130,10,24.32,-20.99,-3882.25,-102.19
