system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,14704,1058,3183,5067,5396,11.4,-560.91,-0.038,-3.8,73,2026-05-21,2026-09-17,NEUTRAL
FAM,score-band,90+,1704,70,296,964,374,5.3,-150.73,-0.088,-8.8,73,2026-05-21,2026-09-17,NEUTRAL
FAM,score-band,80-89,4234,213,811,1982,1228,7.1,-460.46,-0.109,-10.9,73,2026-05-21,2026-09-17,AVOID
FAM,score-band,70-79,9436,474,1847,4252,2863,7.2,-1062.93,-0.113,-11.3,73,2026-05-21,2026-09-17,AVOID
FAM,setup,CHANNEL_TOP_REJECT,19,8,5,0,6,61.5,7.0,0.368,36.8,12,2026-06-23,2026-09-14,TENTATIVE
FAM,setup,BUY_LOWER_DIRTY,60,19,19,17,5,34.5,9.65,0.161,16.1,27,2026-05-28,2026-09-17,TRUSTED
FAM,setup,BULL_BOUNCE,1794,221,150,1097,326,15.1,88.21,0.049,4.9,47,2026-05-21,2026-09-17,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,157,21,38,84,14,14.7,-4.35,-0.028,-2.8,41,2026-05-22,2026-09-17,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,62,14,25,11,12,28.0,-1.93,-0.031,-3.1,29,2026-05-28,2026-09-17,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,12870,616,2885,4567,4802,7.6,-685.68,-0.053,-5.3,73,2026-05-21,2026-09-17,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1244,98,241,733,172,9.1,-123.29,-0.099,-9.9,47,2026-05-21,2026-09-17,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,13607,806,2599,5697,4505,8.9,-1379.87,-0.101,-10.1,49,2026-05-21,2026-09-17,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,DCB_BREAKOUT,8,1,5,2,0,12.5,-3.5,-0.438,-43.8,7,2026-05-29,2026-09-16,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,32,0,17,11,4,0.0,-14.94,-0.467,-46.7,18,2026-05-27,2026-09-17,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,83,7,52,22,2,8.6,-42.25,-0.509,-50.9,27,2026-05-21,2026-09-15,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,32,1,20,5,6,3.8,-17.29,-0.54,-54.0,18,2026-05-29,2026-09-17,AVOID
FAM,setup,CHANNEL_BREAKOUT,43,2,29,6,6,5.4,-25.19,-0.586,-58.6,24,2026-05-28,2026-09-17,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FEM,mode,BOUNCE,374,207,30,126,11,57.0,259.48,0.694,69.4,73,2026-05-13,2026-09-17,TRUSTED
FEM,mode,PULLBACK,353,214,54,58,27,65.6,220.61,0.625,62.5,66,2026-05-13,2026-09-17,TRUSTED
FEM,mode,BREAKOUT,37,17,4,14,2,48.6,12.97,0.351,35.1,20,2026-05-13,2026-09-14,TRUSTED
FEM,score-band,90+,489,425,0,64,0,86.9,578.03,1.182,118.2,72,2026-05-13,2026-09-17,TRUSTED
FEM,score-band,60-69,47,2,16,27,2,4.4,-15.61,-0.332,-33.2,30,2026-05-14,2026-08-25,AVOID
FEM,score-band,70-79,64,5,24,29,6,8.6,-22.87,-0.357,-35.7,40,2026-05-13,2026-09-09,AVOID
FEM,score-band,80-89,103,5,43,46,9,5.3,-40.4,-0.392,-39.2,39,2026-05-13,2026-09-16,AVOID
FEM,tier,T1-STRONG_LONG,362,273,14,69,6,76.7,406.24,1.122,112.2,66,2026-05-13,2026-09-17,TRUSTED
FEM,tier,T2-LONG,280,133,40,92,15,50.2,87.26,0.312,31.2,74,2026-05-13,2026-09-17,TRUSTED
FEM,tier,T3-LONG_WATCH,122,32,34,37,19,31.1,-0.44,-0.004,-0.4,26,2026-05-13,2026-09-14,NEUTRAL
