dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,259,114,145,0,44.02,32.01,8289.5,-100.46
scanner,short,98,45,53,0,45.92,37.65,3689.3,-100.68
scanner,abook,254,79,151,24,31.1,6.88,1748.27,-100.64
scanner,intraday,136,11,61,64,8.09,-27.1,-3686.2,-100.0
gap_tier,PARABOLIC,85,40,44,1,47.06,42.2,3587.06,-100.39
gap_tier,EXTREME,59,30,28,1,50.85,52.8,3115.17,-100.46
gap_tier,IN_BAND,230,68,117,45,29.57,8.95,2058.99,-100.26
gap_tier,(none),254,79,151,24,31.1,6.88,1748.27,-100.64
gap_tier,STRETCHED,119,32,70,17,26.89,-3.94,-468.62,-100.68
regime,FAVORABLE,609,206,325,78,33.83,15.82,9637.16,-100.64
regime,CHOP,106,35,61,10,33.02,11.34,1202.21,-100.39
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,611,238,349,24,38.95,22.47,13727.07,-100.68
stop_method,PM low,66,8,11,47,12.12,8.68,573.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,2,1,1,0,50.0,49.95,99.9,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,604,201,332,71,33.28,13.43,8112.22,-100.64
side,SHORT,143,48,78,17,33.57,13.49,1928.65,-100.68
setup,MOO_GENESIS,259,114,145,0,44.02,32.01,8289.5,-100.46
setup,SHORT_GENESIS_9_33,98,45,53,0,45.92,37.65,3689.3,-100.68
setup,MOO,254,79,151,24,31.1,6.88,1748.27,-100.64
setup,HOLDING-LONG,42,7,10,25,16.67,9.13,383.61,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,20,0,10,10,0.0,-46.18,-923.58,-100.0
setup,ORB-LONG,29,1,16,12,3.45,-47.78,-1385.58,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,564,181,324,59,32.09,8.21,4629.43,-100.68
cohort,MID,421,143,232,46,33.97,15.53,6539.71,-100.01
cohort,PENNY,326,106,178,42,32.52,10.74,3501.16,-100.68
conviction_band,(none),747,249,410,88,33.33,13.44,10040.87,-100.68
regime_x_scanner,FAVORABLE | momentum,210,93,117,0,44.29,32.81,6889.72,-100.46
regime_x_scanner,FAVORABLE | abook,184,65,99,20,35.33,20.82,3830.72,-100.64
regime_x_scanner,FAVORABLE | short,85,37,48,0,43.53,30.5,2592.38,-100.63
regime_x_scanner,CHOP | momentum,37,16,21,0,43.24,29.71,1099.29,-100.39
regime_x_scanner,CHOP | short,7,5,2,0,71.43,114.09,798.61,-100.13
regime_x_scanner,HOSTILE | momentum,12,5,7,0,41.67,25.04,300.49,-100.12
regime_x_scanner,HOSTILE | short,6,3,3,0,50.0,49.72,298.31,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,CHOP | abook,56,14,38,4,25.0,-12.23,-685.15,-100.07
regime_x_scanner,HOSTILE | abook,14,0,14,0,0.0,-99.81,-1397.3,-99.96
regime_x_scanner,FAVORABLE | intraday,130,11,61,58,8.46,-28.27,-3675.66,-100.0
