dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,271,119,152,0,43.91,31.7,8589.51,-100.46
scanner,short,102,46,56,0,45.1,35.19,3589.42,-100.68
scanner,abook,268,81,163,24,30.22,3.54,949.23,-100.64
scanner,intraday,136,11,61,64,8.09,-27.1,-3686.2,-100.0
gap_tier,PARABOLIC,93,44,48,1,47.31,42.87,3986.6,-100.39
gap_tier,EXTREME,60,30,29,1,50.0,50.25,3015.18,-100.46
gap_tier,IN_BAND,235,69,121,45,29.36,7.91,1859.32,-100.26
gap_tier,(none),268,81,163,24,30.22,3.54,949.23,-100.64
gap_tier,STRETCHED,121,33,71,17,27.27,-3.04,-368.37,-100.68
regime,FAVORABLE,639,214,347,78,33.49,14.14,9038.25,-100.64
regime,CHOP,106,35,61,10,33.02,11.34,1202.21,-100.39
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,641,246,371,24,38.38,20.48,13128.16,-100.68
stop_method,PM low,66,8,11,47,12.12,8.68,573.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,2,1,1,0,50.0,49.95,99.9,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,630,208,351,71,33.02,12.08,7613.19,-100.64
side,SHORT,147,49,81,17,33.33,12.44,1828.77,-100.68
setup,MOO_GENESIS,271,119,152,0,43.91,31.7,8589.51,-100.46
setup,SHORT_GENESIS_9_33,102,46,56,0,45.1,35.19,3589.42,-100.68
setup,MOO,268,81,163,24,30.22,3.54,949.23,-100.64
setup,HOLDING-LONG,42,7,10,25,16.67,9.13,383.61,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,20,0,10,10,0.0,-46.18,-923.58,-100.0
setup,ORB-LONG,29,1,16,12,3.45,-47.78,-1385.58,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,594,189,346,59,31.82,6.79,4030.52,-100.68
cohort,MID,435,146,243,46,33.56,13.89,6040.75,-100.01
cohort,PENNY,342,111,189,42,32.46,9.95,3401.21,-100.68
conviction_band,(none),777,257,432,88,33.08,12.15,9441.96,-100.68
regime_x_scanner,FAVORABLE | momentum,222,98,124,0,44.14,32.39,7189.73,-100.46
regime_x_scanner,FAVORABLE | abook,198,67,111,20,33.84,15.31,3031.68,-100.64
regime_x_scanner,FAVORABLE | short,89,38,51,0,42.7,28.01,2492.5,-100.63
regime_x_scanner,CHOP | momentum,37,16,21,0,43.24,29.71,1099.29,-100.39
regime_x_scanner,CHOP | short,7,5,2,0,71.43,114.09,798.61,-100.13
regime_x_scanner,HOSTILE | momentum,12,5,7,0,41.67,25.04,300.49,-100.12
regime_x_scanner,HOSTILE | short,6,3,3,0,50.0,49.72,298.31,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,CHOP | abook,56,14,38,4,25.0,-12.23,-685.15,-100.07
regime_x_scanner,HOSTILE | abook,14,0,14,0,0.0,-99.81,-1397.3,-99.96
regime_x_scanner,FAVORABLE | intraday,130,11,61,58,8.46,-28.27,-3675.66,-100.0
