ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
NET,2026-08-31 12:39,Citizens,Market Outperform,Market Outperform,reit,Maintains,394.0,394.0,NEUTRAL,1
ORCL,2026-09-11 11:01,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,284.0,284.0,NEUTRAL,1
ORCL,2026-09-09 20:23,Scotiabank,Sector Outperform,Sector Outperform,main,Lowers,215.0,241.0,BEAR,2
ORCL,2026-09-09 13:05,Citizens,Market Outperform,Market Outperform,reit,Maintains,285.0,285.0,NEUTRAL,1
ORCL,2026-09-08 13:43,Guggenheim,Buy,Buy,reit,Maintains,400.0,400.0,NEUTRAL,1
ORCL,2026-09-04 16:15,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,210.0,207.0,BULL,2
ORCL,2026-09-04 13:49,RBC Capital,Sector Perform,Sector Perform,reit,Maintains,190.0,190.0,NEUTRAL,1
ORCL,2026-09-02 16:11,Jefferies,Buy,Buy,main,Lowers,290.0,320.0,BEAR,2
ORCL,2026-09-01 13:44,TD Cowen,Buy,Buy,main,Lowers,240.0,300.0,BEAR,2
INTC,2026-09-10 12:23,Piper Sandler,,Neutral,init,Announces,110.0,0.0,NEUTRAL,1
INTC,2026-09-08 15:24,Northland Capital Markets,Market Perform,Outperform,up,Announces,120.0,0.0,BULL,4
INTC,2026-09-04 15:54,Mizuho,Neutral,Neutral,main,Lowers,92.0,109.0,BEAR,2
AESI,2026-09-03 16:17,Citigroup,Buy,Buy,main,Lowers,17.0,21.0,BEAR,2
TH,2026-09-08 16:55,Oppenheimer,Outperform,Outperform,main,Raises,27.0,24.0,BULL,2
HTFL,2026-09-09 13:21,UBS,,Neutral,init,Announces,55.0,0.0,NEUTRAL,1
ODD,2026-09-10 17:31,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,16.5,10.0,BULL,2
ODD,2026-09-10 16:54,Truist Securities,Hold,Hold,main,Raises,18.0,16.0,BULL,2
ODD,2026-09-10 15:52,Evercore ISI Group,In-Line,In-Line,main,Raises,21.0,15.0,BULL,2
ODD,2026-09-09 21:28,Jefferies,Hold,Hold,main,Raises,18.0,16.0,BULL,2
ODD,2026-09-08 12:30,Needham,Hold,Hold,reit,,0.0,0.0,NEUTRAL,1
ODD,2026-09-01 15:58,Truist Securities,Hold,Hold,main,Raises,16.0,12.0,BULL,2
DK,2026-09-01 14:01,Wells Fargo,Overweight,Overweight,main,Raises,82.0,59.0,BULL,2
ANF,2026-09-09 12:47,BMO Capital,,Outperform,init,Announces,170.0,0.0,BULL,3
ANF,2026-08-31 12:27,Argus Research,Hold,Buy,up,Announces,162.0,0.0,BULL,4
MMED,2026-09-03 14:21,Morgan Stanley,Overweight,Overweight,main,Raises,21.0,19.0,BULL,2
MMED,2026-09-02 18:46,Citigroup,Buy,Buy,main,Raises,26.0,23.0,BULL,2
MMED,2026-09-02 15:10,Evercore ISI Group,Outperform,Outperform,main,Raises,27.0,20.0,BULL,2
MMED,2026-09-02 14:38,Wells Fargo,Overweight,Overweight,main,Raises,26.0,22.0,BULL,2
MMED,2026-09-02 13:41,UBS,Buy,Buy,main,Raises,28.0,25.0,BULL,2
MMED,2026-09-02 13:09,Mizuho,Outperform,Outperform,main,Raises,26.0,21.0,BULL,2
MMED,2026-09-02 11:45,B of A Securities,Buy,Buy,main,Raises,28.0,24.0,BULL,2
MMED,2026-09-01 17:10,BTIG,Buy,Buy,main,Raises,28.0,25.0,BULL,2
CLYM,2026-09-08 16:54,Oppenheimer,Outperform,Outperform,main,Raises,25.0,18.0,BULL,2
CLYM,2026-09-08 11:19,HC Wainwright & Co.,Buy,Buy,main,Raises,30.0,24.0,BULL,2
CLYM,2026-09-04 17:41,B. Riley Securities,Buy,Buy,reit,Raises,30.0,26.0,BULL,2
CLYM,2026-09-03 18:12,BTIG,Buy,Buy,main,Raises,32.0,20.0,BULL,2
CLYM,2026-09-03 18:01,Baird,Outperform,Outperform,main,Raises,25.0,21.0,BULL,2
XNCR,2026-09-03 21:09,JP Morgan,Neutral,Neutral,main,Raises,21.0,14.0,BULL,2
XNCR,2026-09-01 15:42,Raymond James,Strong Buy,Strong Buy,main,Raises,46.0,40.0,BULL,2
PHVS,2026-09-10 14:17,Guggenheim,Buy,Buy,main,Raises,44.0,40.0,BULL,2
PHVS,2026-09-09 17:30,Morgan Stanley,Overweight,Overweight,main,Raises,62.0,46.0,BULL,2
PHVS,2026-09-09 16:04,Leerink Partners,Outperform,Outperform,main,Raises,65.0,50.0,BULL,2
PHVS,2026-09-09 14:16,Wells Fargo,Overweight,Overweight,main,Raises,65.0,55.0,BULL,2
PHVS,2026-09-09 13:35,RBC Capital,Outperform,Outperform,main,Raises,62.0,52.0,BULL,2
PHVS,2026-09-09 13:06,Citizens,Market Outperform,Market Outperform,main,Raises,79.0,75.0,BULL,2
PHVS,2026-09-09 12:12,Wedbush,Outperform,Outperform,main,Raises,50.0,42.0,BULL,2
PHVS,2026-09-08 15:50,HC Wainwright & Co.,Buy,Buy,reit,Maintains,60.0,60.0,NEUTRAL,1
PHVS,2026-09-08 13:19,Wedbush,Outperform,Outperform,reit,Maintains,42.0,42.0,NEUTRAL,1
TWST,2026-09-09 21:34,BWS Financial,,Sell,init,Announces,45.0,0.0,BEAR,3
TWST,2026-09-09 13:25,UBS,,Neutral,init,Announces,144.0,0.0,NEUTRAL,1
FIVN,2026-08-31 14:25,Truist Securities,Buy,Buy,main,Raises,40.0,35.0,BULL,2
SGMT,2026-09-09 13:09,Barclays,Equal-Weight,Overweight,up,Raises,18.0,8.0,BULL,4
SGMT,2026-09-09 11:05,Cantor Fitzgerald,,Overweight,init,Announces,10.71,0.0,BULL,3
SPCX,2026-09-08 12:38,Wells Fargo,Overweight,Overweight,main,Lowers,212.0,215.0,BEAR,2
