system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,9461,807,1963,3251,3440,13.4,-170.95,-0.018,-1.8,60,2026-05-21,2026-08-28,NEUTRAL
FAM,score-band,90+,1039,52,203,610,174,6.0,-101.89,-0.098,-9.8,60,2026-05-21,2026-08-28,NEUTRAL
FAM,score-band,70-79,6071,377,1213,2817,1664,8.6,-707.23,-0.116,-11.6,60,2026-05-21,2026-08-28,AVOID
FAM,score-band,80-89,2600,165,518,1233,684,8.6,-310.62,-0.119,-11.9,60,2026-05-21,2026-08-28,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BUY_LOWER_DIRTY,42,13,16,10,3,33.3,4.11,0.098,9.8,21,2026-05-28,2026-08-28,NEUTRAL
FAM,setup,BULL_BOUNCE,1358,193,114,806,245,17.3,119.35,0.088,8.8,41,2026-05-21,2026-08-28,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,6486,386,1408,2281,2411,9.5,-243.48,-0.038,-3.8,60,2026-05-21,2026-08-28,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,128,17,33,74,4,13.7,-6.43,-0.05,-5.0,35,2026-05-22,2026-08-28,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,978,84,199,568,127,9.9,-92.06,-0.094,-9.4,41,2026-05-21,2026-08-28,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,9908,685,1957,4118,3148,10.1,-947.45,-0.096,-9.6,43,2026-05-21,2026-08-28,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,44,8,20,8,8,22.2,-6.38,-0.145,-14.5,23,2026-05-28,2026-08-28,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,13,0,7,6,0,0.0,-6.36,-0.489,-48.9,10,2026-05-27,2026-08-28,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,79,7,50,20,2,9.1,-40.41,-0.512,-51.2,24,2026-05-21,2026-08-28,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,22,1,14,2,5,5.9,-12.61,-0.573,-57.3,14,2026-05-29,2026-08-28,AVOID
FAM,setup,CHANNEL_BREAKOUT,32,2,23,3,4,7.1,-19.37,-0.605,-60.5,18,2026-05-28,2026-08-28,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,6,0,4,2,0,0.0,-4.0,-0.667,-66.7,5,2026-05-29,2026-08-25,TENTATIVE
FEM,mode,BOUNCE,519,197,51,221,50,42.0,210.2,0.405,40.5,76,2026-04-16,2026-08-28,TRUSTED
FEM,mode,PULLBACK,759,219,100,178,262,44.1,190.97,0.252,25.2,78,2026-04-01,2026-08-28,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,897,412,27,232,226,61.4,522.36,0.582,58.2,81,2026-04-01,2026-08-28,TRUSTED
FEM,score-band,60-69,143,9,39,48,47,9.4,-22.89,-0.16,-16.0,47,2026-04-01,2026-08-25,AVOID
FEM,score-band,80-89,237,18,75,87,57,10.0,-51.58,-0.218,-21.8,52,2026-04-01,2026-08-28,AVOID
FEM,score-band,70-79,144,6,37,45,56,6.8,-35.87,-0.249,-24.9,55,2026-04-01,2026-08-28,AVOID
FEM,tier,T1-STRONG_LONG,743,264,28,224,227,51.2,371.6,0.5,50.0,76,2026-04-01,2026-08-28,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,418,131,61,140,86,39.5,59.92,0.143,14.3,83,2026-04-01,2026-08-28,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
