dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,596,254,336,6,42.62,28.81,17172.42,-100.56
scanner,short,229,93,135,1,40.61,22.64,5183.65,-100.68
scanner,abook,774,224,465,85,28.94,0.94,724.99,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,236,103,132,1,43.64,31.28,7381.69,-100.56
gap_tier,IN_BAND,446,150,240,56,33.63,14.12,6297.37,-102.19
gap_tier,EXTREME,138,65,68,5,47.1,44.17,6094.84,-100.55
gap_tier,(none),594,177,360,57,29.8,1.63,965.67,-100.64
gap_tier,NONE,128,32,71,25,25.0,1.14,145.5,-100.95
gap_tier,STRETCHED,207,58,130,19,28.02,-6.12,-1267.15,-100.68
regime,FAVORABLE,1189,389,659,141,32.72,11.96,14219.23,-101.81
regime,CHOP,155,58,87,10,37.42,20.63,3198.29,-100.39
regime,HOSTILE,402,138,252,12,34.33,6.22,2500.15,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1598,571,935,92,35.73,14.51,23180.02,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1475,489,841,145,33.15,10.98,16194.92,-102.19
side,SHORT,274,96,160,18,35.04,12.49,3423.0,-100.68
setup,MOO_GENESIS,596,254,336,6,42.62,28.81,17172.42,-100.56
setup,SHORT_GENESIS_9_33,229,93,135,1,40.61,22.64,5183.65,-100.68
setup,MOO,773,224,464,85,28.98,1.07,823.95,-102.19
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1565,517,914,134,33.04,9.14,14305.44,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,952,319,531,102,33.51,13.55,12903.63,-100.03
cohort,PENNY,797,266,470,61,33.38,8.42,6714.29,-102.19
conviction_band,(none),1749,585,1001,163,33.45,11.22,19617.92,-102.19
regime_x_scanner,FAVORABLE | momentum,397,164,229,4,41.31,24.89,9881.31,-100.46
regime_x_scanner,HOSTILE | momentum,151,68,81,2,45.03,36.38,5492.77,-100.56
regime_x_scanner,FAVORABLE | abook,495,148,276,71,29.9,8.07,3996.54,-101.81
regime_x_scanner,FAVORABLE | short,153,63,89,1,41.18,24.8,3793.98,-100.63
regime_x_scanner,CHOP | momentum,48,22,26,0,45.83,37.47,1798.34,-100.39
regime_x_scanner,CHOP | abook,91,31,56,4,34.07,10.0,910.45,-100.19
regime_x_scanner,HOSTILE | short,66,25,41,0,37.88,13.48,889.63,-100.68
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,185,45,130,10,24.32,-20.99,-3882.25,-102.19
