dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,153,60,93,0,39.22,17.55,2685.6,-100.46
scanner,short,72,29,43,0,40.28,20.76,1494.81,-100.68
scanner,intraday,62,9,12,41,14.52,14.46,896.46,-99.98
scanner,abook,130,33,87,10,25.38,-10.97,-1425.79,-100.64
gap_tier,EXTREME,37,21,15,1,56.76,70.5,2608.36,-100.46
gap_tier,IN_BAND,131,40,64,27,30.53,13.3,1741.9,-100.26
gap_tier,PARABOLIC,48,21,26,1,43.75,33.07,1587.37,-100.37
gap_tier,STRETCHED,71,16,43,12,22.54,-12.12,-860.76,-100.68
gap_tier,(none),130,33,87,10,25.38,-10.97,-1425.79,-100.64
regime,FAVORABLE,335,114,172,49,34.03,19.43,6509.18,-100.64
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
regime,CHOP,49,8,39,2,16.33,-46.11,-2259.47,-100.37
stop_method,FIXED,355,122,223,10,34.37,7.76,2754.62,-100.68
stop_method,PM low,34,6,4,24,17.65,28.21,959.05,-99.9
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,320,99,187,34,30.94,6.0,1919.03,-100.64
side,SHORT,97,32,48,17,32.99,17.86,1732.05,-100.68
setup,MOO_GENESIS,153,60,93,0,39.22,17.55,2685.6,-100.46
setup,SHORT_GENESIS_9_33,72,29,43,0,40.28,20.76,1494.81,-100.68
setup,HOLDING-LONG,26,6,3,17,23.08,40.15,1043.8,-99.9
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,6,0,2,4,0.0,-25.38,-152.27,-99.98
setup,ORB-LONG,5,0,2,3,0.0,-46.46,-232.31,-99.95
setup,MOO,130,33,87,10,25.38,-10.97,-1425.79,-100.64
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,234,63,149,22,26.92,-7.52,-1760.36,-100.68
cohort,MID,233,70,138,25,30.04,3.97,925.73,-100.01
cohort,PENNY,184,61,97,26,33.15,14.81,2725.35,-100.68
conviction_band,(none),417,131,235,51,31.41,8.76,3651.08,-100.68
