system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,7112,693,1568,2406,2445,14.8,-65.36,-0.009,-0.9,53,2026-05-21,2026-08-19,NEUTRAL
FAM,score-band,90+,825,42,180,467,136,6.1,-89.26,-0.108,-10.8,53,2026-05-21,2026-08-19,AVOID
FAM,score-band,70-79,4534,327,972,2039,1196,9.8,-509.96,-0.112,-11.2,53,2026-05-21,2026-08-19,AVOID
FAM,score-band,80-89,2022,146,429,965,482,9.5,-236.42,-0.117,-11.7,53,2026-05-21,2026-08-19,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,934,156,77,523,178,20.6,142.2,0.152,15.2,35,2026-05-21,2026-08-19,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,29,9,11,7,2,33.3,2.97,0.102,10.2,17,2026-05-28,2026-08-17,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,106,16,25,62,3,15.5,0.36,0.003,0.3,31,2026-05-22,2026-08-17,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,5045,349,1209,1741,1746,10.6,-240.94,-0.048,-4.8,53,2026-05-21,2026-08-19,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,7391,587,1525,3073,2206,11.3,-633.78,-0.086,-8.6,37,2026-05-21,2026-08-19,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,758,70,153,432,103,10.7,-64.84,-0.086,-8.6,35,2026-05-21,2026-08-19,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,32,7,15,6,4,25.0,-3.68,-0.115,-11.5,18,2026-05-28,2026-08-17,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,69,7,45,15,2,10.4,-33.95,-0.492,-49.2,20,2026-05-21,2026-08-17,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,16,0,9,2,5,0.0,-9.11,-0.569,-56.9,11,2026-05-29,2026-08-19,TENTATIVE
FAM,setup,CHANNEL_BREAKOUT,28,2,20,2,4,8.3,-16.03,-0.573,-57.3,14,2026-05-28,2026-08-17,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,6,0,4,1,1,0.0,-4.23,-0.705,-70.5,6,2026-05-27,2026-08-10,TENTATIVE
FAM,setup,DCB_BREAKOUT,5,0,4,1,0,0.0,-3.83,-0.766,-76.6,4,2026-05-29,2026-08-12,TENTATIVE
FEM,mode,BOUNCE,313,186,28,90,9,61.2,227.04,0.725,72.5,53,2026-05-13,2026-08-18,TRUSTED
FEM,mode,PULLBACK,332,199,54,55,24,64.6,200.74,0.605,60.5,52,2026-05-13,2026-08-19,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,430,389,0,41,0,90.5,521.61,1.213,121.3,53,2026-05-13,2026-08-19,TRUSTED
FEM,score-band,60-69,46,2,16,26,2,4.5,-15.64,-0.34,-34.0,29,2026-05-14,2026-08-14,AVOID
FEM,score-band,70-79,57,5,23,25,4,9.4,-21.34,-0.374,-37.4,34,2026-05-13,2026-08-17,AVOID
FEM,score-band,80-89,92,5,42,37,8,6.0,-38.48,-0.418,-41.8,31,2026-05-13,2026-08-18,AVOID
FEM,tier,T1-STRONG_LONG,312,248,13,45,6,81.0,363.74,1.166,116.6,49,2026-05-13,2026-08-17,TRUSTED
FEM,tier,T2-LONG,248,122,39,77,10,51.3,77.45,0.312,31.2,55,2026-05-13,2026-08-19,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
