dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,465,201,263,1,43.23,29.91,13907.7,-100.56
scanner,short,190,72,117,1,37.89,14.68,2789.48,-100.68
scanner,abook,609,183,373,53,30.05,1.72,1049.34,-100.64
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,186,81,104,1,43.55,31.08,5781.6,-100.56
gap_tier,EXTREME,111,49,59,3,44.14,34.31,3808.54,-100.46
gap_tier,(none),551,173,332,46,31.4,5.36,2953.97,-100.64
gap_tier,IN_BAND,355,110,194,51,30.99,8.26,2931.92,-100.27
gap_tier,STRETCHED,169,49,102,18,28.99,-1.7,-287.72,-100.68
gap_tier,NONE,42,8,27,7,19.05,-21.55,-904.93,-100.19
regime,FAVORABLE,1002,325,572,105,32.44,9.43,9445.23,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,285,97,177,11,34.04,6.46,1840.02,-100.68
stop_method,FIXED,1263,456,752,55,36.1,14.13,17845.48,-100.68
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1179,395,676,108,33.5,11.24,13254.55,-100.64
side,SHORT,235,75,142,18,31.91,4.38,1028.83,-100.68
setup,MOO_GENESIS,465,201,263,1,43.23,29.91,13907.7,-100.56
setup,SHORT_GENESIS_9_33,190,72,117,1,37.89,14.68,2789.48,-100.68
setup,MOO,608,183,372,53,30.1,1.89,1148.3,-100.64
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1230,402,731,97,32.68,7.29,8970.9,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,790,272,439,79,34.43,15.84,12513.61,-100.03
cohort,PENNY,624,198,379,47,31.73,2.84,1769.77,-100.68
conviction_band,(none),1414,470,818,126,33.24,10.1,14283.38,-100.68
regime_x_scanner,FAVORABLE | momentum,329,136,193,0,41.34,23.99,7893.53,-100.46
regime_x_scanner,HOSTILE | momentum,95,46,48,1,48.42,46.47,4414.83,-100.56
regime_x_scanner,FAVORABLE | short,131,52,78,1,39.69,20.56,2693.89,-100.63
regime_x_scanner,FAVORABLE | abook,398,123,236,39,30.9,5.81,2310.41,-100.64
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,49,15,34,0,30.61,-8.25,-404.45,-100.68
regime_x_scanner,HOSTILE | abook,141,36,95,10,25.53,-15.39,-2170.36,-100.09
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
