system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,8340,756,1763,2842,2979,14.1,-86.33,-0.01,-1.0,57,2026-05-21,2026-08-25,NEUTRAL
FAM,score-band,90+,938,48,187,535,168,6.2,-83.97,-0.09,-9.0,57,2026-05-21,2026-08-25,NEUTRAL
FAM,score-band,70-79,5251,349,1087,2375,1440,9.2,-586.31,-0.112,-11.2,57,2026-05-21,2026-08-25,AVOID
FAM,score-band,80-89,2287,153,470,1078,586,9.0,-264.15,-0.116,-11.6,57,2026-05-21,2026-08-25,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,1107,169,85,642,211,18.9,142.5,0.129,12.9,38,2026-05-21,2026-08-25,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,34,10,13,8,3,32.3,2.58,0.076,7.6,18,2026-05-28,2026-08-25,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,115,17,28,67,3,15.2,-1.53,-0.013,-1.3,32,2026-05-22,2026-08-25,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,6136,381,1370,2137,2248,9.8,-258.84,-0.042,-4.2,57,2026-05-21,2026-08-25,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,8320,633,1677,3435,2575,11.0,-714.9,-0.086,-8.6,40,2026-05-21,2026-08-25,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,859,74,177,497,111,9.9,-76.7,-0.089,-8.9,38,2026-05-21,2026-08-25,NEUTRAL
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,SHORT_UPPER_DIRTY,36,7,17,6,6,23.3,-5.68,-0.158,-15.8,20,2026-05-28,2026-08-25,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,18,1,10,2,5,7.7,-8.61,-0.478,-47.8,12,2026-05-29,2026-08-25,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,74,7,48,17,2,9.7,-38.47,-0.52,-52.0,21,2026-05-21,2026-08-25,AVOID
FAM,setup,CHANNEL_BREAKOUT,29,2,21,2,4,8.0,-17.03,-0.587,-58.7,15,2026-05-28,2026-08-20,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,7,0,5,2,0,0.0,-4.48,-0.64,-64.0,7,2026-05-27,2026-08-24,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,6,0,4,2,0,0.0,-4.0,-0.667,-66.7,5,2026-05-29,2026-08-25,TENTATIVE
FEM,mode,BOUNCE,330,191,29,101,9,59.5,237.28,0.719,71.9,57,2026-05-13,2026-08-25,TRUSTED
FEM,mode,PULLBACK,338,204,54,55,25,65.2,208.24,0.616,61.6,55,2026-05-13,2026-08-25,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,447,399,0,48,0,89.3,540.24,1.209,120.9,57,2026-05-13,2026-08-25,TRUSTED
FEM,score-band,60-69,47,2,16,27,2,4.4,-15.61,-0.332,-33.2,30,2026-05-14,2026-08-25,AVOID
FEM,score-band,70-79,58,5,23,25,5,9.4,-21.34,-0.368,-36.8,35,2026-05-13,2026-08-24,AVOID
FEM,score-band,80-89,96,5,43,40,8,5.7,-39.4,-0.41,-41.0,33,2026-05-13,2026-08-21,AVOID
FEM,tier,T1-STRONG_LONG,329,256,14,53,6,79.3,377.31,1.147,114.7,53,2026-05-13,2026-08-25,TRUSTED
FEM,tier,T2-LONG,254,124,39,80,11,51.0,81.62,0.321,32.1,59,2026-05-13,2026-08-25,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
