ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
TXG,2026-09-01 11:59,RBC Capital,,Sector Perform,init,Announces,70.0,0.0,NEUTRAL,1
RKLB,2026-08-31 17:33,B of A Securities,Buy,Buy,main,Lowers,110.0,115.0,BEAR,2
BMNR,2026-09-03 18:14,B. Riley Securities,Buy,Buy,main,Raises,30.0,25.0,BULL,2
PDSB,2026-09-08 17:21,HC Wainwright & Co.,Buy,Buy,main,Lowers,5.0,7.0,BEAR,2
PDSB,2026-08-26 11:27,HC Wainwright & Co.,Buy,Buy,reit,Maintains,7.0,7.0,NEUTRAL,1
SPCX,2026-09-08 12:38,Wells Fargo,Overweight,Overweight,main,Lowers,212.0,215.0,BEAR,2
SPCX,2026-09-08 09:12,Pivotal Research,,Buy,init,Announces,220.0,0.0,BULL,3
SPCX,2026-09-02 16:59,Oppenheimer,Outperform,Outperform,main,Raises,280.0,250.0,BULL,2
SPCX,2026-08-26 11:51,Wolfe Research,Outperform,Outperform,reit,Maintains,175.0,175.0,NEUTRAL,1
INTC,2026-09-08 15:24,Northland Capital Markets,Market Perform,Outperform,up,Announces,120.0,0.0,BULL,4
INTC,2026-09-04 15:54,Mizuho,Neutral,Neutral,main,Lowers,92.0,109.0,BEAR,2
AVAH,2026-08-28 14:46,Barclays,Overweight,Overweight,main,Raises,15.0,9.5,BULL,2
BHVN,2026-09-08 14:27,RBC Capital,Outperform,Sector Perform,down,Lowers,19.0,23.0,BEAR,4
DK,2026-09-01 14:01,Wells Fargo,Overweight,Overweight,main,Raises,82.0,59.0,BULL,2
ACRS,2026-09-01 17:44,Canaccord Genuity,,Buy,init,Announces,10.0,0.0,BULL,3
ESTC,2026-08-28 19:11,Scotiabank,Sector Perform,Sector Perform,main,Raises,84.0,58.0,BULL,2
ESTC,2026-08-28 16:49,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,100.0,80.0,BULL,2
ESTC,2026-08-28 16:28,UBS,Buy,Buy,main,Raises,105.0,85.0,BULL,2
ESTC,2026-08-28 15:59,TD Cowen,Hold,Hold,main,Raises,95.0,70.0,BULL,2
ESTC,2026-08-28 15:56,Citigroup,Buy,Buy,main,Raises,128.0,104.0,BULL,2
ESTC,2026-08-28 15:33,Stifel,Buy,Buy,main,Raises,107.0,90.0,BULL,2
ESTC,2026-08-28 15:11,Barclays,Overweight,Overweight,main,Raises,118.0,94.0,BULL,2
ESTC,2026-08-28 15:01,Piper Sandler,Overweight,Overweight,main,Raises,130.0,85.0,BULL,2
ESTC,2026-08-28 14:55,Oppenheimer,Outperform,Outperform,main,Raises,118.0,100.0,BULL,2
ESTC,2026-08-28 14:37,JP Morgan,Overweight,Overweight,main,Raises,105.0,93.0,BULL,2
ESTC,2026-08-28 14:30,Jefferies,Buy,Buy,main,Raises,120.0,100.0,BULL,2
ESTC,2026-08-28 14:20,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,75.0,66.0,BULL,2
ESTC,2026-08-28 14:08,DA Davidson,Neutral,Neutral,main,Raises,100.0,80.0,BULL,2
ESTC,2026-08-28 13:51,Canaccord Genuity,Buy,Buy,main,Raises,120.0,80.0,BULL,2
ESTC,2026-08-28 13:13,Rosenblatt,Buy,Buy,main,Raises,115.0,83.0,BULL,2
ESTC,2026-08-28 13:01,Guggenheim,Buy,Buy,main,Raises,120.0,106.0,BULL,2
ESTC,2026-08-28 12:25,Cantor Fitzgerald,Neutral,Neutral,main,Raises,100.0,91.0,BULL,2
ESTC,2026-08-28 11:31,B of A Securities,Neutral,Neutral,main,Raises,108.0,90.0,BULL,2
ESTC,2026-08-28 10:57,Baird,Outperform,Outperform,main,Raises,120.0,95.0,BULL,2
ESTC,2026-08-26 14:44,DA Davidson,Neutral,Neutral,main,Raises,80.0,60.0,BULL,2
ESTC,2026-08-26 12:22,Rosenblatt,Buy,Buy,main,Maintains,83.0,83.0,NEUTRAL,1
GH,2026-09-08 12:16,Rothschild & Co,,Buy,init,Announces,203.0,0.0,BULL,3
GH,2026-09-02 09:41,BTIG,Buy,Buy,reit,Maintains,195.0,195.0,NEUTRAL,1
ANF,2026-08-31 12:27,Argus Research,Hold,Buy,up,Announces,162.0,0.0,BULL,4
ANF,2026-08-27 19:21,Citigroup,Buy,Neutral,down,Raises,156.0,135.0,BEAR,4
ANF,2026-08-27 15:09,Barclays,Equal-Weight,Equal-Weight,main,Raises,155.0,114.0,BULL,2
ANF,2026-08-27 13:58,UBS,Buy,Buy,main,Raises,185.0,153.0,BULL,2
ANF,2026-08-27 13:14,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,134.0,87.0,BULL,2
ANF,2026-08-26 10:17,Needham,Buy,Buy,main,Raises,165.0,108.0,BULL,2
ANF,2026-08-26 10:07,BTIG,Buy,Buy,main,Raises,175.0,120.0,BULL,2
FIVN,2026-08-31 14:25,Truist Securities,Buy,Buy,main,Raises,40.0,35.0,BULL,2
REPL,2026-08-26 13:38,JP Morgan,Overweight,Overweight,main,Raises,21.0,20.0,BULL,2
MMED,2026-09-03 14:21,Morgan Stanley,Overweight,Overweight,main,Raises,21.0,19.0,BULL,2
MMED,2026-09-02 18:46,Citigroup,Buy,Buy,main,Raises,26.0,23.0,BULL,2
MMED,2026-09-02 15:10,Evercore ISI Group,Outperform,Outperform,main,Raises,27.0,20.0,BULL,2
MMED,2026-09-02 14:38,Wells Fargo,Overweight,Overweight,main,Raises,26.0,22.0,BULL,2
MMED,2026-09-02 13:41,UBS,Buy,Buy,main,Raises,28.0,25.0,BULL,2
MMED,2026-09-02 13:09,Mizuho,Outperform,Outperform,main,Raises,26.0,21.0,BULL,2
MMED,2026-09-02 11:45,B of A Securities,Buy,Buy,main,Raises,28.0,24.0,BULL,2
MMED,2026-09-01 17:10,BTIG,Buy,Buy,main,Raises,28.0,25.0,BULL,2
CLYM,2026-09-08 16:54,Oppenheimer,Outperform,Outperform,main,Raises,25.0,18.0,BULL,2
CLYM,2026-09-08 11:19,HC Wainwright & Co.,Buy,Buy,main,Raises,30.0,24.0,BULL,2
CLYM,2026-09-04 17:41,B. Riley Securities,Buy,Buy,reit,Raises,30.0,26.0,BULL,2
CLYM,2026-09-03 18:12,BTIG,Buy,Buy,main,Raises,32.0,20.0,BULL,2
CLYM,2026-09-03 18:01,Baird,Outperform,Outperform,main,Raises,25.0,21.0,BULL,2
