dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,351,158,192,1,45.01,35.35,12406.48,-100.56
scanner,short,140,54,86,0,38.57,15.65,2190.9,-100.68
scanner,abook,380,119,229,32,31.32,5.17,1963.83,-100.64
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,138,65,72,1,47.1,41.91,5784.02,-100.56
gap_tier,EXTREME,83,42,38,3,50.6,54.32,4508.28,-100.46
gap_tier,(none),380,119,229,32,31.32,5.17,1963.83,-100.64
gap_tier,IN_BAND,273,78,145,50,28.57,4.87,1330.38,-100.26
gap_tier,STRETCHED,147,41,88,18,27.89,-3.32,-488.44,-100.68
regime,FAVORABLE,708,239,382,87,33.76,14.92,10563.08,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,186,58,121,7,31.18,-2.49,-463.14,-100.68
stop_method,FIXED,871,331,507,33,38.0,19.01,16561.21,-100.68
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,836,288,461,87,34.45,15.15,12667.82,-100.64
side,SHORT,185,57,111,17,30.81,2.33,430.25,-100.68
setup,MOO_GENESIS,351,158,192,1,45.01,35.35,12406.48,-100.56
setup,SHORT_GENESIS_9_33,140,54,86,0,38.57,15.65,2190.9,-100.68
setup,MOO,380,119,229,32,31.32,5.17,1963.83,-100.64
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,838,277,486,75,33.05,9.17,7686.63,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
cohort,MID,545,187,301,57,34.31,15.64,8526.41,-100.03
cohort,PENNY,476,158,271,47,33.19,9.6,4571.66,-100.68
conviction_band,(none),1021,345,572,104,33.79,12.83,13098.07,-100.68
regime_x_scanner,FAVORABLE | momentum,242,106,136,0,43.8,31.37,7592.3,-100.46
regime_x_scanner,FAVORABLE | abook,226,79,125,22,34.96,17.83,4030.1,-100.64
regime_x_scanner,HOSTILE | momentum,68,33,34,1,48.53,47.28,3214.84,-100.56
regime_x_scanner,FAVORABLE | short,96,40,56,0,41.67,24.93,2393.28,-100.63
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,34,9,25,0,26.47,-20.66,-702.42,-100.68
regime_x_scanner,HOSTILE | abook,84,16,62,6,19.05,-35.42,-2975.56,-100.09
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
