system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,5975,643,1382,2003,1947,16.0,10.14,0.002,0.2,49,2026-05-21,2026-08-13,NEUTRAL
FAM,score-band,80-89,1731,131,368,819,413,9.9,-173.5,-0.1,-10.0,49,2026-05-21,2026-08-13,NEUTRAL
FAM,score-band,90+,729,38,169,400,122,6.3,-78.54,-0.108,-10.8,49,2026-05-21,2026-08-13,AVOID
FAM,score-band,70-79,3764,292,840,1674,958,10.4,-414.11,-0.11,-11.0,49,2026-05-21,2026-08-13,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,732,139,57,415,121,22.7,148.32,0.203,20.3,31,2026-05-21,2026-08-13,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,95,16,21,56,2,17.2,4.06,0.043,4.3,29,2026-05-22,2026-08-13,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,21,7,10,3,1,35.0,-0.06,-0.003,-0.3,15,2026-05-28,2026-08-13,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,4495,324,1105,1543,1523,10.9,-216.54,-0.048,-4.8,49,2026-05-21,2026-08-13,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,636,64,118,366,88,11.7,-35.51,-0.056,-5.6,31,2026-05-21,2026-08-13,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,6006,535,1308,2477,1686,12.4,-457.08,-0.076,-7.6,33,2026-05-21,2026-08-13,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,25,5,13,4,3,22.7,-4.39,-0.176,-17.6,17,2026-05-28,2026-08-13,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,66,7,43,14,2,10.9,-31.22,-0.473,-47.3,18,2026-05-21,2026-08-13,AVOID
FAM,setup,CHANNEL_BREAKOUT,25,2,16,2,5,10.0,-12.03,-0.481,-48.1,13,2026-05-28,2026-08-11,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,6,0,4,2,0,0.0,-3.48,-0.58,-58.0,6,2026-05-27,2026-08-10,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,13,0,8,1,4,0.0,-8.11,-0.624,-62.4,9,2026-05-29,2026-08-13,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,5,0,4,1,0,0.0,-3.83,-0.766,-76.6,4,2026-05-29,2026-08-12,TENTATIVE
FEM,mode,BOUNCE,486,188,48,200,50,43.1,195.78,0.403,40.3,66,2026-04-16,2026-08-13,TRUSTED
FEM,mode,PULLBACK,745,208,100,176,261,43.0,176.15,0.236,23.6,69,2026-04-01,2026-08-13,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,865,393,27,219,226,61.5,490.36,0.567,56.7,70,2026-04-01,2026-08-13,TRUSTED
FEM,score-band,60-69,140,8,39,46,47,8.6,-24.2,-0.173,-17.3,45,2026-04-01,2026-08-13,AVOID
FEM,score-band,80-89,231,18,74,82,57,10.3,-50.44,-0.218,-21.8,48,2026-04-01,2026-08-06,AVOID
FEM,score-band,70-79,140,6,35,44,55,7.1,-33.59,-0.24,-24.0,51,2026-04-01,2026-08-12,AVOID
FEM,tier,T1-STRONG_LONG,716,251,27,211,227,51.3,348.21,0.486,48.6,68,2026-04-01,2026-08-13,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,398,124,59,130,85,39.6,54.07,0.136,13.6,72,2026-04-01,2026-08-13,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
