ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
ILMN,2026-09-09 13:26,UBS,Neutral,Buy,up,Raises,260.0,135.0,BULL,4
ANF,2026-09-09 12:47,BMO Capital,,Outperform,init,Announces,170.0,0.0,BULL,3
PURR,2026-09-15 14:22,Compass Point,,Buy,init,Announces,18.0,0.0,BULL,3
PURR,2026-09-10 12:22,Cantor Fitzgerald,Overweight,Overweight,main,Raises,34.2,22.6,BULL,2
CGEM,2026-09-14 17:12,BTIG,Buy,Buy,main,Raises,40.0,39.0,BULL,2
CRCL,2026-09-17 14:13,TD Cowen,Buy,Buy,main,Raises,92.0,87.0,BULL,2
CRCL,2026-09-08 14:24,"Keefe, Bruyette & Woods",,Market Perform,init,Announces,105.0,0.0,NEUTRAL,1
INSP,2026-09-11 15:44,Stifel,Buy,Buy,main,Raises,80.0,75.0,BULL,2
HOOD,2026-09-14 17:54,Deutsche Bank,Buy,Buy,main,Raises,138.0,136.0,BULL,2
HOOD,2026-09-11 11:42,Citizens,Market Outperform,Market Outperform,main,Raises,165.0,155.0,BULL,2
HOOD,2026-09-09 14:12,Mizuho,Outperform,Outperform,main,Raises,140.0,130.0,BULL,2
HOOD,2026-09-09 09:43,Bernstein,Outperform,Outperform,reit,Maintains,160.0,160.0,NEUTRAL,1
HOOD,2026-09-09 09:38,StoneX,,Buy,init,Announces,170.0,0.0,BULL,3
HOOD,2026-09-08 15:42,Jefferies,Buy,Buy,main,Raises,140.0,127.0,BULL,2
HOOD,2026-09-08 14:14,Goldman Sachs,Buy,Buy,main,Raises,142.0,124.0,BULL,2
HOOD,2026-09-08 11:00,Cantor Fitzgerald,Overweight,Overweight,main,Raises,150.0,115.0,BULL,2
NX,2026-09-10 12:40,StoneX,Buy,Buy,reit,Maintains,28.0,28.0,NEUTRAL,1
MARA,2026-09-14 12:22,JP Morgan,Overweight,Underweight,down,Lowers,11.0,13.0,BEAR,4
MRVL,2026-09-10 15:09,Piper Sandler,,Overweight,init,Announces,270.0,0.0,BULL,3
FEIM,2026-09-14 20:36,Freedom Broker,Buy,Hold,down,Raises,91.0,77.0,BEAR,4
DAVE,2026-09-15 15:38,JP Morgan,,Overweight,init,Announces,480.0,0.0,BULL,3
DAVE,2026-09-09 21:09,Loop Capital,,Buy,init,Announces,500.0,0.0,BULL,3
BE,2026-09-14 17:56,Mizuho,Outperform,Outperform,main,Raises,351.0,242.0,BULL,2
NUTX,2026-09-04 17:33,B. Riley Securities,Buy,Buy,main,Raises,325.0,290.0,BULL,2
DELL,2026-09-10 20:20,RBC Capital,,Outperform,init,Announces,640.0,0.0,BULL,3
DELL,2026-09-09 16:26,Evercore ISI Group,Outperform,Outperform,main,Raises,650.0,575.0,BULL,2
TEM,2026-09-11 11:09,HC Wainwright & Co.,Buy,Buy,main,Raises,66.0,56.0,BULL,2
TEM,2026-09-09 13:23,UBS,,Neutral,init,Announces,70.0,0.0,NEUTRAL,1
TEM,2026-09-08 15:39,Rothschild & Co,,Neutral,init,Announces,67.0,0.0,NEUTRAL,1
TEM,2026-09-08 12:23,Roth Capital,,Neutral,init,Announces,67.0,0.0,NEUTRAL,1
HPE,2026-09-14 11:28,Evercore ISI Group,Outperform,In-Line,down,Maintains,65.0,65.0,BEAR,4
HPE,2026-09-04 12:36,Argus Research,Buy,Buy,reit,Maintains,70.0,70.0,NEUTRAL,1
CRWD,2026-09-17 11:53,Bernstein,Market Perform,Market Perform,main,Raises,132.0,119.0,BULL,2
CRWD,2026-09-04 19:37,Macquarie,Neutral,Neutral,main,Maintains,200.0,200.0,NEUTRAL,1
CRWD,2026-09-04 17:44,Roth Capital,Buy,Buy,main,Raises,220.0,200.0,BULL,2
CRWD,2026-09-04 13:39,Scotiabank,Sector Outperform,Sector Outperform,main,Raises,265.0,250.0,BULL,2
CRWD,2026-09-04 11:39,Rosenblatt,Buy,Buy,main,Maintains,250.0,250.0,NEUTRAL,1
PANW,2026-09-17 11:46,Bernstein,Outperform,Market Perform,down,Raises,351.0,253.0,BEAR,4
ABT,2026-09-08 13:56,TD Cowen,Buy,Buy,reit,Maintains,135.0,135.0,NEUTRAL,1
AVTR,2026-09-09 16:27,UBS,Neutral,Neutral,main,Raises,16.0,10.5,BULL,2
