ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
HWH,Long,PULLBACK,T1-STRONG_LONG,100,1.11,1.0001,1.3298,1.19,2.0,0.1099,1.225,9.4,WAITING,4,4,"10m,1m,4h,5m",1.11,1.0501,OPEN_ROAD,EXCITED,111534.0,18.7,6.3,8689350.0,1.0,37.0,41.0,8.0,1.51,NANO,6.73,1.19,1.17,1.21,3.4,PREMIUM,DISCOUNT,58,5,27,2.0,C,,,,True,0.07603571428571433,1.45,N/A,
SRXH,Long,BOUNCE,T3-LONG_WATCH,49,0.1212,0.0702,0.2232,,2.0,0.051,0.1212,0.1,CLOSE,2,2,"30m,5m",0.1211,0.1202,OPEN_ROAD,EXCITED,0.0,0.8,1.1,1392814.0,0.0,24.0,17.0,8.0,549.21,MEGA,0.07,0.1249,0.1248,0.1251,0.2,FLAT,FLAT,0,4,0,2.6,D,,,,False,0.011121428571428574,4.59,N/A,
INTC,Long,BOUNCE,T1-STRONG_LONG,88,107.92,95.5599,132.6401,111.63,2.0,12.3601,107.92,1.1,CLOSE,1,1,30m,106.7801,99.3,OPEN_ROAD,EXCITED,19250848770.0,1.2,1.1,1584401.0,0.0,20.3,55.0,8.0,5016.6,MEGA,0.03,111.63,110.27,112.99,2.5,DISCOUNT,DISCOUNT,10014,23,3604,11.7,A,,,,False,9.240564285714287,1.34,N/A,
NCRA,Long,BOUNCE,T3-LONG_WATCH,78,0.1441,0.0909,0.2504,,2.0,0.0532,0.1441,1.9,CLOSE,1,1,1m,0.1414,0.1409,OPEN_ROAD,EXCITED,0.0,4.6,4.0,3997164.0,2.0,91.5,33.0,8.0,6.32,LOW,27.13,0.14,0.13,0.15,15.4,PREMIUM,MID,0,2,0,8.0,D,,,,False,0.06557142857142859,0.81,N/A,
CHAI,Long,BREAKOUT,T2-LONG,100,3.36,-0.4648,11.0096,,2.0,3.8248,1.86,0.0,INSIDE,3,3,,,,OPEN_ROAD,EXCITED,,,,,,,,,,LOW,31.27,2.195,0.82,3.57,335.4,MID,MID,99,5,92,26.3,C,False,14.6,True,True,0.3094142857142857,12.36,N/A,
CLYM,Long,PULLBACK,T2-LONG,91,11.135,10.185,13.035,,2.0,0.95,11.135,4.9,APPROACH,3,3,"10m,15m,5m",10.59,10.5,OPEN_ROAD,EXCITED,228548.0,3.5,2.2,0.0,2.0,17.7,36.0,8.0,28.06,MED,0.13,10.775,10.77,10.78,0.1,FLAT,FLAT,335,15,174,2.2,C,,,,True,0.9864071428571427,0.96,N/A,
BLDR,Long,BOUNCE,T1-STRONG_LONG,98,77.54,70.9264,90.7672,,2.0,6.6136,77.54,1.6,CLOSE,6,6,"10m,1d,1h,30m,4h,5m",76.28,73.12,OPEN_ROAD,EXCITED,510554986.0,1.1,0.8,0.0,0.0,9.6,19.0,7.0,104.44,HIGH,0.03,73.435,73.12,73.75,0.9,PREMIUM,PREMIUM,926,2,284,6.4,C,,,,False,3.5421357142857133,1.87,N/A,
HPP,Long,PULLBACK,T1-STRONG_LONG,100,14.16,13.6819,15.1163,14.675,2.0,0.4781,15.5,8.6,WAITING,2,2,"30m,4h",14.16,14.105,HIGHWAY,EXCITED,3009928.0,1.3,1.1,0.0,0.0,21.5,60.0,8.0,50.0,MED,0.04,14.675,14.6,14.75,1.0,PREMIUM,DISCOUNT,793,17,347,99.9,A,,,,True,0.7877214285714287,0.61,N/A,
MRX,Long,PULLBACK,T1-STRONG_LONG,100,56.56,53.4567,62.7666,58.335,2.0,3.1033,60.49,6.5,APPROACH,4,4,"1d,1h,30m,4h",56.56,55.11,HIGHWAY,EXCITED,112670160.0,1.7,1.3,0.0,0.0,22.1,43.0,8.0,51.03,HIGH,0.03,58.335,57.99,58.68,1.2,PREMIUM,DISCOUNT,2687,12,1329,99.9,A,,,,False,2.657492857142858,1.17,N/A,
FWRD,Long,PULLBACK,T3-LONG_WATCH,80,11.63,10.6118,13.6664,,2.0,1.0182,11.63,4.5,APPROACH,3,2,"1m,5m",11.105,10.94,MIXED,EXCITED,11009.0,0.9,0.8,0.0,0.0,25.3,35.0,8.0,25.18,MED,0.05,11.525,11.5,11.55,0.4,FLAT,FLAT,344,7,147,2.0,C,,,,True,0.6820999999999998,1.49,N/A,
PRKS,Long,PULLBACK,T2-LONG,92,44.51,40.7788,51.9724,,2.0,3.7312,44.51,3.6,APPROACH,3,3,"1h,1m,4h",42.89,42.04,OPEN_ROAD,EXCITED,21788853.0,1.1,0.9,0.0,0.0,16.9,39.0,8.0,19.12,MED,0.06,41.99,42.04,41.94,-0.2,FLAT,FLAT,1971,10,867,6.6,B,,,,False,2.0278571428571426,1.84,N/A,
CERS,Long,BOUNCE,T2-LONG,64,2.58,2.4735,2.793,2.59,2.0,0.1065,2.58,0.8,CLOSE,1,1,10m,2.56,2.55,OPEN_ROAD,EXCITED,20246.0,0.9,0.8,0.0,0.0,12.3,27.0,8.0,181.92,HIGH,0.01,2.59,2.6,2.58,-0.8,DISCOUNT,DISCOUNT,87,9,25,4.3,C,,,,True,0.16119999999999998,0.66,N/A,
