ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
AFRM,2026-05-14 12:00,Mizuho,Outperform,Outperform,main,Raises,100.0,95.0,BULL,2
AMR,2026-10-05 18:26,Jefferies,Hold,Hold,main,Raises,165.0,150.0,BULL,2
ANF,2026-05-27 17:23,BTIG,Buy,Buy,reit,Maintains,120.0,120.0,NEUTRAL,1
ANF,2026-05-27 16:38,Needham,Buy,Buy,reit,Maintains,108.0,108.0,NEUTRAL,1
ANF,2026-05-18 14:42,JP Morgan,Neutral,Neutral,main,Lowers,107.0,110.0,BEAR,2
APLD,2026-05-27 18:03,B. Riley Securities,Buy,Buy,main,Raises,66.0,53.0,BULL,2
APLD,2026-05-21 20:07,Lake Street,Buy,Buy,main,Raises,70.0,55.0,BULL,2
APLD,2026-05-21 14:44,Citizens,Market Outperform,Market Outperform,main,Raises,60.0,40.0,BULL,2
APLD,2026-05-21 10:33,Needham,Buy,Buy,main,Raises,66.0,51.0,BULL,2
APLD,2026-05-15 11:02,Needham,Buy,Buy,main,Raises,51.0,48.0,BULL,2
APP,2026-05-28 09:36,Needham,Buy,Buy,reit,Maintains,700.0,700.0,NEUTRAL,1
BBW,2026-05-21 12:22,Small Cap Consumer Research,Buy,Buy,reit,Maintains,65.0,65.0,NEUTRAL,1
BBWI,2026-05-28 10:46,Goldman Sachs,Neutral,Neutral,main,Lowers,23.0,26.0,BEAR,2
BBWI,2026-05-20 16:36,UBS,Neutral,Neutral,main,Lowers,19.0,22.0,BEAR,2
BBWI,2026-05-18 15:45,TD Cowen,Buy,Buy,main,Lowers,20.0,26.0,BEAR,2
BHVN,2026-05-26 16:32,HC Wainwright & Co.,Neutral,Neutral,reit,Maintains,10.0,10.0,NEUTRAL,1
BTDR,2026-05-15 16:53,B. Riley Securities,Buy,Buy,main,Raises,23.0,22.0,BULL,2
BTDR,2026-05-15 12:20,Cantor Fitzgerald,Neutral,Neutral,main,Raises,15.0,11.0,BULL,2
BTDR,2026-05-15 12:11,Rosenblatt,Buy,Buy,main,Raises,25.0,18.0,BULL,2
BTDR,2026-05-15 10:49,Needham,Buy,Buy,main,Raises,19.0,18.0,BULL,2
CABA,2026-05-15 13:04,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,4.0,2.0,BULL,2
CGEM,2026-05-19 10:35,BTIG,Buy,Buy,reit,Maintains,38.0,38.0,NEUTRAL,1
CIFR,2026-05-19 13:36,Morgan Stanley,Overweight,Overweight,main,Raises,42.5,40.5,BULL,2
CIFR,2026-05-15 11:04,Needham,Buy,Buy,main,Raises,25.0,22.0,BULL,2
CIFR,2026-05-14 20:20,Jefferies,,Buy,init,Announces,32.0,0.0,BULL,3
CLF,2026-05-22 14:01,Barclays,,Underweight,init,Announces,9.0,0.0,BEAR,3
CORZ,2026-05-27 18:05,B. Riley Securities,Buy,Buy,main,Raises,33.0,30.0,BULL,2
CORZ,2026-05-14 20:24,Jefferies,Buy,Buy,main,Raises,37.0,24.0,BULL,2
CVNA,2026-05-14 13:27,Barclays,Overweight,Overweight,main,Adjusts,93.0,475.0,BEAR,2
CZR,2026-05-19 20:17,Macquarie,Outperform,Outperform,main,Raises,35.0,34.0,BULL,2
DAVE,2026-05-27 18:07,B. Riley Securities,Buy,Buy,main,Raises,370.0,358.0,BULL,2
DAVE,2026-05-27 10:32,Evercore ISI Group,,In-Line,init,Announces,260.0,0.0,NEUTRAL,1
DAVE,2026-05-26 20:31,UBS,,Buy,init,Announces,300.0,0.0,BULL,3
DAVE,2026-05-20 12:22,Barrington Research,Outperform,Outperform,main,Maintains,290.0,290.0,NEUTRAL,1
DELL,2026-05-28 11:40,Mizuho,Outperform,Outperform,main,Raises,350.0,300.0,BULL,2
DELL,2026-05-22 14:26,Wells Fargo,Overweight,Overweight,main,Raises,270.0,180.0,BULL,2
DELL,2026-05-21 11:58,Morgan Stanley,Underweight,Underweight,main,Raises,170.0,110.0,BULL,2
DELL,2026-05-18 17:23,B of A Securities,Buy,Buy,main,Raises,280.0,246.0,BULL,2
DELL,2026-05-14 18:47,Citigroup,Buy,Buy,main,Raises,290.0,235.0,BULL,2
DLTR,2026-05-27 18:00,Truist Securities,Buy,Buy,main,Lowers,107.0,142.0,BEAR,2
DLTR,2026-05-27 16:17,Barclays,Overweight,Overweight,main,Lowers,131.0,149.0,BEAR,2
DLTR,2026-05-26 11:45,Piper Sandler,Neutral,Neutral,main,Lowers,101.0,116.0,BEAR,2
DLTR,2026-05-22 19:59,UBS,Buy,Buy,main,Lowers,132.0,138.0,BEAR,2
GH,2026-05-27 17:26,BTIG,Buy,Buy,main,Raises,160.0,155.0,BULL,2
GH,2026-05-26 10:53,BTIG,Buy,Buy,main,Raises,155.0,145.0,BULL,2
HAE,2026-05-22 10:38,B of A Securities,Neutral,Buy,up,Raises,80.0,72.0,BULL,4
HPP,2026-05-19 18:37,Goldman Sachs,Neutral,Neutral,main,Raises,12.0,7.5,BULL,2
HPP,2026-05-14 19:12,Citigroup,Neutral,Neutral,main,Raises,13.0,8.0,BULL,2
HPQ,2026-05-28 11:14,Morgan Stanley,Underweight,Underweight,main,Raises,19.0,17.0,BULL,2
HPQ,2026-05-21 12:09,Morgan Stanley,Underweight,Underweight,main,Raises,17.0,16.0,BULL,2
ICLR,2026-05-18 14:46,JP Morgan,Neutral,Neutral,main,Lowers,120.0,175.0,BEAR,2
IREN,2026-05-27 18:04,B. Riley Securities,Buy,Buy,main,Raises,88.0,83.0,BULL,2
JBLU,2026-05-26 20:46,UBS,Sell,Sell,main,Raises,4.0,3.5,BULL,2
JHX,2026-05-21 15:06,Barclays,Equal-Weight,Equal-Weight,main,Lowers,21.0,22.0,BEAR,2
LUNR,2026-05-19 12:55,Cantor Fitzgerald,Overweight,Overweight,main,Raises,43.0,26.0,BULL,2
LUNR,2026-05-15 18:43,Canaccord Genuity,Buy,Buy,main,Raises,41.0,24.0,BULL,2
LUNR,2026-05-15 16:54,B. Riley Securities,Buy,Buy,main,Raises,45.0,40.0,BULL,2
LUNR,2026-05-15 09:44,Roth Capital,Buy,Buy,main,Raises,50.0,35.0,BULL,2
MDA,2026-05-14 16:44,JP Morgan,Overweight,Overweight,main,Raises,43.0,34.0,BULL,2
MPLT,2026-05-28 12:22,HC Wainwright & Co.,Buy,Buy,reit,Maintains,45.0,45.0,NEUTRAL,1
MPLT,2026-05-27 18:04,UBS,,Buy,init,Announces,48.0,0.0,BULL,3
MPLT,2026-05-21 17:48,Craig-Hallum,,Buy,init,Announces,43.0,0.0,BULL,3
MU,2026-05-28 11:42,Mizuho,Outperform,Outperform,main,Raises,1150.0,800.0,BULL,2
MU,2026-05-27 16:12,Barclays,Overweight,Overweight,main,Raises,1175.0,675.0,BULL,2
MU,2026-05-26 20:36,UBS,Buy,Buy,main,Raises,1625.0,535.0,BULL,2
MU,2026-05-19 12:38,Citigroup,Buy,Buy,main,Raises,840.0,425.0,BULL,2
MU,2026-05-19 12:18,Melius Research,Buy,Buy,main,Raises,1100.0,700.0,BULL,2
MU,2026-05-19 11:33,Mizuho,Outperform,Outperform,main,Raises,800.0,740.0,BULL,2
NCLH,2026-05-22 16:05,Wells Fargo,Overweight,Overweight,main,Lowers,19.0,20.0,BEAR,2
NCLH,2026-05-22 11:04,Truist Securities,Buy,Buy,main,Lowers,20.0,25.0,BEAR,2
NCLH,2026-05-19 15:31,UBS,Neutral,Neutral,main,Lowers,17.0,22.0,BEAR,2
NCLH,2026-05-15 17:14,TD Cowen,Buy,Buy,main,Lowers,22.0,27.0,BEAR,2
NSIT,2026-05-27 13:44,JP Morgan,Underweight,Neutral,up,Announces,105.0,0.0,BULL,4
ONDS,2026-05-19 10:46,Needham,Buy,Buy,reit,Maintains,23.0,23.0,NEUTRAL,1
OTLK,2026-05-18 10:22,BTIG,Buy,Neutral,down,,0.0,0.0,BEAR,4
PGEN,2026-05-28 10:48,HC Wainwright & Co.,Buy,Buy,main,Raises,14.0,11.0,BULL,2
PGEN,2026-05-14 14:13,Citizens,Market Outperform,Market Outperform,main,Raises,11.0,9.0,BULL,2
PGEN,2026-05-14 10:36,HC Wainwright & Co.,Buy,Buy,main,Raises,11.0,10.0,BULL,2
PGNY,2026-05-19 13:36,Canaccord Genuity,Hold,Buy,up,Raises,30.0,19.0,BULL,4
PGNY,2026-05-18 14:22,Barclays,Overweight,Overweight,main,Raises,27.0,23.0,BULL,2
PL,2026-05-14 13:30,Wedbush,Outperform,Outperform,main,Raises,50.0,40.0,BULL,2
PLUG,2026-05-19 12:33,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,2.5,2.0,BULL,2
PRIM,2026-05-19 13:04,Cantor Fitzgerald,Neutral,Neutral,main,Raises,124.0,113.0,BULL,2
PTCT,2026-05-27 15:55,Jefferies,Hold,Buy,up,Raises,85.0,76.0,BULL,4
QTTB,2026-05-22 09:55,Mizuho,,Outperform,init,Announces,14.0,0.0,BULL,3
QTTB,2026-05-18 15:18,Cantor Fitzgerald,,Overweight,init,,0.0,0.0,BULL,3
RCAT,2026-05-27 10:17,HC Wainwright & Co.,,Buy,init,Announces,20.0,0.0,BULL,3
RIOT,2026-05-22 11:05,Needham,Buy,Buy,main,Raises,28.5,24.0,BULL,2
RXRX,2026-05-14 17:21,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,5.5,5.0,BULL,2
SG,2026-05-27 10:09,TD Cowen,Hold,Hold,main,Raises,8.0,7.0,BULL,2
SG,2026-05-22 13:12,JP Morgan,Neutral,Overweight,up,Raises,13.0,8.0,BULL,4
SG,2026-05-20 15:53,Oppenheimer,Outperform,Outperform,main,Raises,10.0,9.0,BULL,2
SPIR,2026-05-14 19:45,Canaccord Genuity,Buy,Buy,main,Raises,22.5,22.0,BULL,2
SPIR,2026-05-14 14:27,Stifel,Buy,Buy,main,Raises,22.0,19.0,BULL,2
ULCC,2026-05-14 18:52,Citigroup,Neutral,Neutral,main,Raises,5.0,4.9,BULL,2
UMAC,2026-05-15 11:09,Needham,Buy,Buy,main,Raises,22.0,20.0,BULL,2
VICR,2026-05-26 10:21,Needham,Buy,Buy,main,Raises,350.0,260.0,BULL,2
VOYG,2026-05-18 17:39,Citigroup,Buy,Buy,main,Raises,44.0,36.0,BULL,2
VRRM,2026-05-27 18:55,William Blair,Outperform,Market Perform,down,,0.0,0.0,BEAR,4
VRRM,2026-05-27 15:16,CJS Securities,Market Outperform,Market Perform,down,,0.0,0.0,BEAR,4
VRRM,2026-05-27 13:57,JP Morgan,Neutral,Underweight,down,Lowers,8.0,17.0,BEAR,4
VRRM,2026-05-27 11:10,Deutsche Bank,Buy,Hold,down,Lowers,9.0,22.0,BEAR,4
VRRM,2026-05-27 10:15,Baird,Outperform,Neutral,down,Lowers,8.0,20.0,BEAR,4
