dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,632,266,360,6,42.09,27.18,17175.89,-100.56
scanner,short,236,95,140,1,40.25,21.54,5083.61,-100.68
scanner,abook,785,229,471,85,29.17,1.43,1123.68,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,252,109,142,1,43.25,30.09,7581.95,-100.56
gap_tier,EXTREME,147,69,73,5,46.94,43.5,6394.32,-100.55
gap_tier,IN_BAND,459,154,249,56,33.55,13.5,6197.17,-102.19
gap_tier,(none),595,177,361,57,29.75,1.45,865.68,-100.64
gap_tier,NONE,137,37,75,25,27.01,5.44,745.07,-100.95
gap_tier,STRETCHED,213,58,136,19,27.23,-8.75,-1864.15,-100.68
regime,FAVORABLE,1235,404,690,141,32.71,11.43,14121.56,-101.81
regime,CHOP,161,60,91,10,37.27,19.86,3198.26,-100.39
regime,HOSTILE,404,140,252,12,34.65,7.18,2899.97,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1652,590,970,92,35.71,14.21,23482.14,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1522,506,871,145,33.25,10.9,16597.08,-102.19
side,SHORT,281,98,165,18,34.88,11.83,3322.96,-100.68
setup,MOO_GENESIS,632,266,360,6,42.09,27.18,17175.89,-100.56
setup,SHORT_GENESIS_9_33,236,95,140,1,40.25,21.54,5083.61,-100.68
setup,MOO,784,229,470,85,29.21,1.56,1222.64,-102.19
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1619,536,949,134,33.11,9.02,14607.56,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,967,323,542,102,33.4,13.04,12606.15,-100.03
cohort,PENNY,836,281,494,61,33.61,8.75,7313.89,-102.19
conviction_band,(none),1803,604,1036,163,33.5,11.05,19920.04,-102.19
regime_x_scanner,FAVORABLE | momentum,429,176,249,4,41.03,23.97,10284.71,-100.46
regime_x_scanner,HOSTILE | momentum,151,68,81,2,45.03,36.38,5492.77,-100.56
regime_x_scanner,FAVORABLE | abook,504,151,282,71,29.96,7.93,3995.33,-101.81
regime_x_scanner,FAVORABLE | short,158,63,94,1,39.87,20.85,3294.12,-100.63
regime_x_scanner,CHOP | momentum,52,22,30,0,42.31,26.89,1398.41,-100.39
regime_x_scanner,CHOP | abook,93,33,56,4,35.48,14.09,1310.35,-100.19
regime_x_scanner,HOSTILE | short,68,27,41,0,39.71,18.96,1289.45,-100.68
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,185,45,130,10,24.32,-20.99,-3882.25,-102.19
