dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,192,82,110,0,42.71,28.06,5387.39,-100.46
scanner,short,79,33,46,0,41.77,25.23,1993.43,-100.68
scanner,abook,186,59,109,18,31.72,9.49,1764.23,-100.64
scanner,intraday,82,10,17,55,12.2,6.85,561.51,-100.0
gap_tier,IN_BAND,167,52,77,38,31.14,17.22,2875.81,-100.26
gap_tier,EXTREME,43,23,19,1,53.49,60.67,2608.67,-100.46
gap_tier,PARABOLIC,56,26,29,1,46.43,40.84,2287.11,-100.39
gap_tier,(none),186,59,109,18,31.72,9.49,1764.23,-100.64
gap_tier,STRETCHED,87,24,48,15,27.59,1.96,170.74,-100.68
regime,FAVORABLE,400,140,197,63,35.0,22.76,9102.98,-100.64
regime,CHOP,106,35,61,10,33.02,11.34,1202.21,-100.39
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,457,174,265,18,38.07,20.01,9145.05,-100.68
stop_method,PM low,54,7,9,38,12.96,11.56,624.1,-100.0
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,435,148,231,56,34.02,17.19,7475.89,-100.64
side,SHORT,104,36,51,17,34.62,21.45,2230.67,-100.68
setup,MOO_GENESIS,192,82,110,0,42.71,28.06,5387.39,-100.46
setup,SHORT_GENESIS_9_33,79,33,46,0,41.77,25.23,1993.43,-100.68
setup,MOO,186,59,109,18,31.72,9.49,1764.23,-100.64
setup,HOLDING-LONG,32,7,6,19,21.88,29.07,930.39,-99.96
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,11,0,2,9,0.0,-9.97,-109.67,-99.98
setup,ORB-LONG,14,0,4,10,0.0,-35.46,-496.45,-100.0
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,356,116,196,44,32.58,12.06,4295.12,-100.68
cohort,MID,303,107,160,36,35.31,21.13,6403.11,-100.01
cohort,PENNY,236,77,122,37,32.63,14.0,3303.45,-100.68
conviction_band,(none),539,184,282,73,34.14,18.01,9706.56,-100.68
