dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,159,62,97,0,38.99,16.89,2685.38,-100.46
scanner,short,74,30,44,0,40.54,21.55,1594.65,-100.68
scanner,intraday,70,9,15,46,12.86,7.84,549.05,-99.98
scanner,abook,144,41,93,10,28.47,-2.99,-430.19,-100.64
gap_tier,EXTREME,39,21,17,1,53.85,61.76,2408.6,-100.46
gap_tier,PARABOLIC,50,22,27,1,44.0,33.74,1686.95,-100.39
gap_tier,IN_BAND,138,40,66,32,28.99,10.83,1494.37,-100.26
gap_tier,(none),144,41,93,10,28.47,-2.99,-430.19,-100.64
gap_tier,STRETCHED,76,18,46,12,23.68,-10.01,-760.84,-100.68
regime,FAVORABLE,343,114,175,54,33.24,17.96,6161.77,-100.64
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
regime,CHOP,71,19,50,2,26.76,-16.4,-1164.25,-100.39
stop_method,FIXED,377,133,234,10,35.28,10.21,3849.84,-100.68
stop_method,PM low,42,6,7,29,14.29,14.56,611.64,-99.96
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,348,109,200,39,31.32,7.38,2567.0,-100.64
side,SHORT,99,33,49,17,33.33,18.5,1831.89,-100.68
setup,MOO_GENESIS,159,62,97,0,38.99,16.89,2685.38,-100.46
setup,SHORT_GENESIS_9_33,74,30,44,0,40.54,21.55,1594.65,-100.68
setup,HOLDING-LONG,29,6,5,18,20.69,28.56,828.23,-99.96
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,8,0,2,6,0.0,-23.46,-187.72,-99.98
setup,ORB-LONG,8,0,3,5,0.0,-41.09,-328.7,-99.95
setup,MOO,144,41,93,10,28.47,-2.99,-430.19,-100.64
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,264,74,163,27,28.03,-3.84,-1012.55,-100.68
cohort,MID,247,79,142,26,31.98,9.43,2328.77,-100.01
cohort,PENNY,200,63,107,30,31.5,10.35,2070.12,-100.68
conviction_band,(none),447,142,249,56,31.77,9.84,4398.89,-100.68
