system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,11834,925,2537,4101,4271,12.2,-389.07,-0.033,-3.3,66,2026-05-21,2026-09-08,NEUTRAL
FAM,score-band,90+,1286,60,237,763,226,5.7,-116.15,-0.09,-9.0,66,2026-05-21,2026-09-08,NEUTRAL
FAM,score-band,70-79,7536,419,1512,3499,2106,7.7,-906.09,-0.12,-12.0,66,2026-05-21,2026-09-08,AVOID
FAM,score-band,80-89,3296,182,671,1546,897,7.6,-413.82,-0.126,-12.6,66,2026-05-21,2026-09-08,AVOID
FAM,setup,CHANNEL_TOP_REJECT,15,7,3,0,5,70.0,7.5,0.5,50.0,9,2026-06-23,2026-09-03,TENTATIVE
FAM,setup,BULL_BOUNCE,1572,211,129,958,274,16.3,116.54,0.074,7.4,44,2026-05-21,2026-09-08,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,53,15,19,14,5,31.2,3.19,0.06,6.0,24,2026-05-28,2026-09-08,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,141,19,36,80,6,14.1,-6.65,-0.047,-4.7,38,2026-05-22,2026-09-08,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,9085,477,2091,3209,3308,8.3,-536.4,-0.059,-5.9,66,2026-05-21,2026-09-08,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,11696,744,2276,4942,3734,9.3,-1163.06,-0.099,-9.9,46,2026-05-21,2026-09-08,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1102,90,224,645,143,9.4,-114.19,-0.104,-10.4,44,2026-05-21,2026-09-08,AVOID
FAM,setup,SHORT_UPPER_DIRTY,56,11,25,10,10,23.9,-6.08,-0.109,-10.9,26,2026-05-28,2026-09-08,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,DCB_BREAKOUT,7,1,4,2,0,14.3,-2.5,-0.357,-35.7,6,2026-05-29,2026-09-04,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,18,0,9,8,1,0.0,-8.42,-0.468,-46.8,12,2026-05-27,2026-09-02,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,24,1,14,3,6,5.6,-11.81,-0.492,-49.2,15,2026-05-29,2026-09-04,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,81,7,51,21,2,8.9,-41.56,-0.513,-51.3,26,2026-05-21,2026-09-08,AVOID
FAM,setup,CHANNEL_BREAKOUT,35,2,24,4,5,6.7,-20.09,-0.574,-57.4,21,2026-05-28,2026-09-08,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FEM,mode,BOUNCE,364,203,30,121,10,57.3,256.56,0.705,70.5,66,2026-05-13,2026-09-08,TRUSTED
FEM,mode,PULLBACK,348,211,54,57,26,65.5,217.41,0.625,62.5,62,2026-05-13,2026-09-08,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,480,418,0,62,0,87.1,570.93,1.189,118.9,66,2026-05-13,2026-09-08,TRUSTED
FEM,score-band,60-69,47,2,16,27,2,4.4,-15.61,-0.332,-33.2,30,2026-05-14,2026-08-25,AVOID
FEM,score-band,70-79,63,5,24,28,6,8.8,-22.98,-0.365,-36.5,39,2026-05-13,2026-09-08,AVOID
FEM,score-band,80-89,100,5,43,44,8,5.4,-39.97,-0.4,-40.0,36,2026-05-13,2026-09-04,AVOID
FEM,tier,T1-STRONG_LONG,356,268,14,68,6,76.6,399.35,1.122,112.2,61,2026-05-13,2026-09-08,TRUSTED
FEM,tier,T2-LONG,271,131,40,87,13,50.8,88.03,0.325,32.5,68,2026-05-13,2026-09-08,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
