dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,510,218,291,1,42.75,28.45,14508.36,-100.56
scanner,short,203,79,123,1,38.92,17.65,3583.72,-100.68
scanner,abook,729,210,441,78,28.81,-0.08,-55.93,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,209,90,118,1,43.06,29.58,6181.93,-100.56
gap_tier,EXTREME,121,56,62,3,46.28,40.55,4906.83,-100.46
gap_tier,IN_BAND,386,126,208,52,32.64,12.2,4707.94,-102.19
gap_tier,(none),592,177,359,56,29.9,1.8,1065.89,-100.64
gap_tier,STRETCHED,179,50,111,18,27.93,-5.52,-987.74,-100.68
gap_tier,NONE,105,22,62,21,20.95,-12.4,-1301.84,-100.19
regime,FAVORABLE,1087,347,610,130,31.92,9.53,10353.87,-100.64
regime,CHOP,144,54,80,10,37.5,21.51,3098.05,-100.39
regime,HOSTILE,358,120,227,11,33.52,3.97,1420.84,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1441,507,854,80,35.18,12.59,18135.11,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1344,439,772,133,32.66,9.49,12749.94,-102.19
side,SHORT,248,82,148,18,33.06,7.35,1823.07,-100.68
setup,MOO_GENESIS,510,218,291,1,42.75,28.45,14508.36,-100.56
setup,SHORT_GENESIS_9_33,203,79,123,1,38.92,17.65,3583.72,-100.68
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,MOO,728,210,440,78,28.85,0.06,43.03,-102.19
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1408,453,833,122,32.17,6.58,9260.53,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,900,298,504,98,33.11,12.67,11401.53,-100.03
cohort,PENNY,692,223,416,53,32.23,4.58,3171.48,-102.19
conviction_band,(none),1592,521,920,151,32.73,9.15,14573.01,-102.19
regime_x_scanner,FAVORABLE | momentum,342,139,203,0,40.64,21.92,7497.37,-100.46
regime_x_scanner,HOSTILE | momentum,126,60,65,1,47.62,43.74,5511.29,-100.56
regime_x_scanner,FAVORABLE | abook,467,140,263,64,29.98,7.1,3315.2,-100.64
regime_x_scanner,FAVORABLE | short,134,54,79,1,40.3,22.34,2993.9,-100.63
regime_x_scanner,CHOP | momentum,42,19,23,0,45.24,35.71,1499.7,-100.39
regime_x_scanner,CHOP | abook,86,30,52,4,34.88,12.89,1108.85,-100.19
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,HOSTILE | short,59,20,39,0,33.9,1.52,89.78,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,173,40,123,10,23.12,-24.16,-4180.23,-102.19
