dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,604,259,339,6,42.88,29.59,17872.13,-100.56
scanner,short,231,93,137,1,40.26,21.57,4983.69,-100.68
scanner,abook,775,224,466,85,28.9,0.81,624.1,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,241,107,133,1,44.4,33.53,8081.4,-100.56
gap_tier,IN_BAND,450,151,243,56,33.56,13.77,6196.45,-102.19
gap_tier,EXTREME,138,65,68,5,47.1,44.17,6094.84,-100.55
gap_tier,(none),594,177,360,57,29.8,1.63,965.67,-100.64
gap_tier,NONE,128,32,71,25,25.0,1.14,145.5,-100.95
gap_tier,STRETCHED,209,58,132,19,27.75,-7.02,-1467.08,-100.68
regime,FAVORABLE,1200,394,665,141,32.83,12.18,14618.09,-101.81
regime,CHOP,155,58,87,10,37.42,20.63,3198.29,-100.39
regime,HOSTILE,402,138,252,12,34.33,6.22,2500.15,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1609,576,941,92,35.8,14.65,23578.88,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1484,494,845,145,33.29,11.32,16793.74,-102.19
side,SHORT,276,96,162,18,34.78,11.68,3223.04,-100.68
setup,MOO_GENESIS,604,259,339,6,42.88,29.59,17872.13,-100.56
setup,SHORT_GENESIS_9_33,231,93,137,1,40.26,21.57,4983.69,-100.68
setup,MOO,774,224,465,85,28.94,0.93,723.06,-102.19
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1576,522,920,134,33.12,9.33,14704.3,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,954,320,532,102,33.54,13.63,13003.58,-100.03
cohort,PENNY,806,270,475,61,33.5,8.7,7013.2,-102.19
conviction_band,(none),1760,590,1007,163,33.52,11.37,20016.78,-102.19
regime_x_scanner,FAVORABLE | momentum,405,169,232,4,41.73,26.13,10581.02,-100.46
regime_x_scanner,HOSTILE | momentum,151,68,81,2,45.03,36.38,5492.77,-100.56
regime_x_scanner,FAVORABLE | abook,496,148,277,71,29.84,7.85,3895.65,-101.81
regime_x_scanner,FAVORABLE | short,155,63,91,1,40.65,23.19,3594.02,-100.63
regime_x_scanner,CHOP | momentum,48,22,26,0,45.83,37.47,1798.34,-100.39
regime_x_scanner,CHOP | abook,91,31,56,4,34.07,10.0,910.45,-100.19
regime_x_scanner,HOSTILE | short,66,25,41,0,37.88,13.48,889.63,-100.68
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,185,45,130,10,24.32,-20.99,-3882.25,-102.19
