ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
MOS,2026-09-11 09:54,Keybanc,,Sector Weight,init,,0.0,0.0,NEUTRAL,1
SMMT,2026-09-09 21:20,Jefferies,Hold,Buy,up,Raises,25.0,15.0,BULL,4
TH,2026-09-14 15:38,Morgan Stanley,Overweight,Overweight,main,Raises,25.0,22.0,BULL,2
TH,2026-09-08 16:55,Oppenheimer,Outperform,Outperform,main,Raises,27.0,24.0,BULL,2
DK,2026-09-14 18:14,Raymond James,Outperform,Outperform,main,Raises,90.0,72.0,BULL,2
DK,2026-09-14 14:57,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,81.0,45.0,BULL,2
DK,2026-09-14 14:09,TD Cowen,Buy,Buy,main,Raises,90.0,76.0,BULL,2
GH,2026-09-09 17:50,UBS,Buy,Buy,main,Raises,225.0,175.0,BULL,2
GH,2026-09-08 12:16,Rothschild & Co,,Buy,init,Announces,203.0,0.0,BULL,3
INTC,2026-09-15 20:03,Tigress Financial,Buy,Buy,main,Raises,145.0,118.0,BULL,2
INTC,2026-09-10 12:23,Piper Sandler,,Neutral,init,Announces,110.0,0.0,NEUTRAL,1
INTC,2026-09-08 15:24,Northland Capital Markets,Market Perform,Outperform,up,Announces,120.0,0.0,BULL,4
INTC,2026-09-04 15:54,Mizuho,Neutral,Neutral,main,Lowers,92.0,109.0,BEAR,2
PDSB,2026-09-08 17:21,HC Wainwright & Co.,Buy,Buy,main,Lowers,5.0,7.0,BEAR,2
FLNC,2026-09-17 11:55,Canaccord Genuity,Buy,Buy,main,Lowers,15.0,24.0,BEAR,2
FLNC,2026-09-17 10:12,Needham,Hold,Hold,reit,,0.0,0.0,NEUTRAL,1
FLNC,2026-09-17 09:29,Baird,Neutral,Underperform,down,Lowers,3.0,10.0,BEAR,4
FLNC,2026-09-11 17:28,Mizuho,Underperform,Underperform,main,Lowers,8.0,15.0,BEAR,2
FLNC,2026-09-09 16:55,Piper Sandler,,Underweight,init,Announces,6.0,0.0,BEAR,3
FLNC,2026-09-03 21:15,Barclays,Equal-Weight,Underweight,down,Lowers,10.0,16.0,BEAR,4
FIVN,2026-09-16 13:33,FBN Securities,,Outperform,init,Announces,40.0,0.0,BULL,3
AESI,2026-09-03 16:17,Citigroup,Buy,Buy,main,Lowers,17.0,21.0,BEAR,2
HTFL,2026-09-09 13:21,UBS,,Neutral,init,Announces,55.0,0.0,NEUTRAL,1
PS,2026-09-03 15:27,Tigress Financial,Neutral,Neutral,main,Raises,41.0,39.0,BULL,2
PS,2026-09-03 13:55,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,36.0,34.0,BULL,2
HNGE,2026-09-08 17:43,Stifel,Buy,Buy,main,Raises,115.0,96.0,BULL,2
GRAL,2026-09-09 13:19,UBS,,Buy,init,Announces,105.0,0.0,BULL,3
FROG,2026-09-04 15:35,DA Davidson,Buy,Buy,main,Maintains,115.0,115.0,NEUTRAL,1
FROG,2026-09-04 11:02,BTIG,Buy,Buy,reit,Maintains,115.0,115.0,NEUTRAL,1
FROG,2026-09-03 15:36,TD Cowen,Buy,Buy,reit,Maintains,120.0,120.0,NEUTRAL,1
FROG,2026-09-03 14:01,RBC Capital,Outperform,Outperform,reit,Maintains,118.0,118.0,NEUTRAL,1
FROG,2026-09-03 10:12,Needham,Buy,Buy,reit,Maintains,115.0,115.0,NEUTRAL,1
PARR,2026-09-14 18:10,Raymond James,Outperform,Outperform,main,Raises,104.0,90.0,BULL,2
BMNR,2026-09-10 12:13,Cantor Fitzgerald,Overweight,Overweight,main,Raises,63.6,30.6,BULL,2
BMNR,2026-09-03 18:14,B. Riley Securities,Buy,Buy,main,Raises,30.0,25.0,BULL,2
PHVS,2026-09-10 14:17,Guggenheim,Buy,Buy,main,Raises,44.0,40.0,BULL,2
PHVS,2026-09-09 17:30,Morgan Stanley,Overweight,Overweight,main,Raises,62.0,46.0,BULL,2
PHVS,2026-09-09 16:04,Leerink Partners,Outperform,Outperform,main,Raises,65.0,50.0,BULL,2
PHVS,2026-09-09 14:16,Wells Fargo,Overweight,Overweight,main,Raises,65.0,55.0,BULL,2
PHVS,2026-09-09 13:35,RBC Capital,Outperform,Outperform,main,Raises,62.0,52.0,BULL,2
PHVS,2026-09-09 13:06,Citizens,Market Outperform,Market Outperform,main,Raises,79.0,75.0,BULL,2
PHVS,2026-09-09 12:12,Wedbush,Outperform,Outperform,main,Raises,50.0,42.0,BULL,2
PHVS,2026-09-08 15:50,HC Wainwright & Co.,Buy,Buy,reit,Maintains,60.0,60.0,NEUTRAL,1
PHVS,2026-09-08 13:19,Wedbush,Outperform,Outperform,reit,Maintains,42.0,42.0,NEUTRAL,1
SMWB,2026-09-16 09:54,Needham,Hold,Buy,up,Announces,11.0,0.0,BULL,4
SGMT,2026-09-09 13:09,Barclays,Equal-Weight,Overweight,up,Raises,18.0,8.0,BULL,4
SGMT,2026-09-09 11:05,Cantor Fitzgerald,,Overweight,init,Announces,10.71,0.0,BULL,3
FTH,2026-09-16 12:10,Guggenheim,,Buy,init,Announces,70.0,0.0,BULL,3
FTH,2026-09-14 17:25,LUCID CAPITAL MARKETS,,Buy,init,Announces,59.0,0.0,BULL,3
FTH,2026-09-09 14:28,TD Cowen,,Buy,init,,0.0,0.0,BULL,3
FEIM,2026-09-14 20:36,Freedom Broker,Buy,Hold,down,Raises,91.0,77.0,BEAR,4
DAVE,2026-09-15 15:38,JP Morgan,,Overweight,init,Announces,480.0,0.0,BULL,3
