dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,406,175,230,1,43.1,29.58,12009.56,-100.56
scanner,abook,450,149,265,36,33.11,10.65,4793.45,-100.64
scanner,short,163,65,97,1,39.88,20.8,3391.19,-100.68
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,161,72,88,1,44.72,34.67,5581.65,-100.56
gap_tier,(none),450,149,265,36,33.11,10.65,4793.45,-100.64
gap_tier,EXTREME,97,46,48,3,47.42,44.42,4308.54,-100.46
gap_tier,IN_BAND,304,94,159,51,30.92,10.64,3233.71,-100.26
gap_tier,STRETCHED,157,42,97,18,26.75,-7.56,-1186.29,-100.68
regime,FAVORABLE,856,297,467,92,34.7,16.58,14196.07,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,186,58,121,7,31.18,-2.49,-463.14,-100.68
stop_method,FIXED,1019,389,592,38,38.17,19.82,20194.2,-100.68
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,961,335,535,91,34.86,15.71,15100.52,-100.64
side,SHORT,208,68,122,18,32.69,7.84,1630.54,-100.68
setup,MOO_GENESIS,406,175,230,1,43.1,29.58,12009.56,-100.56
setup,MOO,450,149,265,36,33.11,10.65,4793.45,-100.64
setup,SHORT_GENESIS_9_33,163,65,97,1,39.88,20.8,3391.19,-100.68
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,986,335,571,80,33.98,11.48,11319.62,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
cohort,MID,627,227,338,62,36.2,21.31,13360.25,-100.03
cohort,PENNY,542,176,319,47,32.47,6.22,3370.81,-100.68
conviction_band,(none),1169,403,657,109,34.47,14.31,16731.06,-100.68
regime_x_scanner,FAVORABLE | momentum,297,123,174,0,41.41,24.23,7195.38,-100.46
regime_x_scanner,FAVORABLE | abook,296,109,161,26,36.82,23.17,6859.72,-100.64
regime_x_scanner,FAVORABLE | short,119,51,67,1,42.86,30.2,3593.57,-100.63
regime_x_scanner,HOSTILE | momentum,68,33,34,1,48.53,47.28,3214.84,-100.56
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,34,9,25,0,26.47,-20.66,-702.42,-100.68
regime_x_scanner,HOSTILE | abook,84,16,62,6,19.05,-35.42,-2975.56,-100.09
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
