system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,9078,787,1867,3117,3307,13.6,-94.21,-0.01,-1.0,59,2026-05-21,2026-08-27,NEUTRAL
FAM,score-band,90+,1000,50,193,584,173,6.0,-91.35,-0.091,-9.1,59,2026-05-21,2026-08-27,NEUTRAL
FAM,score-band,70-79,5803,369,1154,2686,1594,8.8,-649.1,-0.112,-11.2,59,2026-05-21,2026-08-27,AVOID
FAM,score-band,80-89,2486,161,494,1175,656,8.8,-284.28,-0.114,-11.4,59,2026-05-21,2026-08-27,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BUY_LOWER_DIRTY,39,13,14,9,3,36.1,6.12,0.157,15.7,20,2026-05-28,2026-08-27,TRUSTED
FAM,setup,BULL_BOUNCE,1252,182,96,741,233,17.9,134.43,0.107,10.7,40,2026-05-21,2026-08-27,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,122,17,29,73,3,14.3,-2.86,-0.023,-2.3,34,2026-05-22,2026-08-27,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,6363,383,1395,2227,2358,9.6,-256.18,-0.04,-4.0,59,2026-05-21,2026-08-27,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,9381,668,1821,3906,2986,10.4,-798.91,-0.085,-8.5,42,2026-05-21,2026-08-27,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,950,82,189,555,124,9.9,-81.39,-0.086,-8.6,40,2026-05-21,2026-08-27,NEUTRAL
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,SHORT_UPPER_DIRTY,40,7,19,7,7,21.2,-7.92,-0.198,-19.8,22,2026-05-28,2026-08-27,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,12,0,6,6,0,0.0,-5.36,-0.447,-44.7,9,2026-05-27,2026-08-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,19,1,11,2,5,7.1,-9.61,-0.506,-50.6,13,2026-05-29,2026-08-26,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,77,7,50,18,2,9.3,-39.29,-0.51,-51.0,23,2026-05-21,2026-08-27,AVOID
FAM,setup,CHANNEL_BREAKOUT,31,2,22,3,4,7.4,-18.37,-0.593,-59.3,17,2026-05-28,2026-08-27,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,6,0,4,2,0,0.0,-4.0,-0.667,-66.7,5,2026-05-29,2026-08-25,TENTATIVE
FEM,mode,BOUNCE,514,195,50,219,50,42.0,208.44,0.406,40.6,75,2026-04-16,2026-08-27,TRUSTED
FEM,mode,PULLBACK,758,218,100,178,262,44.0,189.47,0.25,25.0,77,2026-04-01,2026-08-27,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,894,409,27,232,226,61.2,517.86,0.579,57.9,80,2026-04-01,2026-08-27,TRUSTED
FEM,score-band,60-69,143,9,39,48,47,9.4,-22.89,-0.16,-16.0,47,2026-04-01,2026-08-25,AVOID
FEM,score-band,80-89,236,18,75,86,57,10.1,-51.37,-0.218,-21.8,51,2026-04-01,2026-08-21,AVOID
FEM,score-band,70-79,143,6,36,45,56,6.9,-34.87,-0.244,-24.4,54,2026-04-01,2026-08-27,AVOID
FEM,tier,T1-STRONG_LONG,739,261,28,223,227,51.0,367.31,0.497,49.7,75,2026-04-01,2026-08-26,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,416,131,60,139,86,39.7,60.95,0.147,14.7,82,2026-04-01,2026-08-27,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
