system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,3235,457,837,1097,844,19.1,139.91,0.043,4.3,33,2026-05-21,2026-07-22,NEUTRAL
FAM,score-band,80-89,1020,92,259,465,204,11.3,-96.88,-0.095,-9.5,33,2026-05-21,2026-07-22,NEUTRAL
FAM,score-band,70-79,2037,196,524,883,434,12.2,-242.72,-0.119,-11.9,33,2026-05-21,2026-07-22,AVOID
FAM,score-band,90+,481,28,133,252,68,6.8,-62.05,-0.129,-12.9,33,2026-05-21,2026-07-22,AVOID
FAM,setup,CHANNEL_TOP_REJECT,4,3,0,0,1,100.0,4.5,1.125,112.5,3,2026-06-23,2026-06-25,TENTATIVE
FAM,setup,BULL_BOUNCE,301,76,26,163,36,28.7,83.4,0.277,27.7,20,2026-05-21,2026-07-10,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,60,11,12,35,2,19.0,4.96,0.083,8.3,18,2026-05-22,2026-07-09,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,8,3,4,1,0,37.5,0.3,0.037,3.7,7,2026-05-28,2026-07-09,TENTATIVE
FAM,setup,BULL_BOUNCE_CONFIRMED,282,40,45,169,28,15.7,10.07,0.036,3.6,20,2026-05-21,2026-07-10,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,9,3,5,1,0,33.3,-0.02,-0.002,-0.2,8,2026-05-28,2026-07-09,TENTATIVE
FAM,setup,BEAR_REJECTION_PENDING,2772,244,721,980,827,12.5,-37.1,-0.013,-1.3,33,2026-05-21,2026-07-22,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,3188,383,830,1321,654,15.1,-241.66,-0.076,-7.6,21,2026-05-21,2026-07-10,NEUTRAL
FAM,setup,CHANNEL_BREAKOUT,14,2,10,1,1,15.4,-6.22,-0.444,-44.4,7,2026-05-28,2026-06-30,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,59,7,39,13,0,11.9,-28.72,-0.487,-48.7,13,2026-05-21,2026-07-09,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,7,0,5,1,1,0.0,-5.11,-0.73,-73.0,5,2026-05-29,2026-07-09,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,3,0,3,0,0,0.0,-3.0,-1.0,-100.0,3,2026-05-27,2026-07-22,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FEM,mode,BOUNCE,259,162,26,62,9,64.8,186.91,0.722,72.2,34,2026-05-13,2026-07-21,TRUSTED
FEM,mode,PULLBACK,306,187,49,49,21,65.6,189.73,0.62,62.0,36,2026-05-13,2026-07-22,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,376,355,0,21,0,94.4,465.39,1.238,123.8,35,2026-05-13,2026-07-22,TRUSTED
FEM,score-band,70-79,47,4,18,22,3,9.1,-17.64,-0.375,-37.5,26,2026-05-13,2026-07-10,AVOID
FEM,score-band,60-69,38,1,14,21,2,2.8,-15.5,-0.408,-40.8,23,2026-05-14,2026-07-21,AVOID
FEM,score-band,80-89,90,5,42,36,7,6.0,-38.47,-0.427,-42.7,29,2026-05-13,2026-07-13,AVOID
FEM,tier,T1-STRONG_LONG,269,227,11,27,4,85.7,325.97,1.212,121.2,33,2026-05-13,2026-07-21,TRUSTED
FEM,tier,T2-LONG,211,107,34,61,9,53.0,64.08,0.304,30.4,36,2026-05-13,2026-07-22,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
