dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,149,59,90,0,39.6,18.68,2783.49,-100.46
scanner,short,71,29,42,0,40.85,22.46,1594.81,-100.68
scanner,intraday,62,9,12,41,14.52,14.46,896.46,-99.98
scanner,abook,116,33,73,10,28.45,-0.25,-28.88,-100.64
gap_tier,EXTREME,36,20,15,1,55.56,66.89,2407.98,-100.46
gap_tier,PARABOLIC,45,21,23,1,46.67,41.94,1887.18,-100.37
gap_tier,IN_BAND,130,40,63,27,30.77,14.16,1840.36,-100.26
gap_tier,(none),116,33,73,10,28.45,-0.25,-28.88,-100.64
gap_tier,STRETCHED,71,16,43,12,22.54,-12.12,-860.76,-100.68
regime,FAVORABLE,335,114,172,49,34.03,19.43,6509.18,-100.64
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,CHOP,30,7,21,2,23.33,-22.16,-664.67,-100.37
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,336,121,205,10,36.01,12.94,4349.42,-100.68
stop_method,PM low,34,6,4,24,17.65,28.21,959.05,-99.9
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,302,98,170,34,32.45,11.3,3413.83,-100.64
side,SHORT,96,32,47,17,33.33,19.08,1832.05,-100.68
setup,MOO_GENESIS,149,59,90,0,39.6,18.68,2783.49,-100.46
setup,SHORT_GENESIS_9_33,71,29,42,0,40.85,22.46,1594.81,-100.68
setup,HOLDING-LONG,26,6,3,17,23.08,40.15,1043.8,-99.9
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,MOO,116,33,73,10,28.45,-0.25,-28.88,-100.64
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,6,0,2,4,0.0,-25.38,-152.27,-99.98
setup,ORB-LONG,5,0,2,3,0.0,-46.46,-232.31,-99.95
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,215,62,131,22,28.84,-0.77,-165.56,-100.68
cohort,MID,222,70,127,25,31.53,9.1,2021.15,-100.01
cohort,PENNY,176,60,90,26,34.09,18.32,3224.73,-100.68
conviction_band,(none),398,130,217,51,32.66,13.18,5245.88,-100.68
