system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,4616,546,1187,1516,1367,16.8,1.01,0.0,0.0,42,2026-05-21,2026-08-04,NEUTRAL
FAM,score-band,80-89,1291,108,306,576,301,10.9,-123.06,-0.095,-9.5,42,2026-05-21,2026-08-04,NEUTRAL
FAM,score-band,70-79,2711,221,672,1138,680,10.9,-335.76,-0.124,-12.4,42,2026-05-21,2026-08-04,AVOID
FAM,score-band,90+,589,30,150,311,98,6.1,-79.78,-0.135,-13.5,42,2026-05-21,2026-08-04,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,408,88,36,223,61,25.4,95.02,0.233,23.3,24,2026-05-21,2026-08-04,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,70,12,16,40,2,17.6,2.58,0.037,3.7,22,2026-05-22,2026-08-04,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,378,46,69,224,39,13.6,-3.57,-0.009,-0.9,24,2026-05-21,2026-08-04,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,4176,306,1075,1393,1402,11.0,-224.84,-0.054,-5.4,42,2026-05-21,2026-08-04,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,3978,432,988,1628,930,14.2,-318.69,-0.08,-8.0,26,2026-05-21,2026-08-04,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,13,4,7,2,0,30.8,-1.32,-0.102,-10.2,11,2026-05-28,2026-08-04,TENTATIVE
FAM,setup,SHORT_UPPER_DIRTY,13,3,8,1,1,25.0,-3.02,-0.232,-23.2,11,2026-05-28,2026-08-03,TENTATIVE
FAM,setup,CHANNEL_BREAKOUT,18,2,12,2,2,12.5,-8.03,-0.446,-44.6,9,2026-05-28,2026-08-03,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,63,7,40,14,2,11.5,-28.22,-0.448,-44.8,15,2026-05-21,2026-08-04,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,5,0,4,1,0,0.0,-3.25,-0.65,-65.0,5,2026-05-27,2026-07-31,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,9,0,6,1,2,0.0,-6.11,-0.679,-67.9,7,2026-05-29,2026-07-31,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FEM,mode,BOUNCE,460,173,48,189,50,42.2,170.73,0.371,37.1,59,2026-04-16,2026-08-04,TRUSTED
FEM,mode,PULLBACK,732,204,96,173,259,43.1,173.4,0.237,23.7,63,2026-04-01,2026-08-03,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,839,375,27,211,226,61.2,460.5,0.549,54.9,63,2026-04-01,2026-08-04,TRUSTED
FEM,score-band,60-69,137,8,37,45,47,8.9,-23.22,-0.169,-16.9,43,2026-04-01,2026-07-31,AVOID
FEM,score-band,80-89,230,18,74,82,56,10.3,-50.44,-0.219,-21.9,47,2026-04-01,2026-07-13,AVOID
FEM,score-band,70-79,134,5,33,42,54,6.2,-32.82,-0.245,-24.5,47,2026-04-01,2026-08-03,AVOID
FEM,tier,T1-STRONG_LONG,696,238,27,206,225,50.5,327.03,0.47,47.0,61,2026-04-01,2026-08-04,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,379,118,55,121,85,40.1,47.45,0.125,12.5,65,2026-04-01,2026-08-04,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
