system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,8706,773,1816,2996,3121,13.8,-79.96,-0.009,-0.9,58,2026-05-21,2026-08-26,NEUTRAL
FAM,score-band,90+,972,48,190,564,170,6.0,-88.91,-0.091,-9.1,58,2026-05-21,2026-08-26,NEUTRAL
FAM,score-band,70-79,5536,359,1115,2542,1520,8.9,-613.46,-0.111,-11.1,58,2026-05-21,2026-08-26,AVOID
FAM,score-band,80-89,2384,160,486,1120,618,9.1,-273.98,-0.115,-11.5,58,2026-05-21,2026-08-26,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,1178,175,89,694,220,18.3,136.23,0.116,11.6,39,2026-05-21,2026-08-26,TRUSTED
FAM,setup,BUY_LOWER_DIRTY,36,11,14,8,3,33.3,3.08,0.086,8.6,19,2026-05-28,2026-08-26,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,120,17,29,71,3,14.5,-2.31,-0.019,-1.9,33,2026-05-22,2026-08-26,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,6243,383,1383,2186,2291,9.7,-252.75,-0.04,-4.0,58,2026-05-21,2026-08-26,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,894,80,180,521,113,10.2,-74.52,-0.083,-8.3,39,2026-05-21,2026-08-26,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,8874,652,1749,3696,2777,10.7,-746.67,-0.084,-8.4,41,2026-05-21,2026-08-26,NEUTRAL
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,SHORT_UPPER_DIRTY,38,7,19,6,6,21.9,-7.68,-0.202,-20.2,21,2026-05-28,2026-08-26,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,9,0,5,4,0,0.0,-3.98,-0.442,-44.2,8,2026-05-27,2026-08-26,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,19,1,11,2,5,7.1,-9.61,-0.506,-50.6,13,2026-05-29,2026-08-26,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,76,7,50,17,2,9.5,-40.47,-0.532,-53.2,22,2026-05-21,2026-08-26,AVOID
FAM,setup,CHANNEL_BREAKOUT,30,2,22,2,4,7.7,-18.03,-0.601,-60.1,16,2026-05-28,2026-08-26,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,6,0,4,2,0,0.0,-4.0,-0.667,-66.7,5,2026-05-29,2026-08-25,TENTATIVE
FEM,mode,BOUNCE,513,195,50,218,50,42.1,208.72,0.407,40.7,74,2026-04-16,2026-08-26,TRUSTED
FEM,mode,PULLBACK,756,217,100,177,262,43.9,187.66,0.248,24.8,76,2026-04-01,2026-08-26,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,892,408,27,231,226,61.3,516.05,0.579,57.9,79,2026-04-01,2026-08-26,TRUSTED
FEM,score-band,60-69,143,9,39,48,47,9.4,-22.89,-0.16,-16.0,47,2026-04-01,2026-08-25,AVOID
FEM,score-band,80-89,236,18,75,86,57,10.1,-51.37,-0.218,-21.8,51,2026-04-01,2026-08-21,AVOID
FEM,score-band,70-79,142,6,36,44,56,7.0,-34.59,-0.244,-24.4,53,2026-04-01,2026-08-24,AVOID
FEM,tier,T1-STRONG_LONG,739,261,28,223,227,51.0,367.31,0.497,49.7,75,2026-04-01,2026-08-26,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,413,130,60,137,86,39.8,59.42,0.144,14.4,81,2026-04-01,2026-08-26,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
