ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
ADPT,2026-07-30 17:21,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,22.0,20.0,BULL,2
ADPT,2026-07-30 15:33,TD Cowen,Buy,Buy,main,Raises,28.0,25.0,BULL,2
ADPT,2026-07-30 13:48,Guggenheim,Buy,Buy,main,Raises,25.0,22.0,BULL,2
ADPT,2026-07-30 09:44,BTIG,Buy,Buy,main,Raises,25.0,24.0,BULL,2
WAY,2026-07-30 20:26,UBS,Buy,Buy,main,Lowers,33.0,37.0,BEAR,2
WAY,2026-07-30 13:53,Wells Fargo,Overweight,Overweight,main,Lowers,33.0,36.0,BEAR,2
WAY,2026-07-30 09:41,Needham,Buy,Buy,reit,Maintains,33.0,33.0,NEUTRAL,1
GLOB,2026-07-27 16:29,Citigroup,Neutral,Neutral,main,Lowers,37.0,42.0,BEAR,2
NET,2026-07-23 14:37,Oppenheimer,Outperform,Outperform,main,Raises,330.0,300.0,BULL,2
NET,2026-07-21 16:19,Truist Securities,Buy,Buy,main,Raises,300.0,250.0,BULL,2
NET,2026-07-20 13:38,Citizens,Market Outperform,Market Outperform,main,Raises,330.0,270.0,BULL,2
NET,2026-07-20 12:43,Wells Fargo,Overweight,Overweight,main,Raises,300.0,270.0,BULL,2
NET,2026-07-17 17:04,Morgan Stanley,Overweight,Overweight,main,Raises,322.0,305.0,BULL,2
FBIN,2026-07-28 16:43,BMO Capital,Market Perform,Market Perform,main,Raises,53.0,50.0,BULL,2
WIX,2026-07-30 10:28,Raymond James,Strong Buy,Outperform,down,Lowers,70.0,75.0,BEAR,4
WIX,2026-07-29 16:35,Benchmark,Buy,Buy,main,Lowers,85.0,115.0,BEAR,2
WIX,2026-07-21 12:09,Morgan Stanley,Overweight,Equal-Weight,down,Lowers,60.0,112.0,BEAR,4
IMNM,2026-07-21 13:32,Wedbush,Outperform,Outperform,reit,Maintains,31.0,31.0,NEUTRAL,1
MBX,2026-07-29 15:49,Mizuho,Outperform,Outperform,main,Raises,91.0,57.0,BULL,2
