ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
INSP,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,68.81,65.37,75.32,76.59,29,1.89,70.5,70.9800033569336,68.12999725341797,609837.0,2.46,CLOSED,0.49,FAVORABLE,MARKET,20,COMPRESSION,2026-09-25_1734,2026-09-25
ORCL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,140.04,128.55,157.6,,8,1.53,137.10000610351562,140.87759399414062,136.9199981689453,23308696.0,-2.1,CLOSED_LOSS,-0.26,FAVORABLE,MARKET,20,COMPRESSION,2026-09-25_1734,2026-09-25
WBD,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,30.81,27.81,32.35,,33,0.51,30.860000610351562,30.8700008392334,30.799999237060547,23634241.0,0.16,CLOSED,0.02,FAVORABLE,MARKET,2,MINOR,2026-09-25_1734,2026-09-25
ATAI,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,7.33,6.96,7.7,,272,1.0,nan,nan,nan,nan,nan,NO_FILL,0.0,FAVORABLE,MARKET,4,MINOR,2026-09-25_1734,2026-09-25
XMTR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,97.75,94.98,104.32,107.31,36,2.37,100.56999969482422,104.41000366210938,97.05000305175781,595317.0,2.88,TARGET_HIT,1.5,FAVORABLE,MARKET,20,MINOR,2026-09-25_1734,2026-09-25
GPN,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,85.22,80.52,96.95,,21,2.49,86.48999786376953,86.74500274658203,84.96499633789062,2006382.0,1.49,CLOSED,0.27,FAVORABLE,MARKET,20,COMPRESSION,2026-09-25_1734,2026-09-25
AMLX,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,29.91,28.41,32.88,,66,1.99,29.489999771118164,30.700000762939453,29.469999313354492,1186047.0,-1.4,CLOSED_LOSS,-0.28,FAVORABLE,MARKET,20,MINOR,2026-09-25_1734,2026-09-25
KOLD,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,24.5,23.27,26.8,27.83,81,1.88,24.690000534057617,25.780000686645508,24.46500015258789,5195899.0,0.78,CLOSED,0.15,FAVORABLE,MARKET,13,VACUUM,2026-09-25_1734,2026-09-25
DASH,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,186.5,172.05,208.94,,6,1.55,193.36000061035156,193.6699981689453,187.52999877929688,2871514.0,3.68,NO_FILL,0.0,FAVORABLE,MARKET,20,CONVICTION,2026-09-25_1734,2026-09-25
DSGX,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,80.13,75.66,87.0,92.12,22,1.54,78.61000061035156,80.69999694824219,78.43000030517578,353791.0,-1.9,CLOSED_LOSS,-0.34,FAVORABLE,MARKET,20,COMPRESSION,2026-09-25_1734,2026-09-25
SRZN,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,32.1,30.5,33.71,,62,1.0,29.540000915527344,37.83000183105469,28.549999237060547,1926906.0,-7.99,STOPPED,-1.0,FAVORABLE,MARKET,7,VACUUM,2026-09-25_1734,2026-09-25
INTU,LONG,CONVICTION,99.9,BULL_BOUNCE_PENDING,275.32,254.33,312.29,,4,1.76,275.7900085449219,277.3900146484375,271.44000244140625,3370748.0,0.17,CLOSED,0.02,FAVORABLE,MARKET,20,CONVICTION,2026-09-25_1734,2026-09-25
MSFU,LONG,CONVICTION,99.6,BULL_BOUNCE_PENDING,36.98,35.13,42.19,41.16,54,2.82,39.81999969482422,40.3380012512207,37.029998779296875,6442768.0,7.68,NO_FILL,0.0,FAVORABLE,MARKET,20,COMPRESSION,2026-09-25_1734,2026-09-25
AVTR,LONG,CONVICTION,99.0,BULL_BOUNCE_PENDING,15.48,14.71,16.25,,129,1.0,15.25,15.359999656677246,15.085000038146973,6529464.0,-1.49,CLOSED_LOSS,-0.3,FAVORABLE,MARKET,12,COMPRESSION,2026-09-25_1734,2026-09-25
GDDY,LONG,CONVICTION,98.9,BULL_BOUNCE_PENDING,100.0,95.0,112.85,112.85,20,2.57,97.13999938964844,100.37000274658203,96.32969665527344,2679851.0,-2.86,CLOSED_LOSS,-0.57,FAVORABLE,MARKET,19,COMPRESSION,2026-09-25_1734,2026-09-25
PCOR,LONG,CONVICTION,98.9,BULL_BOUNCE_PENDING,49.5,46.95,53.87,55.7,39,1.72,49.29999923706055,49.935001373291016,48.900001525878906,2569313.0,-0.4,CLOSED_LOSS,-0.08,FAVORABLE,MARKET,20,CONVICTION,2026-09-25_1734,2026-09-25
GLND,LONG,CONVICTION,98.8,BULL_BOUNCE_PENDING,6.55,5.9,6.88,,154,0.51,5.539999961853027,6.690000057220459,4.829999923706055,118362398.0,-15.42,STOPPED,-1.0,FAVORABLE,MARKET,0,NONE,2026-09-25_1734,2026-09-25
ADBE,LONG,CONVICTION,98.8,BULL_BOUNCE_PENDING,237.91,223.98,262.81,,7,1.79,235.47000122070312,241.16000366210938,234.9600067138672,3107436.0,-1.03,CLOSED_LOSS,-0.18,FAVORABLE,MARKET,20,CONVICTION,2026-09-25_1734,2026-09-25
ECO,LONG,CONVICTION,97.8,BULL_BOUNCE_PENDING,77.26,70.99,87.09,,15,1.57,77.9000015258789,79.70999908447266,76.4000015258789,655212.0,0.83,CLOSED,0.1,FAVORABLE,MARKET,20,CONVICTION,2026-09-25_1734,2026-09-25
SMCIP,LONG,CONVICTION,97.4,BULL_BOUNCE_PENDING,69.3,65.63,72.77,,27,0.94,72.19999694824219,73.05999755859375,70.4000015258789,1171736.0,4.18,NO_FILL,0.0,FAVORABLE,MARKET,16,MINOR,2026-09-25_1734,2026-09-25
SE,LONG,CONVICTION,97.1,BULL_BOUNCE_PENDING,100.8,95.27,111.29,115.11,18,1.9,99.55000305175781,100.72000122070312,99.26000213623047,2024623.0,-1.24,CLOSED_LOSS,-0.23,FAVORABLE,MARKET,20,CONVICTION,2026-09-25_1734,2026-09-25
WPM,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,144.35,133.37,161.25,,9,1.54,142.9199981689453,144.6614990234375,141.89999389648438,1788064.0,-0.99,CLOSED_LOSS,-0.13,FAVORABLE,MARKET,20,CONVICTION,2026-09-25_1734,2026-09-25
MHK,LONG,CONVICTION,95.7,BULL_BOUNCE_PENDING,119.47,112.7,134.9,,14,2.28,125.16000366210938,125.66999816894531,118.91000366210938,1041560.0,4.76,CLOSED,0.84,FAVORABLE,MARKET,20,COMPRESSION,2026-09-25_1734,2026-09-25
