dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,135,54,81,0,40.0,19.88,2684.16,-100.46
scanner,short,69,27,42,0,39.13,17.32,1194.87,-100.68
scanner,abook,102,33,61,8,32.35,11.13,1135.06,-100.64
scanner,intraday,62,9,12,41,14.52,14.46,896.46,-99.98
gap_tier,EXTREME,33,18,14,1,54.55,63.88,2108.08,-100.46
gap_tier,PARABOLIC,40,19,20,1,47.5,44.68,1787.28,-100.36
gap_tier,IN_BAND,123,37,59,27,30.08,13.34,1640.89,-100.26
gap_tier,(none),102,33,61,8,32.35,11.13,1135.06,-100.64
gap_tier,STRETCHED,70,16,42,12,22.86,-10.87,-760.76,-100.68
regime,FAVORABLE,335,114,172,49,34.03,19.43,6509.18,-100.64
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,306,114,184,8,37.25,16.39,5014.09,-100.68
stop_method,PM low,34,6,4,24,17.65,28.21,959.05,-99.9
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,274,93,149,32,33.94,16.34,4478.44,-100.64
side,SHORT,94,30,47,17,31.91,15.24,1432.11,-100.68
setup,MOO_GENESIS,135,54,81,0,40.0,19.88,2684.16,-100.46
setup,SHORT_GENESIS_9_33,69,27,42,0,39.13,17.32,1194.87,-100.68
setup,MOO,102,33,61,8,32.35,11.13,1135.06,-100.64
setup,HOLDING-LONG,26,6,3,17,23.08,40.15,1043.8,-99.9
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,6,0,2,4,0.0,-25.38,-152.27,-99.98
setup,ORB-LONG,5,0,2,3,0.0,-46.46,-232.31,-99.95
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,185,55,110,20,29.73,2.7,499.11,-100.68
cohort,MID,204,67,114,23,32.84,13.17,2685.82,-100.01
cohort,PENNY,164,56,82,26,34.15,19.66,3224.73,-100.68
conviction_band,(none),368,123,196,49,33.42,16.06,5910.55,-100.68
