dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,abook,88,33,47,8,37.5,28.78,2532.36,-100.64
scanner,momentum,123,49,74,0,39.84,19.38,2383.67,-100.46
scanner,short,63,24,39,0,38.1,14.23,896.56,-100.63
scanner,intraday,62,9,12,41,14.52,14.46,896.46,-99.98
gap_tier,(none),88,33,47,8,37.5,28.78,2532.36,-100.64
gap_tier,EXTREME,33,18,14,1,54.55,63.88,2108.08,-100.46
gap_tier,IN_BAND,118,34,57,27,28.81,10.52,1241.15,-100.26
gap_tier,PARABOLIC,34,15,18,1,44.12,34.92,1187.4,-100.36
gap_tier,STRETCHED,63,15,36,12,23.81,-5.71,-359.94,-100.63
regime,FAVORABLE,335,114,172,49,34.03,19.43,6509.18,-100.64
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
stop_method,FIXED,274,106,160,8,38.69,21.21,5812.59,-100.64
stop_method,PM low,34,6,4,24,17.65,28.21,959.05,-99.9
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,248,88,128,32,35.48,22.48,5575.25,-100.64
side,SHORT,88,27,44,17,30.68,12.88,1133.8,-100.63
setup,MOO,88,33,47,8,37.5,28.78,2532.36,-100.64
setup,MOO_GENESIS,123,49,74,0,39.84,19.38,2383.67,-100.46
setup,HOLDING-LONG,26,6,3,17,23.08,40.15,1043.8,-99.9
setup,SHORT_GENESIS_9_33,63,24,39,0,38.1,14.23,896.56,-100.63
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,6,0,2,4,0.0,-25.38,-152.27,-99.98
setup,ORB-LONG,5,0,2,3,0.0,-46.46,-232.31,-99.95
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,153,47,86,20,30.72,8.48,1297.61,-100.63
cohort,MID,189,64,102,23,33.86,17.37,3283.45,-100.01
cohort,PENNY,147,51,70,26,34.69,23.3,3425.6,-100.64
conviction_band,(none),336,115,172,49,34.23,19.97,6709.05,-100.64
