system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,11026,889,2383,3795,3959,12.6,-323.42,-0.029,-2.9,64,2026-05-21,2026-09-03,NEUTRAL
FAM,score-band,90+,1214,58,228,707,221,5.8,-109.25,-0.09,-9.0,64,2026-05-21,2026-09-03,NEUTRAL
FAM,score-band,70-79,7000,408,1414,3225,1953,8.1,-794.4,-0.113,-11.3,64,2026-05-21,2026-09-03,AVOID
FAM,score-band,80-89,3022,172,610,1416,824,7.8,-352.07,-0.117,-11.7,64,2026-05-21,2026-09-03,AVOID
FAM,setup,CHANNEL_TOP_REJECT,15,7,3,0,5,70.0,7.5,0.5,50.0,9,2026-06-23,2026-09-03,TENTATIVE
FAM,setup,BULL_BOUNCE,1453,205,116,881,251,17.1,130.44,0.09,9.0,42,2026-05-21,2026-08-31,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,47,14,17,12,4,32.6,4.17,0.089,8.9,22,2026-05-28,2026-08-31,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,135,19,34,78,4,14.5,-4.87,-0.036,-3.6,36,2026-05-22,2026-08-31,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,8830,474,2036,3111,3209,8.4,-500.23,-0.057,-5.7,64,2026-05-21,2026-09-03,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1011,87,205,591,128,9.9,-93.98,-0.093,-9.3,42,2026-05-21,2026-08-31,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,10498,701,2050,4413,3334,9.8,-989.17,-0.094,-9.4,44,2026-05-21,2026-08-31,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,48,9,21,9,9,23.1,-5.59,-0.116,-11.6,24,2026-05-28,2026-08-31,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,18,0,9,8,1,0.0,-8.42,-0.468,-46.8,12,2026-05-27,2026-09-02,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,79,7,50,20,2,9.1,-40.41,-0.512,-51.2,24,2026-05-21,2026-08-28,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,22,1,14,2,5,5.9,-12.61,-0.573,-57.3,14,2026-05-29,2026-08-28,AVOID
FAM,setup,CHANNEL_BREAKOUT,33,2,24,3,4,6.9,-20.37,-0.617,-61.7,19,2026-05-28,2026-08-31,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DCB_BREAKOUT,6,0,4,2,0,0.0,-4.0,-0.667,-66.7,5,2026-05-29,2026-08-25,TENTATIVE
FEM,mode,BOUNCE,535,205,51,229,50,42.3,223.66,0.418,41.8,80,2026-04-16,2026-09-03,TRUSTED
FEM,mode,PULLBACK,761,220,100,178,263,44.2,192.35,0.253,25.3,80,2026-04-01,2026-09-03,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,911,421,27,237,226,61.5,537.69,0.59,59.0,85,2026-04-01,2026-09-03,TRUSTED
FEM,score-band,60-69,143,9,39,48,47,9.4,-22.89,-0.16,-16.0,47,2026-04-01,2026-08-25,AVOID
FEM,score-band,80-89,239,18,75,89,57,9.9,-51.93,-0.217,-21.7,53,2026-04-01,2026-08-31,AVOID
FEM,score-band,70-79,145,6,37,46,56,6.7,-36.01,-0.248,-24.8,56,2026-04-01,2026-09-01,AVOID
FEM,tier,T1-STRONG_LONG,754,268,28,231,227,50.9,380.72,0.505,50.5,80,2026-04-01,2026-09-03,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,425,136,61,141,87,40.2,65.64,0.154,15.4,87,2026-04-01,2026-09-03,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
