dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,501,216,284,1,43.11,29.56,14808.38,-100.56
scanner,short,202,78,123,1,38.61,16.75,3383.76,-100.68
scanner,abook,728,210,440,78,28.85,0.06,43.94,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,204,88,115,1,43.14,29.81,6081.92,-100.56
gap_tier,EXTREME,121,56,62,3,46.28,40.55,4906.83,-100.46
gap_tier,IN_BAND,384,125,207,52,32.55,12.0,4607.85,-102.19
gap_tier,(none),592,177,359,56,29.9,1.8,1065.89,-100.64
gap_tier,STRETCHED,175,50,107,18,28.57,-3.36,-587.71,-100.68
gap_tier,NONE,105,22,62,21,20.95,-12.4,-1301.84,-100.19
regime,FAVORABLE,1087,347,610,130,31.92,9.53,10353.87,-100.64
regime,CHOP,144,54,80,10,37.5,21.51,3098.05,-100.39
regime,HOSTILE,347,117,219,11,33.72,4.67,1620.77,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1430,504,846,80,35.24,12.82,18335.04,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1334,437,764,133,32.76,9.86,13149.83,-102.19
side,SHORT,247,81,148,18,32.79,6.57,1623.11,-100.68
setup,MOO_GENESIS,501,216,284,1,43.11,29.56,14808.38,-100.56
setup,SHORT_GENESIS_9_33,202,78,123,1,38.61,16.75,3383.76,-100.68
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,MOO,727,210,439,78,28.89,0.2,142.9,-102.19
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1397,450,825,122,32.21,6.77,9460.46,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,899,298,503,98,33.15,12.79,11501.52,-100.03
cohort,PENNY,682,220,409,53,32.26,4.8,3271.42,-102.19
conviction_band,(none),1581,518,912,151,32.76,9.34,14772.94,-102.19
regime_x_scanner,FAVORABLE | momentum,342,139,203,0,40.64,21.92,7497.37,-100.46
regime_x_scanner,HOSTILE | momentum,117,58,58,1,49.57,49.67,5811.31,-100.56
regime_x_scanner,FAVORABLE | abook,467,140,263,64,29.98,7.1,3315.2,-100.64
regime_x_scanner,FAVORABLE | short,134,54,79,1,40.3,22.34,2993.9,-100.63
regime_x_scanner,CHOP | momentum,42,19,23,0,45.24,35.71,1499.7,-100.39
regime_x_scanner,CHOP | abook,86,30,52,4,34.88,12.89,1108.85,-100.19
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,58,19,39,0,32.76,-1.9,-110.18,-100.68
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,172,40,122,10,23.26,-23.72,-4080.36,-102.19
