dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,520,223,295,2,42.88,29.05,15105.57,-100.56
scanner,short,205,81,123,1,39.51,19.43,3983.64,-100.68
scanner,abook,731,210,443,78,28.73,-0.35,-256.07,-102.19
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,213,92,120,1,43.19,29.96,6381.96,-100.56
gap_tier,EXTREME,124,58,62,4,46.77,42.83,5310.84,-100.46
gap_tier,IN_BAND,390,129,209,52,33.08,13.34,5200.87,-102.19
gap_tier,(none),592,177,359,56,29.9,1.8,1065.89,-100.64
gap_tier,STRETCHED,180,50,112,18,27.78,-6.04,-1087.58,-100.68
gap_tier,NONE,107,22,64,21,20.56,-14.04,-1501.98,-100.19
regime,FAVORABLE,1097,352,614,131,32.09,9.99,10957.68,-100.64
regime,CHOP,144,54,80,10,37.5,21.51,3098.05,-100.39
regime,HOSTILE,362,122,229,11,33.7,4.46,1614.02,-102.19
regime,UNKNOWN,3,0,3,0,0.0,-99.92,-299.75,-99.98
stop_method,FIXED,1455,514,860,81,35.33,13.01,18932.1,-102.19
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1356,444,778,134,32.74,9.7,13147.01,-102.19
side,SHORT,250,84,148,18,33.6,8.89,2222.99,-100.68
setup,MOO_GENESIS,520,223,295,2,42.88,29.05,15105.57,-100.56
setup,SHORT_GENESIS_9_33,205,81,123,1,39.51,19.43,3983.64,-100.68
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,MOO,730,210,442,78,28.77,-0.22,-157.11,-102.19
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1422,460,839,123,32.35,7.07,10057.52,-102.19
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,905,301,505,99,33.26,13.15,11898.55,-100.03
cohort,PENNY,701,227,421,53,32.38,4.95,3471.45,-102.19
conviction_band,(none),1606,528,926,152,32.88,9.57,15370.0,-102.19
regime_x_scanner,FAVORABLE | momentum,350,143,206,1,40.86,22.86,8001.18,-100.46
regime_x_scanner,HOSTILE | momentum,128,61,66,1,47.66,43.79,5604.69,-100.56
regime_x_scanner,FAVORABLE | abook,468,140,264,64,29.91,6.87,3215.25,-100.64
regime_x_scanner,FAVORABLE | short,135,55,79,1,40.74,23.66,3193.85,-100.63
regime_x_scanner,CHOP | momentum,42,19,23,0,45.24,35.71,1499.7,-100.39
regime_x_scanner,CHOP | abook,86,30,52,4,34.88,12.89,1108.85,-100.19
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,HOSTILE | short,60,21,39,0,35.0,4.83,289.75,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,UNKNOWN | abook,3,0,3,0,0.0,-99.92,-299.75,-99.98
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
regime_x_scanner,HOSTILE | abook,174,40,124,10,22.99,-24.6,-4280.42,-102.19
