dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,226,100,126,0,44.25,32.68,7386.61,-100.46
scanner,short,86,37,49,0,43.02,28.96,2490.75,-100.68
scanner,abook,214,67,127,20,31.31,7.71,1650.53,-100.64
scanner,intraday,89,10,18,61,11.24,5.04,448.42,-100.0
gap_tier,PARABOLIC,69,35,33,1,50.72,53.43,3686.91,-100.39
gap_tier,IN_BAND,184,58,83,43,31.52,18.95,3486.66,-100.26
gap_tier,EXTREME,48,26,21,1,54.17,62.7,3009.63,-100.46
gap_tier,(none),214,67,127,20,31.31,7.71,1650.53,-100.64
gap_tier,STRETCHED,100,28,56,16,28.0,1.43,142.58,-100.68
regime,FAVORABLE,476,170,235,71,35.71,23.89,11372.73,-100.64
regime,CHOP,106,35,61,10,33.02,11.34,1202.21,-100.39
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,526,204,302,20,38.78,21.92,11527.89,-100.68
stop_method,PM low,60,7,9,44,11.67,10.18,611.0,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,2,1,1,0,50.0,49.95,99.9,-99.99
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,503,174,265,64,34.59,18.59,9348.31,-100.64
side,SHORT,112,40,55,17,35.71,23.46,2628.0,-100.68
setup,MOO_GENESIS,226,100,126,0,44.25,32.68,7386.61,-100.46
setup,SHORT_GENESIS_9_33,86,37,49,0,43.02,28.96,2490.75,-100.68
setup,MOO,214,67,127,20,31.31,7.71,1650.53,-100.64
setup,HOLDING-LONG,36,7,6,23,19.44,23.89,860.04,-99.96
setup,FAILED-GAP-SHORT,22,3,4,15,13.64,15.45,339.97,-99.99
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,12,0,2,10,0.0,-10.32,-123.84,-99.98
setup,ORB-LONG,15,0,4,11,0.0,-28.34,-425.03,-100.0
setup_kind,SINGLE,432,146,234,52,33.8,15.2,6564.87,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
cohort,MID,353,125,187,41,35.41,20.68,7300.48,-100.01
cohort,PENNY,262,89,133,40,33.97,17.85,4675.83,-100.68
conviction_band,(none),615,214,320,81,34.8,19.47,11976.31,-100.68
