dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,486,209,276,1,43.0,29.24,14209.06,-100.56
scanner,short,197,75,121,1,38.07,15.18,2990.07,-100.68
scanner,abook,672,204,400,68,30.36,4.23,2843.1,-100.64
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,193,83,109,1,43.01,29.44,5682.52,-100.56
gap_tier,EXTREME,120,56,61,3,46.67,41.72,5006.87,-100.46
gap_tier,IN_BAND,369,118,199,52,31.98,10.91,4027.04,-100.27
gap_tier,(none),554,175,333,46,31.59,5.87,3253.18,-100.64
gap_tier,NONE,95,21,53,21,22.11,-6.35,-602.99,-100.19
gap_tier,STRETCHED,174,49,107,18,28.16,-4.53,-787.53,-100.68
regime,FAVORABLE,1062,345,597,120,32.49,10.59,11242.23,-100.64
regime,CHOP,144,54,80,10,37.5,21.51,3098.05,-100.39
regime,HOSTILE,299,103,185,11,34.45,7.49,2238.81,-100.68
stop_method,FIXED,1354,488,796,70,36.04,14.88,20141.19,-100.68
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,BRACKET_STRUCT,1,0,1,0,0.0,-98.96,-98.96,-98.96
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,1263,424,716,123,33.57,12.15,15349.67,-100.64
side,SHORT,242,78,146,18,32.23,5.08,1229.42,-100.68
setup,MOO_GENESIS,486,209,276,1,43.0,29.24,14209.06,-100.56
setup,SHORT_GENESIS_9_33,197,75,121,1,38.07,15.18,2990.07,-100.68
setup,MOO,671,204,399,68,30.4,4.38,2942.06,-100.64
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,1321,434,775,112,32.85,8.53,11266.61,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,BRACKET_TOP,1,0,1,0,0.0,-98.96,-98.96,-98.96
cohort,MID,850,292,470,88,34.35,15.99,13593.94,-100.03
cohort,PENNY,655,210,392,53,32.06,4.56,2985.15,-100.68
conviction_band,(none),1505,502,862,141,33.36,11.02,16579.09,-100.68
regime_x_scanner,FAVORABLE | momentum,342,139,203,0,40.64,21.92,7497.37,-100.46
regime_x_scanner,HOSTILE | momentum,102,51,50,1,50.0,51.1,5211.99,-100.56
regime_x_scanner,FAVORABLE | abook,442,138,250,54,31.22,9.51,4203.56,-100.64
regime_x_scanner,FAVORABLE | short,134,54,79,1,40.3,22.34,2993.9,-100.63
regime_x_scanner,CHOP | momentum,42,19,23,0,45.24,35.71,1499.7,-100.39
regime_x_scanner,CHOP | abook,86,30,52,4,34.88,12.89,1108.85,-100.19
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,53,16,37,0,30.19,-9.51,-503.87,-100.68
regime_x_scanner,HOSTILE | abook,144,36,98,10,25.0,-17.15,-2469.31,-100.09
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
