system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,15976,1116,3401,5517,5942,11.1,-611.45,-0.038,-3.8,76,2026-05-21,2026-09-22,NEUTRAL
FAM,score-band,90+,1901,78,315,1101,407,5.2,-165.98,-0.087,-8.7,76,2026-05-21,2026-09-22,NEUTRAL
FAM,score-band,70-79,10436,500,2023,4748,3165,6.9,-1207.15,-0.116,-11.6,76,2026-05-21,2026-09-22,AVOID
FAM,score-band,80-89,4760,223,886,2284,1367,6.6,-559.09,-0.117,-11.7,76,2026-05-21,2026-09-22,AVOID
FAM,setup,CHANNEL_TOP_REJECT,19,8,5,0,6,61.5,7.0,0.368,36.8,12,2026-06-23,2026-09-14,TENTATIVE
FAM,setup,BUY_LOWER_DIRTY,77,21,21,22,13,32.8,12.12,0.157,15.7,30,2026-05-28,2026-09-22,TRUSTED
FAM,setup,BULL_BOUNCE,2011,236,167,1238,370,14.4,88.19,0.044,4.4,50,2026-05-21,2026-09-22,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,172,22,43,91,16,14.1,-5.95,-0.035,-3.5,44,2026-05-22,2026-09-22,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,69,16,28,13,12,28.1,-2.61,-0.038,-3.8,32,2026-05-28,2026-09-22,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,13314,624,2936,4766,4988,7.5,-695.01,-0.052,-5.2,76,2026-05-21,2026-09-22,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1412,104,267,851,190,8.5,-127.56,-0.09,-9.0,50,2026-05-21,2026-09-22,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,15688,874,2965,6588,5261,8.4,-1663.38,-0.106,-10.6,52,2026-05-21,2026-09-22,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,37,0,19,13,5,0.0,-15.64,-0.423,-42.3,20,2026-05-27,2026-09-21,AVOID
FAM,setup,DCB_BREAKOUT,11,1,6,4,0,9.1,-4.79,-0.435,-43.5,8,2026-05-29,2026-09-21,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,90,7,53,27,3,8.0,-41.26,-0.458,-45.8,30,2026-05-21,2026-09-22,AVOID
FAM,setup,CHANNEL_BREAKOUT,66,2,38,17,9,3.5,-30.71,-0.465,-46.5,27,2026-05-28,2026-09-22,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,40,1,25,7,7,3.0,-22.47,-0.562,-56.2,20,2026-05-29,2026-09-22,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FEM,mode,BOUNCE,378,210,30,127,11,57.2,263.36,0.697,69.7,76,2026-05-13,2026-09-22,TRUSTED
FEM,mode,PULLBACK,359,219,54,59,27,66.0,227.66,0.634,63.4,68,2026-05-13,2026-09-22,TRUSTED
FEM,mode,BREAKOUT,37,17,4,14,2,48.6,12.97,0.351,35.1,20,2026-05-13,2026-09-14,TRUSTED
FEM,score-band,90+,498,433,0,65,0,86.9,588.96,1.183,118.3,75,2026-05-13,2026-09-22,TRUSTED
FEM,score-band,60-69,47,2,16,27,2,4.4,-15.61,-0.332,-33.2,30,2026-05-14,2026-08-25,AVOID
FEM,score-band,70-79,64,5,24,29,6,8.6,-22.87,-0.357,-35.7,40,2026-05-13,2026-09-09,AVOID
FEM,score-band,80-89,104,5,43,47,9,5.3,-40.4,-0.388,-38.8,40,2026-05-13,2026-09-21,AVOID
FEM,tier,T1-STRONG_LONG,371,280,14,71,6,76.7,415.67,1.12,112.0,69,2026-05-13,2026-09-22,TRUSTED
FEM,tier,T2-LONG,281,134,40,92,15,50.4,88.76,0.316,31.6,75,2026-05-13,2026-09-21,TRUSTED
FEM,tier,T3-LONG_WATCH,122,32,34,37,19,31.1,-0.44,-0.004,-0.4,26,2026-05-13,2026-09-14,NEUTRAL
