system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,5268,593,1308,1745,1622,16.3,-28.72,-0.005,-0.5,46,2026-05-21,2026-08-10,NEUTRAL
FAM,score-band,80-89,1515,118,352,699,346,10.1,-171.78,-0.113,-11.3,46,2026-05-21,2026-08-10,AVOID
FAM,score-band,90+,658,33,162,356,107,6.0,-81.12,-0.123,-12.3,46,2026-05-21,2026-08-10,AVOID
FAM,score-band,70-79,3212,253,766,1392,801,10.5,-400.76,-0.125,-12.5,46,2026-05-21,2026-08-10,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,550,107,51,303,89,23.2,104.7,0.19,19.0,28,2026-05-21,2026-08-10,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,85,16,19,48,2,19.3,6.24,0.073,7.3,26,2026-05-22,2026-08-10,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,4324,315,1092,1453,1464,11.0,-226.42,-0.052,-5.2,46,2026-05-21,2026-08-10,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,529,56,100,308,65,12.1,-29.67,-0.056,-5.6,28,2026-05-21,2026-08-10,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,17,5,9,1,2,33.3,-1.02,-0.06,-6.0,14,2026-05-28,2026-08-07,TENTATIVE
FAM,setup,BULL_BOUNCE_PENDING,4950,479,1183,2046,1242,12.9,-441.41,-0.089,-8.9,30,2026-05-21,2026-08-10,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,16,5,9,2,0,31.2,-1.82,-0.114,-11.4,13,2026-05-28,2026-08-10,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,64,7,41,14,2,11.3,-29.22,-0.457,-45.7,16,2026-05-21,2026-08-10,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,CHANNEL_BREAKOUT,24,2,17,2,3,9.5,-13.03,-0.543,-54.3,12,2026-05-28,2026-08-07,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,6,0,4,2,0,0.0,-3.48,-0.58,-58.0,6,2026-05-27,2026-08-10,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,10,0,7,1,2,0.0,-7.11,-0.711,-71.1,8,2026-05-29,2026-08-07,TENTATIVE
FAM,setup,DCB_BREAKOUT,4,0,4,0,0,0.0,-4.0,-1.0,-100.0,3,2026-05-29,2026-08-10,TENTATIVE
FEM,mode,BOUNCE,474,181,48,195,50,42.7,183.29,0.387,38.7,63,2026-04-16,2026-08-10,TRUSTED
FEM,mode,PULLBACK,740,206,97,176,261,43.0,176.15,0.238,23.8,66,2026-04-01,2026-08-10,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,852,385,27,214,226,61.5,476.37,0.559,55.9,67,2026-04-01,2026-08-10,TRUSTED
FEM,score-band,60-69,138,8,37,46,47,8.8,-22.2,-0.161,-16.1,44,2026-04-01,2026-08-10,AVOID
FEM,score-band,80-89,231,18,74,82,57,10.3,-50.44,-0.218,-21.8,48,2026-04-01,2026-08-06,AVOID
FEM,score-band,70-79,138,5,34,44,55,6.0,-34.09,-0.247,-24.7,49,2026-04-01,2026-08-10,AVOID
FEM,tier,T1-STRONG_LONG,709,246,27,209,227,51.0,339.9,0.479,47.9,65,2026-04-01,2026-08-10,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,388,120,56,127,85,39.6,49.89,0.129,12.9,69,2026-04-01,2026-08-10,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
