system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,15110,1070,3272,5222,5546,11.2,-618.43,-0.041,-4.1,74,2026-05-21,2026-09-18,NEUTRAL
FAM,score-band,90+,1758,72,305,1006,375,5.2,-162.89,-0.093,-9.3,74,2026-05-21,2026-09-18,NEUTRAL
FAM,score-band,80-89,4381,215,838,2063,1265,6.9,-497.85,-0.114,-11.4,74,2026-05-21,2026-09-18,AVOID
FAM,score-band,70-79,9765,484,1909,4403,2969,7.1,-1117.71,-0.114,-11.4,74,2026-05-21,2026-09-18,AVOID
FAM,setup,CHANNEL_TOP_REJECT,19,8,5,0,6,61.5,7.0,0.368,36.8,12,2026-06-23,2026-09-14,TENTATIVE
FAM,setup,BUY_LOWER_DIRTY,63,20,20,18,5,34.5,11.11,0.176,17.6,28,2026-05-28,2026-09-18,TRUSTED
FAM,setup,BULL_BOUNCE,1860,223,154,1150,333,14.6,80.69,0.043,4.3,48,2026-05-21,2026-09-18,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,160,21,40,84,15,14.5,-6.35,-0.04,-4.0,42,2026-05-22,2026-09-18,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,13025,620,2898,4614,4893,7.6,-691.92,-0.053,-5.3,74,2026-05-21,2026-09-18,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,65,14,27,12,12,26.4,-4.26,-0.066,-6.6,30,2026-05-28,2026-09-18,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1318,100,256,782,180,8.8,-132.04,-0.1,-10.0,48,2026-05-21,2026-09-18,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,14227,823,2741,5971,4692,8.6,-1508.97,-0.106,-10.6,50,2026-05-21,2026-09-18,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,DCB_BREAKOUT,8,1,5,2,0,12.5,-3.5,-0.438,-43.8,7,2026-05-29,2026-09-16,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,35,0,19,12,4,0.0,-16.06,-0.459,-45.9,19,2026-05-27,2026-09-18,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,86,7,53,24,2,8.3,-43.63,-0.507,-50.7,28,2026-05-21,2026-09-18,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,35,1,22,6,6,3.4,-19.16,-0.547,-54.7,19,2026-05-29,2026-09-18,AVOID
FAM,setup,CHANNEL_BREAKOUT,46,2,32,6,6,5.0,-28.19,-0.613,-61.3,25,2026-05-28,2026-09-18,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FEM,mode,BOUNCE,557,211,51,243,52,41.8,230.87,0.414,41.4,90,2026-04-16,2026-09-18,TRUSTED
FEM,mode,PULLBACK,770,226,100,180,264,44.7,198.53,0.258,25.8,86,2026-04-01,2026-09-17,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,85,17,12,48,8,22.1,-3.59,-0.042,-4.2,33,2026-04-07,2026-09-14,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,933,433,27,247,226,61.2,552.29,0.592,59.2,94,2026-04-01,2026-09-18,TRUSTED
FEM,score-band,60-69,143,9,39,48,47,9.4,-22.89,-0.16,-16.0,47,2026-04-01,2026-08-25,AVOID
FEM,score-band,80-89,243,18,75,92,58,9.7,-52.37,-0.216,-21.6,57,2026-04-01,2026-09-16,AVOID
FEM,score-band,70-79,148,6,37,48,57,6.6,-36.12,-0.244,-24.4,58,2026-04-01,2026-09-09,AVOID
FEM,tier,T1-STRONG_LONG,772,277,28,240,227,50.8,395.0,0.512,51.2,88,2026-04-01,2026-09-18,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,438,139,61,148,90,39.9,64.75,0.148,14.8,95,2026-04-01,2026-09-17,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,286,42,86,86,72,19.6,-40.01,-0.14,-14.0,46,2026-04-01,2026-09-14,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
