system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,13425,994,2961,4578,4892,11.6,-502.79,-0.037,-3.7,70,2026-05-21,2026-09-14,NEUTRAL
FAM,score-band,90+,1581,66,283,886,346,5.3,-142.58,-0.09,-9.0,70,2026-05-21,2026-09-14,NEUTRAL
FAM,score-band,70-79,8459,440,1689,3802,2528,7.4,-936.63,-0.111,-11.1,70,2026-05-21,2026-09-14,AVOID
FAM,score-band,80-89,3754,190,751,1731,1082,7.1,-421.69,-0.112,-11.2,70,2026-05-21,2026-09-14,AVOID
FAM,setup,CHANNEL_TOP_REJECT,19,8,5,0,6,61.5,7.0,0.368,36.8,12,2026-06-23,2026-09-14,TENTATIVE
FAM,setup,BULL_BOUNCE,1572,208,129,952,283,16.1,113.03,0.072,7.2,44,2026-05-21,2026-09-08,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,53,15,19,14,5,31.2,3.19,0.06,6.0,24,2026-05-28,2026-09-08,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,12340,589,2818,4320,4613,7.6,-707.64,-0.057,-5.7,70,2026-05-21,2026-09-14,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,141,18,36,77,10,13.7,-8.66,-0.061,-6.1,38,2026-05-22,2026-09-08,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,11696,739,2269,4931,3757,9.3,-1159.98,-0.099,-9.9,46,2026-05-21,2026-09-08,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1102,90,226,642,144,9.4,-115.57,-0.105,-10.5,44,2026-05-21,2026-09-08,AVOID
FAM,setup,SHORT_UPPER_DIRTY,57,11,25,10,11,23.9,-6.08,-0.107,-10.7,27,2026-05-28,2026-09-14,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,DCB_BREAKOUT,7,1,4,2,0,14.3,-2.5,-0.357,-35.7,6,2026-05-29,2026-09-04,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,24,1,14,3,6,5.6,-11.81,-0.492,-49.2,15,2026-05-29,2026-09-04,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,25,0,13,8,4,0.0,-12.42,-0.497,-49.7,16,2026-05-27,2026-09-14,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,81,7,51,21,2,8.9,-41.56,-0.513,-51.3,26,2026-05-21,2026-09-08,AVOID
FAM,setup,CHANNEL_BREAKOUT,35,2,23,4,6,6.9,-19.09,-0.545,-54.5,21,2026-05-28,2026-09-08,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FEM,mode,BOUNCE,368,205,30,123,10,57.3,256.6,0.697,69.7,70,2026-05-13,2026-09-14,TRUSTED
FEM,mode,PULLBACK,350,212,54,58,26,65.4,219.02,0.626,62.6,63,2026-05-13,2026-09-09,TRUSTED
FEM,mode,BREAKOUT,37,17,4,14,2,48.6,12.97,0.351,35.1,20,2026-05-13,2026-09-14,TRUSTED
FEM,score-band,90+,484,421,0,63,0,87.0,572.72,1.183,118.3,69,2026-05-13,2026-09-14,TRUSTED
FEM,score-band,60-69,47,2,16,27,2,4.4,-15.61,-0.332,-33.2,30,2026-05-14,2026-08-25,AVOID
FEM,score-band,70-79,64,5,24,29,6,8.6,-22.87,-0.357,-35.7,40,2026-05-13,2026-09-09,AVOID
FEM,score-band,80-89,101,5,43,45,8,5.4,-40.22,-0.398,-39.8,37,2026-05-13,2026-09-10,AVOID
FEM,tier,T1-STRONG_LONG,358,270,14,68,6,76.7,401.02,1.12,112.0,63,2026-05-13,2026-09-11,TRUSTED
FEM,tier,T2-LONG,275,132,40,90,13,50.4,88.01,0.32,32.0,71,2026-05-13,2026-09-14,TRUSTED
FEM,tier,T3-LONG_WATCH,122,32,34,37,19,31.1,-0.44,-0.004,-0.4,26,2026-05-13,2026-09-14,NEUTRAL
