dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,393,171,221,1,43.51,30.81,12110.19,-100.56
scanner,short,160,63,97,0,39.38,18.07,2891.28,-100.68
scanner,abook,422,133,257,32,31.52,4.67,1971.33,-100.64
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,155,70,84,1,45.16,36.01,5582.26,-100.56
gap_tier,EXTREME,95,46,46,3,48.42,47.46,4508.8,-100.46
gap_tier,IN_BAND,296,90,156,50,30.41,8.9,2633.56,-100.26
gap_tier,(none),422,133,257,32,31.52,4.67,1971.33,-100.64
gap_tier,STRETCHED,157,42,97,18,26.75,-7.56,-1186.29,-100.68
regime,FAVORABLE,812,275,450,87,33.87,13.52,10974.67,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,186,58,121,7,31.18,-2.49,-463.14,-100.68
stop_method,FIXED,975,367,575,33,37.64,17.41,16972.8,-100.68
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,920,315,518,87,34.24,13.46,12379.03,-100.64
side,SHORT,205,66,122,17,32.2,5.52,1130.63,-100.68
setup,MOO_GENESIS,393,171,221,1,43.51,30.81,12110.19,-100.56
setup,SHORT_GENESIS_9_33,160,63,97,0,39.38,18.07,2891.28,-100.68
setup,MOO,422,133,257,32,31.52,4.67,1971.33,-100.64
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,942,313,554,75,33.23,8.6,8098.22,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
cohort,MID,601,208,336,57,34.61,15.37,9237.84,-100.03
cohort,PENNY,524,173,304,47,33.02,8.15,4271.82,-100.68
conviction_band,(none),1125,381,640,104,33.87,12.01,13509.66,-100.68
regime_x_scanner,FAVORABLE | momentum,284,119,165,0,41.9,25.69,7296.01,-100.46
regime_x_scanner,FAVORABLE | abook,268,93,153,22,34.7,15.07,4037.6,-100.64
regime_x_scanner,HOSTILE | momentum,68,33,34,1,48.53,47.28,3214.84,-100.56
regime_x_scanner,FAVORABLE | short,116,49,67,0,42.24,26.67,3093.66,-100.63
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,34,9,25,0,26.47,-20.66,-702.42,-100.68
regime_x_scanner,HOSTILE | abook,84,16,62,6,19.05,-35.42,-2975.56,-100.09
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
