dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,172,70,102,0,40.7,22.0,3783.45,-100.46
scanner,short,76,32,44,0,42.11,26.23,1993.48,-100.68
scanner,intraday,76,9,15,52,11.84,7.09,538.51,-99.98
scanner,abook,158,47,99,12,29.75,2.85,449.91,-100.64
gap_tier,EXTREME,39,21,17,1,53.85,61.76,2408.6,-100.46
gap_tier,IN_BAND,152,46,70,36,30.26,15.15,2302.47,-100.26
gap_tier,PARABOLIC,51,23,27,1,45.1,37.0,1886.93,-100.39
gap_tier,(none),158,47,99,12,29.75,2.85,449.91,-100.64
gap_tier,STRETCHED,82,21,47,14,25.61,-3.45,-282.56,-100.68
regime,FAVORABLE,343,114,175,54,33.24,17.96,6161.77,-100.64
regime,CHOP,106,35,61,10,33.02,11.34,1202.21,-100.39
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
regime,HOSTILE,32,8,24,0,25.0,-24.95,-798.5,-100.68
stop_method,FIXED,406,149,245,12,36.7,15.34,6226.84,-100.68
stop_method,PM low,48,6,7,35,12.5,12.52,601.1,-99.96
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,recent 5-min high,1,0,1,0,0.0,-99.96,-99.96,-99.96
stop_method,recent 5-min low,3,0,3,0,0.0,-99.94,-299.83,-99.98
side,LONG,381,123,211,47,32.28,11.9,4534.63,-100.64
side,SHORT,101,35,49,17,34.65,22.09,2230.72,-100.68
setup,MOO_GENESIS,172,70,102,0,40.7,22.0,3783.45,-100.46
setup,SHORT_GENESIS_9_33,76,32,44,0,42.11,26.23,1993.48,-100.68
setup,HOLDING-LONG,30,6,5,19,20.0,27.67,830.23,-99.96
setup,MOO,158,47,99,12,29.75,2.85,449.91,-100.64
setup,FAILED-GAP-SHORT,21,3,3,15,14.29,20.95,439.96,-99.88
setup,ORB-SHORT,2,0,1,1,0.0,-49.92,-99.85,-99.96
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
setup,ORB-LONG|HOLDING-LONG,9,0,2,7,0.0,-19.87,-178.87,-99.98
setup,ORB-LONG,12,0,3,9,0.0,-29.17,-350.09,-99.95
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,299,90,174,35,30.1,4.53,1353.91,-100.68
cohort,MID,269,91,149,29,33.83,16.01,4305.79,-100.01
cohort,PENNY,213,67,111,35,31.46,11.55,2459.56,-100.68
conviction_band,(none),482,158,260,64,32.78,14.04,6765.35,-100.68
