system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,4616,546,1187,1516,1367,16.8,1.01,0.0,0.0,42,2026-05-21,2026-08-04,NEUTRAL
FAM,score-band,80-89,1291,108,306,576,301,10.9,-123.06,-0.095,-9.5,42,2026-05-21,2026-08-04,NEUTRAL
FAM,score-band,70-79,2711,221,672,1138,680,10.9,-335.76,-0.124,-12.4,42,2026-05-21,2026-08-04,AVOID
FAM,score-band,90+,589,30,150,311,98,6.1,-79.78,-0.135,-13.5,42,2026-05-21,2026-08-04,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,408,88,36,223,61,25.4,95.02,0.233,23.3,24,2026-05-21,2026-08-04,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,70,12,16,40,2,17.6,2.58,0.037,3.7,22,2026-05-22,2026-08-04,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,378,46,69,224,39,13.6,-3.57,-0.009,-0.9,24,2026-05-21,2026-08-04,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,4176,306,1075,1393,1402,11.0,-224.84,-0.054,-5.4,42,2026-05-21,2026-08-04,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,3978,432,988,1628,930,14.2,-318.69,-0.08,-8.0,26,2026-05-21,2026-08-04,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,13,4,7,2,0,30.8,-1.32,-0.102,-10.2,11,2026-05-28,2026-08-04,TENTATIVE
FAM,setup,SHORT_UPPER_DIRTY,13,3,8,1,1,25.0,-3.02,-0.232,-23.2,11,2026-05-28,2026-08-03,TENTATIVE
FAM,setup,CHANNEL_BREAKOUT,18,2,12,2,2,12.5,-8.03,-0.446,-44.6,9,2026-05-28,2026-08-03,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,63,7,40,14,2,11.5,-28.22,-0.448,-44.8,15,2026-05-21,2026-08-04,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,5,0,4,1,0,0.0,-3.25,-0.65,-65.0,5,2026-05-27,2026-07-31,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,9,0,6,1,2,0.0,-6.11,-0.679,-67.9,7,2026-05-29,2026-07-31,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FEM,mode,BOUNCE,278,169,27,73,9,62.8,199.6,0.718,71.8,43,2026-05-13,2026-08-04,TRUSTED
FEM,mode,PULLBACK,315,192,50,51,22,65.5,195.48,0.621,62.1,43,2026-05-13,2026-08-03,TRUSTED
FEM,mode,BREAKOUT,36,17,4,13,2,50.0,12.97,0.36,36.0,19,2026-05-13,2026-07-21,TRUSTED
FEM,score-band,90+,396,367,0,29,0,92.7,486.5,1.229,122.9,42,2026-05-13,2026-08-04,TRUSTED
FEM,score-band,60-69,41,1,14,24,2,2.6,-15.94,-0.389,-38.9,26,2026-05-14,2026-07-31,AVOID
FEM,score-band,70-79,50,4,20,23,3,8.5,-19.57,-0.391,-39.1,29,2026-05-13,2026-08-03,AVOID
FEM,score-band,80-89,90,5,42,36,7,6.0,-38.47,-0.427,-42.7,29,2026-05-13,2026-07-13,AVOID
FEM,tier,T1-STRONG_LONG,287,234,13,36,4,82.7,338.53,1.18,118.0,40,2026-05-13,2026-08-04,TRUSTED
FEM,tier,T2-LONG,221,112,34,65,10,53.1,69.96,0.317,31.7,44,2026-05-13,2026-08-04,TRUSTED
FEM,tier,T3-LONG_WATCH,121,32,34,36,19,31.4,-0.44,-0.004,-0.4,25,2026-05-13,2026-07-21,NEUTRAL
